t 1 2 3 4 jK0100 jL0203 jL1
1.307e-05 4353.86 20466 3140.49 10000 -31.855 -31.855 197.817
1.308e-05 4131.35 20966.6 2979.99 10000 -30.7144 -30.7144 202.06
1.309e-05 3905.55 21448.6 2817.12 10000 -29.5316 -29.5316 206.078
1.31e-05 3676.72 21911.3 2652.06 10000 -28.3077 -28.3077 209.869
1.311e-05 3445.11 22354.1 2485 10000 -27.0439 -27.0439 213.43
1.312e-05 3210.98 22776.4 2316.11 10000 -25.7412 -25.7412 216.758
1.313e-05 2974.59 23177.5 2145.6 10000 -24.401 -24.401 219.851
1.314e-05 2736.21 23556.9 1973.66 10000 -23.0245 -23.0245 222.706
1.315e-05 2496.09 23914 1800.46 10000 -21.6131 -21.6131 225.323
1.316e-05 2254.51 24248.3 1626.21 10000 -20.1681 -20.1681 227.698
1.317e-05 2011.73 24559.1 1451.09 10000 -18.691 -18.691 229.831
1.318e-05 1768.02 24846.1 1275.29 10000 -17.1833 -17.1833 231.721
1.319e-05 1523.64 25108.8 1099.02 10000 -15.6464 -15.6464 233.367
1.32e-05 1278.85 25346.6 922.447 10000 -14.082 -14.082 234.768
1.321e-05 1033.92 25559.2 745.776 10000 -12.4916 -12.4916 235.924
1.322e-05 789.108 25746.1 569.193 10000 -10.8769 -10.8769 236.836
1.323e-05 544.684 25907.1 392.887 10000 -9.23955 -9.23955 237.503
1.324e-05 300.903 26041.6 217.045 10000 -7.58129 -7.58129 237.926
1.325e-05 58.0247 26149.5 41.8539 10000 -5.90386 -5.90386 238.105
1.326e-05 -183.696 26230.4 -132.502 10000 -4.20904 -4.20904 238.042
1.327e-05 -424.006 26284.1 -305.84 10000 -2.49865 -2.49865 237.738
1.328e-05 -662.653 26310.2 -477.979 10000 -0.774515 -0.774515 237.195
1.329e-05 -899.39 26308.8 -648.74 10000 0.961491 0.961491 236.414
1.33e-05 -1133.97 26279.4 -817.947 10000 2.70748 2.70748 235.397
1.331e-05 -1366.16 26222 -985.426 10000 4.46155 4.46155 234.147
1.332e-05 -1595.71 26136.6 -1151.01 10000 6.22175 6.22175 232.666
1.333e-05 -1822.4 26022.9 -1314.52 10000 7.98616 7.98616 230.957
1.334e-05 -2045.99 25881 -1475.8 10000 9.75281 9.75281 229.023
1.335e-05 -2266.27 25710.8 -1634.68 10000 11.5197 11.5197 226.867
1.336e-05 -2483 25512.4 -1791.02 10000 13.2849 13.2849 224.492
1.337e-05 -2695.98 25285.7 -1944.64 10000 15.0463 15.0463 221.903
1.338e-05 -2904.99 25031 -2095.41 10000 16.8021 16.8021 219.102
1.339e-05 -3109.84 24748.1 -2243.17 10000 18.5501 18.5501 216.095
1.34e-05 -3310.33 24437.4 -2387.78 10000 20.2884 20.2884 212.885
1.341e-05 -3506.25 24099 -2529.1 10000 22.015 22.015 209.476
1.342e-05 -3697.43 23733.1 -2667 10000 23.7278 23.7278 205.875
1.343e-05 -3883.68 23339.8 -2801.34 10000 25.4249 25.4249 202.084
1.344e-05 -4064.83 22919.6 -2932.01 10000 27.1043 27.1043 198.11
1.345e-05 -4240.72 22472.7 -3058.88 10000 28.764 28.764 193.957
1.346e-05 -4411.17 21999.3 -3181.83 10000 30.402 30.402 189.631
1.347e-05 -4576.04 21500 -3300.75 10000 32.0164 32.0164 185.137
1.348e-05 -4735.19 20975 -3415.54 10000 33.6053 33.6053 180.482
1.349e-05 -4888.46 20424.8 -3526.1 10000 35.1668 35.1668 175.67
1.35e-05 -5035.73 19849.9 -3632.33 10000 36.6989 36.6989 170.708
1.351e-05 -5176.87 19250.7 -3734.14 10000 38.1998 38.1998 165.602
1.352e-05 -5311.77 18627.8 -3831.44 10000 39.6677 39.6677 160.357
1.353e-05 -5440.31 17981.6 -3924.16 10000 41.1007 41.1007 154.981
1.354e-05 -5562.39 17312.8 -4012.21 10000 42.497 42.497 149.48
1.355e-05 -5677.92 16622 -4095.55 10000 43.855 43.855 143.86
1.356e-05 -5786.8 15909.8 -4174.09 10000 45.1729 45.1729 138.127
1.357e-05 -5888.97 15176.8 -4247.78 10000 46.4491 46.4491 132.29
1.358e-05 -5984.34 14423.8 -4316.57 10000 47.6818 47.6818 126.353
1.359e-05 -6072.85 13651.4 -4380.42 10000 48.8696 48.8696 120.324
1.36e-05 -6154.46 12860.3 -4439.28 10000 50.0108 50.0108 114.211
1.361e-05 -6229.11 12051.4 -4493.13 10000 51.1039 51.1039 108.019
1.362e-05 -6296.76 11225.4 -4541.92 10000 52.1476 52.1476 101.756
1.363e-05 -6357.38 10383.1 -4585.65 10000 53.1404 53.1404 95.4289
1.364e-05 -6410.94 9525.33 -4624.29 10000 54.081 54.081 89.0447
1.365e-05 -6457.44 8652.94 -4657.83 10000 54.9679 54.9679 82.6105
1.366e-05 -6496.86 7766.79 -4686.26 10000 55.8001 55.8001 76.1334
1.367e-05 -6529.21 6867.78 -4709.6 10000 56.5763 56.5763 69.6203
1.368e-05 -6554.49 5956.81 -4727.83 10000 57.2954 57.2954 63.0785
1.369e-05 -6572.72 5034.79 -4740.98 10000 57.9563 57.9563 56.5149
1.37e-05 -6583.93 4102.68 -4749.06 10000 58.5579 58.5579 49.9365
1.371e-05 -6588.14 3161.42 -4752.1 10000 59.0995 59.0995 43.3505
1.372e-05 -6585.39 2211.99 -4750.12 10000 59.5799 59.5799 36.7637
1.373e-05 -6575.74 1255.36 -4743.16 10000 59.9986 59.9986 30.1832
1.374e-05 -6559.23 292.533 -4731.25 10000 60.3546 60.3546 23.6157
1.375e-05 -6535.93 -675.482 -4714.44 10000 60.6473 60.6473 17.0681
1.376e-05 -6505.91 -1647.67 -4692.79 10000 60.8761 60.8761 10.5472
1.377e-05 -6469.25 -2623 -4666.34 10000 61.0405 61.0405 4.05961
1.378e-05 -6426.02 -3600.45 -4635.16 10000 61.1399 61.1399 -2.38802
1.379e-05 -6376.32 -4578.96 -4599.31 10000 61.174 61.174 -8.78919
1.38e-05 -6320.24 -5557.49 -4558.86 10000 61.1424 61.1424 -15.1375
1.381e-05 -6257.89 -6534.99 -4513.89 10000 61.0449 61.0449 -21.4265
1.382e-05 -6189.38 -7510.4 -4464.47 10000 60.8812 60.8812 -27.6502
1.383e-05 -6114.82 -8482.66 -4410.69 10000 60.6513 60.6513 -33.8023
1.384e-05 -6034.34 -9450.71 -4352.64 10000 60.3551 60.3551 -39.8768
1.385e-05 -5948.06 -10413.5 -4290.41 10000 59.9926 59.9926 -45.868
1.386e-05 -5856.12 -11369.9 -4224.09 10000 59.5641 59.5641 -51.7701
1.387e-05 -5758.66 -12319 -4153.79 10000 59.0695 59.0695 -57.5775
1.388e-05 -5655.83 -13259.6 -4079.61 10000 58.5092 58.5092 -63.2848
1.389e-05 -5547.76 -14190.8 -4001.67 10000 57.8836 57.8836 -68.8866
1.39e-05 -5434.63 -15111.4 -3920.06 10000 57.193 57.193 -74.3778
1.391e-05 -5316.58 -16020.4 -3834.91 10000 56.4379 56.4379 -79.7534
1.392e-05 -5193.79 -16916.9 -3746.34 10000 55.6189 55.6189 -85.0086
1.393e-05 -5066.41 -17799.7 -3654.46 10000 54.7366 54.7366 -90.1387
1.394e-05 -4934.63 -18668 -3559.41 10000 53.7917 53.7917 -95.1392
1.395e-05 -4798.62 -19520.6 -3461.3 10000 52.785 52.785 -100.006
1.396e-05 -4658.56 -20356.6 -3360.28 10000 51.7173 51.7173 -104.734
1.397e-05 -4514.64 -21175.1 -3256.46 10000 50.5895 50.5895 -109.321
1.398e-05 -4367.03 -21975 -3149.99 10000 49.4027 49.4027 -113.762
1.399e-05 -4215.94 -22755.5 -3041.01 10000 48.1578 48.1578 -118.053
1.4e-05 -4061.55 -23515.6 -2929.64 10000 46.8561 46.8561 -122.192
1.401e-05 -3904.06 -24254.4 -2816.04 10000 45.4987 45.4987 -126.175
1.402e-05 -3743.66 -24971.1 -2700.35 10000 44.0869 44.0869 -129.999
1.403e-05 -3580.56 -25664.8 -2582.7 10000 42.622 42.622 -133.661
1.404e-05 -3414.95 -26334.6 -2463.25 10000 41.1054 41.1054 -137.159
1.405e-05 -3247.05 -26979.8 -2342.13 10000 39.5385 39.5385 -140.49
1.406e-05 -3077.04 -27599.4 -2219.5 10000 37.9229 37.9229 -143.652
1.407e-05 -2905.14 -28192.9 -2095.51 10000 36.2602 36.2602 -146.643
1.408e-05 -2731.55 -28759.4 -1970.29 10000 34.5519 34.5519 -149.461
1.409e-05 -2556.47 -29298.2 -1844.01 10000 32.7999 32.7999 -152.105
1.41e-05 -2380.12 -29808.7 -1716.81 10000 31.0057 31.0057 -154.573
1.411e-05 -2202.7 -30290.1 -1588.83 10000 29.1713 29.1713 -156.865
1.412e-05 -2024.41 -30741.8 -1460.23 10000 27.2984 27.2984 -158.978
1.413e-05 -1845.46 -31163.3 -1331.15 10000 25.389 25.389 -160.913
1.414e-05 -1666.06 -31554 -1201.75 10000 23.445 23.445 -162.669
1.415e-05 -1486.4 -31913.3 -1072.16 10000 21.4685 21.4685 -164.245
1.416e-05 -1306.7 -32240.8 -942.537 10000 19.4613 19.4613 -165.642
1.417e-05 -1127.14 -32535.9 -813.022 10000 17.4257 17.4257 -166.859
1.418e-05 -947.942 -32798.2 -683.761 10000 15.3638 15.3638 -167.896
1.419e-05 -769.286 -33027.3 -554.895 10000 13.2776 13.2776 -168.755
1.42e-05 -591.374 -33222.9 -426.565 10000 11.1694 11.1694 -169.435
1.421e-05 -414.399 -33384.6 -298.91 10000 9.04138 9.04138 -169.938
1.422e-05 -238.549 -33512.1 -172.068 10000 6.89581 6.89581 -170.265
1.423e-05 -64.0144 -33605.1 -46.1743 10000 4.73495 4.73495 -170.416
1.424e-05 109.022 -33663.5 78.6385 10000 2.5611 2.5611 -170.393
1.425e-05 280.377 -33687 202.239 10000 0.376585 0.376585 -170.199
1.426e-05 449.874 -33675.5 324.499 10000 -1.81626 -1.81626 -169.834
1.427e-05 617.338 -33628.8 445.293 10000 -4.01507 -4.01507 -169.3
1.428e-05 782.597 -33546.9 564.496 10000 -6.21749 -6.21749 -168.6
1.429e-05 945.486 -33429.8 681.99 10000 -8.42113 -8.42113 -167.736
1.43e-05 1105.84 -33277.5 797.655 10000 -10.6236 -10.6236 -166.71
1.431e-05 1263.5 -33089.9 911.379 10000 -12.8225 -12.8225 -165.526
1.432e-05 1418.32 -32867.2 1023.05 10000 -15.0154 -15.0154 -164.185
1.433e-05 1570.14 -32609.5 1132.56 10000 -17.1999 -17.1999 -162.69
1.434e-05 1718.81 -32316.9 1239.8 10000 -19.3737 -19.3737 -161.046
1.435e-05 1864.21 -31989.6 1344.68 10000 -21.5343 -21.5343 -159.254
1.436e-05 2006.19 -31627.9 1447.09 10000 -23.6794 -23.6794 -157.319
1.437e-05 2144.62 -31232 1546.94 10000 -25.8065 -25.8065 -155.244
1.438e-05 2279.39 -30802.3 1644.15 10000 -27.9133 -27.9133 -153.032
1.439e-05 2410.36 -30339 1738.62 10000 -29.9974 -29.9974 -150.687
1.44e-05 2537.43 -29842.6 1830.28 10000 -32.0566 -32.0566 -148.213
1.441e-05 2660.49 -29313.4 1919.04 10000 -34.0885 -34.0885 -145.614
1.442e-05 2779.43 -28752 2004.84 10000 -36.0907 -36.0907 -142.894
1.443e-05 2894.17 -28158.8 2087.6 10000 -38.0611 -38.0611 -140.057
1.444e-05 3004.6 -27534.3 2167.25 10000 -39.9975 -39.9975 -137.108
1.445e-05 3110.64 -26879.1 2243.74 10000 -41.8975 -41.8975 -134.05
1.446e-05 3212.22 -26193.9 2317.01 10000 -43.7591 -43.7591 -130.889
1.447e-05 3309.25 -25479.2 2387 10000 -45.5801 -45.5801 -127.628
1.448e-05 3401.69 -24735.6 2453.68 10000 -47.3584 -47.3584 -124.273
1.449e-05 3489.45 -23964 2516.98 10000 -49.092 -49.092 -120.827
1.45e-05 3572.49 -23165.1 2576.88 10000 -50.7788 -50.7788 -117.296
1.451e-05 3650.77 -22339.5 2633.34 10000 -52.4169 -52.4169 -113.685
1.452e-05 3724.23 -21488.1 2686.33 10000 -54.0044 -54.0044 -109.997
1.453e-05 3792.84 -20611.8 2735.82 10000 -55.5394 -55.5394 -106.239
1.454e-05 3856.57 -19711.3 2781.79 10000 -57.0201 -57.0201 -102.414
1.455e-05 3915.39 -18787.6 2824.22 10000 -58.4447 -58.4447 -98.5279
1.456e-05 3969.3 -17841.5 2863.1 10000 -59.8115 -59.8115 -94.5855
1.457e-05 4018.28 -16874.1 2898.43 10000 -61.1189 -61.1189 -90.5917
1.458e-05 4062.31 -15886.2 2930.19 10000 -62.3654 -62.3654 -86.5514
1.459e-05 4101.41 -14878.9 2958.39 10000 -63.5493 -63.5493 -82.4696
1.46e-05 4135.58 -13853.2 2983.04 10000 -64.6693 -64.6693 -78.3511
1.461e-05 4164.83 -12810 3004.14 10000 -65.7239 -65.7239 -74.2009
1.462e-05 4189.18 -11750.5 3021.7 10000 -66.7118 -66.7118 -70.0239
1.463e-05 4208.65 -10675.8 3035.75 10000 -67.6319 -67.6319 -65.825
1.464e-05 4223.27 -9586.87 3046.3 10000 -68.4828 -68.4828 -61.609
1.465e-05 4233.09 -8484.9 3053.38 10000 -69.2635 -69.2635 -57.3808
1.466e-05 4238.14 -7371 3057.02 10000 -69.9731 -69.9731 -53.1452
1.467e-05 4238.46 -6246.34 3057.25 10000 -70.6104 -70.6104 -48.9069
1.468e-05 4234.11 -5112.05 3054.11 10000 -71.1747 -71.1747 -44.6706
1.469e-05 4225.15 -3969.34 3047.65 10000 -71.6651 -71.6651 -40.441
1.47e-05 4211.64 -2819.37 3037.91 10000 -72.0809 -72.0809 -36.2226
1.471e-05 4193.65 -1663.35 3024.93 10000 -72.4216 -72.4216 -32.0199
1.472e-05 4171.24 -502.484 3008.77 10000 -72.6864 -72.6864 -27.8375
1.473e-05 4144.5 662.008 2989.48 10000 -72.875 -72.875 -23.6796
1.474e-05 4113.51 1828.9 2967.12 10000 -72.987 -72.987 -19.5506
1.475e-05 4078.36 2996.97 2941.77 10000 -73.0219 -73.0219 -15.4547
1.476e-05 4039.13 4164.99 2913.47 10000 -72.9797 -72.9797 -11.3959
1.477e-05 3995.91 5331.71 2882.3 10000 -72.8602 -72.8602 -7.37841
1.478e-05 3948.82 6495.89 2848.33 10000 -72.6633 -72.6633 -3.40604
1.479e-05 3897.95 7656.31 2811.64 10000 -72.389 -72.389 0.517351
1.48e-05 3843.41 8811.72 2772.3 10000 -72.0374 -72.0374 4.38803
1.481e-05 3785.31 9960.89 2730.39 10000 -71.6088 -71.6088 8.2024
1.482e-05 3723.76 11102.6 2685.99 10000 -71.1034 -71.1034 11.9569
1.483e-05 3658.88 12235.6 2639.19 10000 -70.5215 -70.5215 15.6483
1.484e-05 3590.79 13358.7 2590.08 10000 -69.8637 -69.8637 19.2731
1.485e-05 3519.61 14470.6 2538.73 10000 -69.1305 -69.1305 22.8283
1.486e-05 3445.47 15570.2 2485.25 10000 -68.3225 -68.3225 26.3108
1.487e-05 3368.49 16656.4 2429.73 10000 -67.4403 -67.4403 29.7178
1.488e-05 3288.81 17727.8 2372.25 10000 -66.4848 -66.4848 33.0465
1.489e-05 3206.55 18783.3 2312.92 10000 -65.4568 -65.4568 36.2941
1.49e-05 3121.86 19821.8 2251.83 10000 -64.3573 -64.3573 39.4583
1.491e-05 3034.86 20842.2 2189.08 10000 -63.1872 -63.1872 42.5367
1.492e-05 2945.7 21843.2 2124.76 10000 -61.9478 -61.9478 45.527
1.493e-05 2854.51 22823.9 2058.99 10000 -60.6402 -60.6402 48.4271
1.494e-05 2761.43 23783.2 1991.85 10000 -59.2656 -59.2656 51.235
1.495e-05 2666.61 24719.9 1923.46 10000 -57.8254 -57.8254 53.9491
1.496e-05 2570.18 25633.1 1853.9 10000 -56.321 -56.321 56.5675
1.497e-05 2472.3 26521.7 1783.3 10000 -54.7539 -54.7539 59.0887
1.498e-05 2373.09 27384.7 1711.74 10000 -53.1256 -53.1256 61.5114
1.499e-05 2272.7 28221.2 1639.33 10000 -51.4377 -51.4377 63.8343
1.5e-05 2171.29 29030.3 1566.17 10000 -49.692 -49.692 66.0563
1.501e-05 2068.98 29810.9 1492.38 10000 -47.8902 -47.8902 68.1764
1.502e-05 1965.92 30562.3 1418.04 10000 -46.0342 -46.0342 70.1939
1.503e-05 1862.25 31283.6 1343.26 10000 -44.1257 -44.1257 72.1079
1.504e-05 1758.11 31973.9 1268.15 10000 -42.1668 -42.1668 73.9181
1.505e-05 1653.65 32632.5 1192.8 10000 -40.1595 -40.1595 75.624
1.506e-05 1549 33258.7 1117.31 10000 -38.1058 -38.1058 77.2253
1.507e-05 1444.3 33851.6 1041.79 10000 -36.0078 -36.0078 78.722
1.508e-05 1339.68 34410.6 966.325 10000 -33.8678 -33.8678 80.114
1.509e-05 1235.28 34935 891.02 10000 -31.6879 -31.6879 81.4014
1.51e-05 1131.23 35424.3 815.967 10000 -29.4704 -29.4704 82.5847
1.511e-05 1027.66 35877.8 741.261 10000 -27.2176 -27.2176 83.6641
1.512e-05 924.697 36295 666.995 10000 -24.9319 -24.9319 84.6403
1.513e-05 822.472 36675.4 593.258 10000 -22.6157 -22.6157 85.5139
1.514e-05 721.105 37018.5 520.141 10000 -20.2713 -20.2713 86.2857
1.515e-05 620.716 37323.9 447.73 10000 -17.9013 -17.9013 86.9566
1.516e-05 521.425 37591.1 376.11 10000 -15.5081 -15.5081 87.5277
1.517e-05 423.346 37819.9 305.364 10000 -13.0943 -13.0943 88.0001
1.518e-05 326.59 38010 235.573 10000 -10.6625 -10.6625 88.375
1.519e-05 231.267 38161 166.816 10000 -8.2151 -8.2151 88.6539
1.52e-05 137.483 38272.8 99.1679 10000 -5.75485 -5.75485 88.8383
1.521e-05 45.3387 38345.1 32.7033 10000 -3.28433 -3.28433 88.9297
1.522e-05 -45.0663 38377.8 -32.5069 10000 -0.806156 -0.806156 88.9299
1.523e-05 -133.637 38370.9 -96.3942 10000 1.67702 1.67702 88.8405
1.524e-05 -220.283 38324.1 -158.893 10000 4.16254 4.16254 88.6636
1.525e-05 -304.917 38237.7 -219.94 10000 6.64775 6.64775 88.401
1.526e-05 -387.454 38111.4 -279.475 10000 9.12998 9.12998 88.0548
1.527e-05 -467.817 37945.5 -337.441 10000 11.6066 11.6066 87.6271
1.528e-05 -545.928 37740.1 -393.784 10000 14.0749 14.0749 87.1203
1.529e-05 -621.718 37495.2 -448.452 10000 16.5322 16.5322 86.5364
1.53e-05 -695.119 37211.2 -501.397 10000 18.9759 18.9759 85.878
1.531e-05 -766.069 36888.1 -552.574 10000 21.4034 21.4034 85.1474
1.532e-05 -834.509 36526.4 -601.941 10000 23.812 23.812 84.3471
1.533e-05 -900.385 36126.3 -649.458 10000 26.1991 26.1991 83.4797
1.534e-05 -963.649 35688.2 -695.091 10000 28.5622 28.5622 82.5477
1.535e-05 -1024.25 35212.5 -738.807 10000 30.8986 30.8986 81.5537
1.536e-05 -1082.16 34699.7 -780.576 10000 33.2059 33.2059 80.5005
1.537e-05 -1137.34 34150.2 -820.373 10000 35.4815 35.4815 79.3908
1.538e-05 -1189.74 33564.6 -858.175 10000 37.7229 37.7229 78.2272
1.539e-05 -1239.36 32943.4 -893.963 10000 39.9277 39.9277 77.0127
1.54e-05 -1286.16 32287.2 -927.72 10000 42.0935 42.0935 75.7499
1.541e-05 -1330.12 31596.7 -959.434 10000 44.218 44.218 74.4418
1.542e-05 -1371.25 30872.6 -989.095 10000 46.2987 46.2987 73.0911
1.543e-05 -1409.51 30115.5 -1016.7 10000 48.3334 48.3334 71.7007
1.544e-05 -1444.92 29326.3 -1042.24 10000 50.3199 50.3199 70.2735
1.545e-05 -1477.47 28505.7 -1065.71 10000 52.256 52.256 68.8123
1.546e-05 -1507.16 27654.5 -1087.13 10000 54.1395 54.1395 67.32
1.547e-05 -1534.01 26773.7 -1106.5 10000 55.9684 55.9684 65.7994
1.548e-05 -1558.03 25864 -1123.82 10000 57.7407 57.7407 64.2534
1.549e-05 -1579.23 24926.4 -1139.12 10000 59.4543 59.4543 62.6848
1.55e-05 -1597.64 23961.9 -1152.39 10000 61.1074 61.1074 61.0963
1.551e-05 -1613.28 22971.5 -1163.68 10000 62.6982 62.6982 59.4909
1.552e-05 -1626.19 21956.1 -1172.99 10000 64.2249 64.2249 57.8711
1.553e-05 -1636.39 20916.8 -1180.35 10000 65.6857 65.6857 56.2398
1.554e-05 -1643.93 19854.7 -1185.78 10000 67.0791 67.0791 54.5997
1.555e-05 -1648.84 18770.8 -1189.33 10000 68.4034 68.4034 52.9533
1.556e-05 -1651.18 17666.3 -1191.01 10000 69.6572 69.6572 51.3033
1.557e-05 -1650.98 16542.4 -1190.87 10000 70.8391 70.8391 49.6522
1.558e-05 -1648.31 15400.1 -1188.95 10000 71.9477 71.9477 48.0026
1.559e-05 -1643.22 14240.6 -1185.28 10000 72.9818 72.9818 46.3568
1.56e-05 -1635.77 13065.3 -1179.9 10000 73.9402 73.9402 44.7173
1.561e-05 -1626.02 11875.2 -1172.87 10000 74.8218 74.8218 43.0864
1.562e-05 -1614.04 10671.6 -1164.22 10000 75.6255 75.6255 41.4664
1.563e-05 -1599.89 9455.79 -1154.02 10000 76.3505 76.3505 39.8594
1.564e-05 -1583.65 8229.02 -1142.3 10000 76.9959 76.9959 38.2676
1.565e-05 -1565.39 6992.56 -1129.13 10000 77.561 77.561 36.6931
1.566e-05 -1545.18 5747.71 -1114.56 10000 78.045 78.045 35.1378
1.567e-05 -1523.11 4495.77 -1098.64 10000 78.4473 78.4473 33.6037
1.568e-05 -1499.26 3238.06 -1081.43 10000 78.7675 78.7675 32.0925
1.569e-05 -1473.71 1975.87 -1063 10000 79.0052 79.0052 30.606
1.57e-05 -1446.54 710.552 -1043.41 10000 79.16 79.16 29.1459
1.571e-05 -1417.85 -556.582 -1022.71 10000 79.2317 79.2317 27.7137
1.572e-05 -1387.71 -1824.2 -1000.97 10000 79.2202 79.2202 26.3109
1.573e-05 -1356.23 -3090.96 -978.263 10000 79.1254 79.1254 24.939
1.574e-05 -1323.49 -4355.54 -954.647 10000 78.9473 78.9473 23.5991
1.575e-05 -1289.58 -5616.61 -930.191 10000 78.6861 78.6861 22.2926
1.576e-05 -1254.61 -6872.83 -904.962 10000 78.3419 78.3419 21.0205
1.577e-05 -1218.65 -8122.89 -879.029 10000 77.9152 77.9152 19.7838
1.578e-05 -1181.82 -9365.46 -852.46 10000 77.4062 77.4062 18.5836
1.579e-05 -1144.2 -10599.2 -825.325 10000 76.8155 76.8155 17.4206
1.58e-05 -1105.89 -11822.9 -797.693 10000 76.1437 76.1437 16.2955
1.581e-05 -1066.99 -13035.2 -769.634 10000 75.3914 75.3914 15.2091
1.582e-05 -1027.6 -14234.8 -741.218 10000 74.5594 74.5594 14.1618
1.583e-05 -987.804 -15420.5 -712.514 10000 73.6485 73.6485 13.1541
1.584e-05 -947.707 -16590.9 -683.592 10000 72.6596 72.6596 12.1863
1.585e-05 -907.404 -17745 -654.521 10000 71.5938 71.5938 11.2588
1.586e-05 -866.99 -18881.3 -625.37 10000 70.4521 70.4521 10.3716
1.587e-05 -826.559 -19998.8 -596.206 10000 69.2357 69.2357 9.52482
1.588e-05 -786.205 -21096.3 -567.099 10000 67.9459 67.9459 8.71844
1.589e-05 -746.022 -22172.5 -538.114 10000 66.584 66.584 7.95232
1.59e-05 -706.1 -23226.4 -509.318 10000 65.1514 65.1514 7.22626
1.591e-05 -666.53 -24256.8 -480.776 10000 63.6496 63.6496 6.53995
1.592e-05 -627.401 -25262.6 -452.552 10000 62.0803 62.0803 5.89298
1.593e-05 -588.801 -26242.8 -424.709 10000 60.445 60.445 5.28488
1.594e-05 -550.814 -27196.4 -397.308 10000 58.7454 58.7454 4.71507
1.595e-05 -513.525 -28122.2 -370.411 10000 56.9834 56.9834 4.1829
1.596e-05 -477.014 -29019.4 -344.076 10000 55.1608 55.1608 3.68763
1.597e-05 -441.363 -29886.9 -318.36 10000 53.2795 53.2795 3.22844
1.598e-05 -406.647 -30723.8 -293.319 10000 51.3415 51.3415 2.80444
1.599e-05 -372.942 -31529.4 -269.007 10000 49.3489 49.3489 2.41465
1.6e-05 -340.32 -32302.6 -245.477 10000 47.3037 47.3037 2.05801
1.601e-05 -308.851 -33042.7 -222.778 10000 45.2082 45.2082 1.73343
1.602e-05 -278.601 -33748.9 -200.958 10000 43.0645 43.0645 1.4397
1.603e-05 -249.636 -34420.4 -180.065 10000 40.8749 40.8749 1.17558
1.604e-05 -222.015 -35056.5 -160.142 10000 38.6417 38.6417 0.939758
1.605e-05 -195.798 -35656.6 -141.232 10000 36.3674 36.3674 0.730851
1.606e-05 -171.039 -36220 -123.373 10000 34.0543 34.0543 0.547432
1.607e-05 -147.791 -36746 -106.603 10000 31.7049 31.7049 0.388017
1.608e-05 -126.101 -37234.2 -90.9578 10000 29.3217 29.3217 0.251071
1.609e-05 -106.014 -37684.1 -76.4694 10000 26.9072 26.9072 0.135014
1.61e-05 -87.5736 -38095 -63.1679 10000 24.4641 24.4641 0.03822
1.611e-05 -70.8166 -38466.7 -51.0808 10000 21.9948 21.9948 -0.0409751
1.612e-05 -55.7779 -38798.7 -40.2332 10000 19.502 19.502 -0.104272
1.613e-05 -42.4886 -39090.6 -30.6475 10000 16.9885 16.9885 -0.153406
1.614e-05 -30.9759 -39342.2 -22.3433 10000 14.4568 14.4568 -0.190138
1.615e-05 -21.2635 -39553.1 -15.3376 10000 11.9096 11.9096 -0.216258
1.616e-05 -13.3712 -39723.2 -9.64483 10000 9.3498 9.3498 -0.233575
1.617e-05 -7.31521 -39852.2 -5.27654 10000 6.77997 6.77997 -0.243918
1.618e-05 -3.10765 -39940.1 -2.24159 10000 4.20289 4.20289 -0.24913
1.619e-05 -0.757025 -39986.7 -0.546051 10000 1.62132 1.62132 -0.251062
1.62e-05 -0.267919 -39992 -0.193253 10000 -0.961997 -0.961997 -0.251574
1.621e-05 -1.64109 -39955.9 -1.18374 10000 -3.5443 -3.5443 -0.252529
1.622e-05 -4.87343 -39878.6 -3.51526 10000 -6.12283 -6.12283 -0.255786
1.623e-05 -9.95801 -39760 -7.18283 10000 -8.69483 -8.69483 -0.263202
1.624e-05 -16.8841 -39600.4 -12.1787 10000 -11.2576 -11.2576 -0.276623
1.625e-05 -25.637 -39399.9 -18.4922 10000 -13.8083 -13.8083 -0.297883
1.626e-05 -36.1984 -39158.7 -26.1103 10000 -16.3444 -16.3444 -0.328801
1.627e-05 -48.5461 -38877 -35.0168 10000 -18.863 -18.863 -0.371173
1.628e-05 -62.6543 -38555.2 -45.1932 10000 -21.3615 -21.3615 -0.426774
1.629e-05 -78.4934 -38193.6 -56.6182 10000 -23.8372 -23.8372 -0.497347
1.63e-05 -96.0301 -37792.6 -69.2676 10000 -26.2875 -26.2875 -0.584609
1.631e-05 -115.228 -37352.6 -83.1151 10000 -28.7098 -28.7098 -0.690238
1.632e-05 -136.046 -36874.1 -98.1315 10000 -31.1015 -31.1015 -0.815875
1.633e-05 -158.441 -36357.7 -114.285 10000 -33.46 -33.46 -0.963118
1.634e-05 -182.366 -35803.7 -131.542 10000 -35.7829 -35.7829 -1.13352
1.635e-05 -207.769 -35212.9 -149.866 10000 -38.0677 -38.0677 -1.32859
1.636e-05 -234.598 -34585.9 -169.218 10000 -40.3119 -40.3119 -1.54977
1.637e-05 -262.795 -33923.3 -189.557 10000 -42.5132 -42.5132 -1.79847
1.638e-05 -292.301 -33225.8 -210.84 10000 -44.6692 -44.6692 -2.07602
1.639e-05 -323.052 -32494.2 -233.021 10000 -46.7777 -46.7777 -2.38369
1.64e-05 -354.982 -31729.3 -256.053 10000 -48.8363 -48.8363 -2.72271
1.641e-05 -388.024 -30931.9 -279.886 10000 -50.843 -50.843 -3.09421
