t 1 2 3 4 jK0100 jL0203 jL1
3.34e-06 -1769.33 -31341.4 -1276.24 10000 24.5871 24.5871 -161.533
3.35e-06 -1589.93 -31719.1 -1146.84 10000 22.6285 22.6285 -163.213
3.36e-06 -1410.37 -32065.3 -1017.31 10000 20.6382 20.6382 -164.713
3.37e-06 -1230.84 -32379.3 -887.815 10000 18.6181 18.6181 -166.033
3.38e-06 -1051.54 -32660.8 -758.488 10000 16.5705 16.5705 -167.175
3.39e-06 -872.68 -32909.4 -629.474 10000 14.4974 14.4974 -168.137
3.4e-06 -694.45 -33124.6 -500.915 10000 12.4009 12.4009 -168.92
3.41e-06 -517.046 -33306 -372.951 10000 10.2834 10.2834 -169.526
3.42e-06 -340.658 -33453.5 -245.721 10000 8.14707 8.14707 -169.955
3.43e-06 -165.477 -33566.6 -119.36 10000 5.99409 5.99409 -170.208
3.44e-06 8.31271 -33645.2 5.99605 10000 3.82679 3.82679 -170.287
3.45e-06 180.526 -33689 130.216 10000 1.64747 1.64747 -170.192
3.46e-06 350.984 -33697.8 253.169 10000 -0.541529 -0.541529 -169.926
3.47e-06 519.511 -33671.6 374.729 10000 -2.73787 -2.73787 -169.491
3.48e-06 685.932 -33610.2 494.77 10000 -4.93917 -4.93917 -168.888
3.49e-06 850.078 -33513.5 613.171 10000 -7.14308 -7.14308 -168.12
3.5e-06 1011.79 -33381.6 729.813 10000 -9.34719 -9.34719 -167.189
3.51e-06 1170.89 -33214.4 844.579 10000 -11.5491 -11.5491 -166.098
3.52e-06 1327.24 -33012.1 957.356 10000 -13.7465 -13.7465 -164.849
3.53e-06 1480.69 -32774.6 1068.04 10000 -15.9368 -15.9368 -163.445
3.54e-06 1631.07 -32502.2 1176.51 10000 -18.1178 -18.1178 -161.889
3.55e-06 1778.26 -32194.9 1282.68 10000 -20.2869 -20.2869 -160.185
3.56e-06 1922.11 -31853.1 1386.44 10000 -22.4419 -22.4419 -158.334
3.57e-06 2062.49 -31476.9 1487.69 10000 -24.5803 -24.5803 -156.342
3.58e-06 2199.27 -31066.7 1586.36 10000 -26.6998 -26.6998 -154.211
3.59e-06 2332.33 -30622.7 1682.34 10000 -28.798 -28.798 -151.945
3.6e-06 2461.56 -30145.3 1775.55 10000 -30.8725 -30.8725 -149.548
3.61e-06 2586.84 -29635 1865.91 10000 -32.9211 -32.9211 -147.024
3.62e-06 2708.06 -29092.1 1953.36 10000 -34.9413 -34.9413 -144.377
3.63e-06 2825.13 -28517.1 2037.8 10000 -36.931 -36.931 -141.61
3.64e-06 2937.96 -27910.5 2119.18 10000 -38.8879 -38.8879 -138.729
3.65e-06 3046.45 -27273 2197.44 10000 -40.8098 -40.8098 -135.736
3.66e-06 3150.52 -26604.9 2272.5 10000 -42.6945 -42.6945 -132.638
3.67e-06 3250.09 -25907.1 2344.33 10000 -44.5397 -44.5397 -129.438
3.68e-06 3345.11 -25180 2412.86 10000 -46.3435 -46.3435 -126.14
3.69e-06 3435.49 -24424.4 2478.06 10000 -48.1038 -48.1038 -122.75
3.7e-06 3521.18 -23641 2539.87 10000 -49.8184 -49.8184 -119.271
3.71e-06 3602.14 -22830.6 2598.26 10000 -51.4854 -51.4854 -115.71
3.72e-06 3678.31 -21993.9 2653.2 10000 -53.1028 -53.1028 -112.07
3.73e-06 3749.65 -21131.7 2704.67 10000 -54.6689 -54.6689 -108.356
3.74e-06 3816.14 -20244.9 2752.62 10000 -56.1816 -56.1816 -104.573
3.75e-06 3877.74 -19334.3 2797.05 10000 -57.6393 -57.6393 -100.726
3.76e-06 3934.43 -18400.9 2837.95 10000 -59.0402 -59.0402 -96.8197
3.77e-06 3986.2 -17445.5 2875.29 10000 -60.3826 -60.3826 -92.8594
3.78e-06 4033.03 -16469.2 2909.07 10000 -61.6649 -61.6649 -88.8498
3.79e-06 4074.94 -15472.7 2939.3 10000 -62.8855 -62.8855 -84.7958
3.8e-06 4111.91 -14457.3 2965.97 10000 -64.043 -64.043 -80.7023
3.81e-06 4143.96 -13423.9 2989.08 10000 -65.1359 -65.1359 -76.5744
3.82e-06 4171.1 -12373.5 3008.66 10000 -66.1629 -66.1629 -72.4169
3.83e-06 4193.35 -11307.2 3024.71 10000 -67.1227 -67.1227 -68.2347
3.84e-06 4210.75 -10226.1 3037.26 10000 -68.014 -68.014 -64.0326
3.85e-06 4223.32 -9131.32 3046.33 10000 -68.8358 -68.8358 -59.8156
3.86e-06 4231.1 -8023.94 3051.94 10000 -69.5869 -69.5869 -55.5884
3.87e-06 4234.13 -6905.11 3054.13 10000 -70.2663 -70.2663 -51.3558
3.88e-06 4232.47 -5776 3052.93 10000 -70.8732 -70.8732 -47.1225
3.89e-06 4226.16 -4637.76 3048.38 10000 -71.4066 -71.4066 -42.8931
3.9e-06 4215.27 -3491.58 3040.52 10000 -71.8659 -71.8659 -38.6724
3.91e-06 4199.86 -2338.65 3029.41 10000 -72.2503 -72.2503 -34.4649
3.92e-06 4180.01 -1180.17 3015.09 10000 -72.5592 -72.5592 -30.2749
3.93e-06 4155.78 -17.3639 2997.61 10000 -72.7921 -72.7921 -26.107
3.94e-06 4127.25 1148.56 2977.03 10000 -72.9485 -72.9485 -21.9655
3.95e-06 4094.51 2316.37 2953.42 10000 -73.0281 -73.0281 -17.8546
3.96e-06 4057.65 3484.84 2926.83 10000 -73.0307 -73.0307 -13.7785
3.97e-06 4016.76 4652.74 2897.34 10000 -72.956 -72.956 -9.74134
3.98e-06 3971.94 5818.82 2865 10000 -72.8039 -72.8039 -5.74699
3.99e-06 3923.28 6981.84 2829.91 10000 -72.5743 -72.5743 -1.79938
4e-06 3870.89 8140.58 2792.12 10000 -72.2675 -72.2675 2.0977
4.01e-06 3814.88 9293.78 2751.72 10000 -71.8834 -71.8834 5.94059
4.02e-06 3755.37 10440.2 2708.79 10000 -71.4224 -71.4224 9.72571
4.03e-06 3692.46 11578.7 2663.41 10000 -70.8847 -70.8847 13.4496
4.04e-06 3626.27 12707.9 2615.67 10000 -70.2707 -70.2707 17.109
4.05e-06 3556.92 13826.7 2565.65 10000 -69.581 -69.581 20.7006
4.06e-06 3484.55 14933.9 2513.45 10000 -68.8161 -68.8161 24.2213
4.07e-06 3409.27 16028.3 2459.15 10000 -67.9766 -67.9766 27.6682
4.08e-06 3331.21 17108.6 2402.84 10000 -67.0633 -67.0633 31.0385
4.09e-06 3250.51 18173.7 2344.63 10000 -66.077 -66.077 34.3293
4.1e-06 3167.3 19222.5 2284.61 10000 -65.0187 -65.0187 37.5382
4.11e-06 3081.71 20253.7 2222.87 10000 -63.8892 -63.8892 40.6627
4.12e-06 2993.87 21266.4 2159.51 10000 -62.6896 -62.6896 43.7005
4.13e-06 2903.94 22259.2 2094.64 10000 -61.4211 -61.4211 46.6494
4.14e-06 2812.04 23231.3 2028.35 10000 -60.0849 -60.0849 49.5074
4.15e-06 2718.31 24181.4 1960.75 10000 -58.6823 -58.6823 52.2726
4.16e-06 2622.91 25108.6 1891.93 10000 -57.2147 -57.2147 54.9432
4.17e-06 2525.96 26011.8 1822 10000 -55.6834 -55.6834 57.5176
4.18e-06 2427.61 26890 1751.06 10000 -54.0901 -54.0901 59.9944
4.19e-06 2328.01 27742.2 1679.22 10000 -52.4363 -52.4363 62.3722
4.2e-06 2227.29 28567.5 1606.57 10000 -50.7236 -50.7236 64.6499
4.21e-06 2125.6 29364.9 1533.22 10000 -48.9538 -48.9538 66.8263
4.22e-06 2023.09 30133.5 1459.28 10000 -47.1286 -47.1286 68.9007
4.23e-06 1919.89 30872.6 1384.84 10000 -45.2499 -45.2499 70.8722
4.24e-06 1816.14 31581.1 1310 10000 -43.3197 -43.3197 72.7402
4.25e-06 1711.98 32258.4 1234.87 10000 -41.3399 -41.3399 74.5042
4.26e-06 1607.56 32903.6 1159.55 10000 -39.3125 -39.3125 76.164
4.27e-06 1503.01 33516 1084.14 10000 -37.2395 -37.2395 77.7193
4.28e-06 1398.47 34094.9 1008.73 10000 -35.1233 -35.1233 79.17
4.29e-06 1294.07 34639.7 933.425 10000 -32.9659 -32.9659 80.5163
4.3e-06 1189.94 35149.5 858.319 10000 -30.7695 -30.7695 81.7583
4.31e-06 1086.23 35624 783.507 10000 -28.5365 -28.5365 82.8964
4.32e-06 983.046 36062.4 709.082 10000 -26.2693 -26.2693 83.931
4.33e-06 880.53 36464.4 635.136 10000 -23.97 -23.97 84.8628
4.34e-06 778.802 36829.2 561.759 10000 -21.6413 -21.6413 85.6925
4.35e-06 677.985 37156.7 489.039 10000 -19.2855 -19.2855 86.4209
4.36e-06 578.198 37446.2 417.061 10000 -16.905 -16.905 87.049
4.37e-06 479.557 37697.4 345.91 10000 -14.5025 -14.5025 87.5778
4.38e-06 382.177 37910.1 275.668 10000 -12.0804 -12.0804 88.0087
4.39e-06 286.167 38083.9 206.415 10000 -9.64138 -9.64138 88.3429
4.4e-06 191.635 38218.5 138.229 10000 -7.18791 -7.18791 88.5818
4.41e-06 98.685 38313.8 71.1826 10000 -4.72266 -4.72266 88.7269
4.42e-06 7.41749 38369.6 5.35032 10000 -2.24823 -2.24823 88.78
4.43e-06 -82.0707 38385.7 -59.1986 10000 0.23273 0.23273 88.7427
4.44e-06 -169.686 38362.1 -122.397 10000 2.71758 2.71758 88.6168
4.45e-06 -255.34 38298.7 -184.18 10000 5.20365 5.20365 88.4043
4.46e-06 -338.946 38195.6 -244.486 10000 7.68829 7.68829 88.1071
4.47e-06 -420.423 38052.7 -303.256 10000 10.1688 10.1688 87.7274
4.48e-06 -499.694 37870.2 -360.435 10000 12.6426 12.6426 87.2674
4.49e-06 -576.684 37648.2 -415.969 10000 15.107 15.107 86.7292
4.5e-06 -651.325 37386.9 -469.808 10000 17.5592 17.5592 86.1152
4.51e-06 -723.551 37086.5 -521.906 10000 19.9968 19.9968 85.4277
4.52e-06 -793.303 36747.2 -572.219 10000 22.417 22.417 84.6693
4.53e-06 -860.524 36369.3 -620.706 10000 24.8172 24.8172 83.8424
4.54e-06 -925.161 35953.2 -667.329 10000 27.1948 27.1948 82.9496
4.55e-06 -987.168 35499.2 -712.056 10000 29.5473 29.5473 81.9934
4.56e-06 -1046.5 35007.9 -754.854 10000 31.8721 31.8721 80.9766
4.57e-06 -1103.12 34479.6 -795.696 10000 34.1667 34.1667 79.9017
4.58e-06 -1157 33914.8 -834.557 10000 36.4285 36.4285 78.7717
4.59e-06 -1208.1 33314.2 -871.417 10000 38.6551 38.6551 77.5891
4.6e-06 -1256.4 32678.2 -906.257 10000 40.8441 40.8441 76.3569
4.61e-06 -1301.88 32007.5 -939.063 10000 42.9931 42.9931 75.0777
4.62e-06 -1344.53 31302.7 -969.824 10000 45.0997 45.0997 73.7545
4.63e-06 -1384.33 30564.6 -998.53 10000 47.1616 47.1616 72.3901
4.64e-06 -1421.27 29793.9 -1025.18 10000 49.1766 49.1766 70.9873
4.65e-06 -1455.36 28991.4 -1049.77 10000 51.1424 51.1424 69.549
4.66e-06 -1486.59 28157.8 -1072.3 10000 53.0568 53.0568 68.078
4.67e-06 -1514.98 27294 -1092.77 10000 54.9179 54.9179 66.5772
4.68e-06 -1540.53 26400.8 -1111.2 10000 56.7234 56.7234 65.0495
4.69e-06 -1563.25 25479.3 -1127.59 10000 58.4715 58.4715 63.4976
4.7e-06 -1583.18 24530.2 -1141.97 10000 60.1601 60.1601 61.9244
4.71e-06 -1600.33 23554.7 -1154.33 10000 61.7875 61.7875 60.3326
4.72e-06 -1614.72 22553.5 -1164.72 10000 63.3517 63.3517 58.7251
4.73e-06 -1626.4 21527.9 -1173.14 10000 64.851 64.851 57.1045
4.74e-06 -1635.4 20478.8 -1179.63 10000 66.2839 66.2839 55.4736
4.75e-06 -1641.75 19407.4 -1184.21 10000 67.6486 67.6486 53.8351
4.76e-06 -1645.5 18314.6 -1186.92 10000 68.9436 68.9436 52.1914
4.77e-06 -1646.69 17201.8 -1187.78 10000 70.1675 70.1675 50.5453
4.78e-06 -1645.39 16069.9 -1186.84 10000 71.3189 71.3189 48.8993
4.79e-06 -1641.64 14920.1 -1184.13 10000 72.3964 72.3964 47.2558
4.8e-06 -1635.49 13753.8 -1179.7 10000 73.399 73.399 45.6172
4.81e-06 -1627.01 12572 -1173.58 10000 74.3253 74.3253 43.986
4.82e-06 -1616.27 11376 -1165.83 10000 75.1744 75.1744 42.3643
4.83e-06 -1603.33 10167 -1156.5 10000 75.9453 75.9453 40.7545
4.84e-06 -1588.26 8946.37 -1145.63 10000 76.637 76.637 39.1587
4.85e-06 -1571.12 7715.29 -1133.27 10000 77.2488 77.2488 37.5791
4.86e-06 -1552.01 6475.06 -1119.48 10000 77.7799 77.7799 36.0175
4.87e-06 -1530.99 5226.98 -1104.32 10000 78.2297 78.2297 34.476
4.88e-06 -1508.15 3972.36 -1087.84 10000 78.5976 78.5976 32.9564
4.89e-06 -1483.56 2712.52 -1070.11 10000 78.8833 78.8833 31.4606
4.9e-06 -1457.31 1448.76 -1051.18 10000 79.0862 79.0862 29.9901
4.91e-06 -1429.49 182.421 -1031.11 10000 79.2061 79.2061 28.5467
4.92e-06 -1400.19 -1085.17 -1009.97 10000 79.2429 79.2429 27.1319
4.93e-06 -1369.48 -2352.69 -987.823 10000 79.1964 79.1964 25.7471
4.94e-06 -1337.47 -3618.79 -964.736 10000 79.0666 79.0666 24.3936
4.95e-06 -1304.25 -4882.15 -940.772 10000 78.8536 78.8536 23.0727
4.96e-06 -1269.91 -6141.44 -916.001 10000 78.5575 78.5575 21.7856
4.97e-06 -1234.54 -7395.33 -890.49 10000 78.1786 78.1786 20.5334
4.98e-06 -1198.24 -8642.49 -864.306 10000 77.7172 77.7172 19.317
4.99e-06 -1161.11 -9881.62 -837.52 10000 77.1739 77.1739 18.1373
5e-06 -1123.23 -11111.4 -810.201 10000 76.549 76.549 16.9952
5.01e-06 -1084.72 -12330.5 -782.417 10000 75.8433 75.8433 15.8912
5.02e-06 -1045.65 -13537.7 -754.24 10000 75.0573 75.0573 14.826
5.03e-06 -1006.14 -14731.7 -725.737 10000 74.192 74.192 13.8001
5.04e-06 -966.268 -15911.3 -696.98 10000 73.2482 73.2482 12.8139
5.05e-06 -926.142 -17075.1 -668.037 10000 72.2268 72.2268 11.8677
5.06e-06 -885.855 -18221.9 -638.977 10000 71.1289 71.1289 10.9617
5.07e-06 -845.501 -19350.6 -609.869 10000 69.9557 69.9557 10.096
5.08e-06 -805.174 -20459.9 -580.781 10000 68.7082 68.7082 9.2707
5.09e-06 -764.968 -21548.7 -551.78 10000 67.3879 67.3879 8.48562
5.1e-06 -724.976 -22615.7 -522.933 10000 65.9961 65.9961 7.74065
5.11e-06 -685.287 -23660 -494.306 10000 64.5342 64.5342 7.03552
5.12e-06 -645.993 -24680.3 -465.962 10000 63.0039 63.0039 6.36988
5.13e-06 -607.18 -25675.6 -437.966 10000 61.4065 61.4065 5.74329
5.14e-06 -568.936 -26644.8 -410.38 10000 59.744 59.744 5.15524
5.15e-06 -531.344 -27586.9 -383.265 10000 58.0179 58.0179 4.6051
5.16e-06 -494.489 -28500.9 -356.68 10000 56.2302 56.2302 4.09218
5.17e-06 -458.45 -29385.8 -330.685 10000 54.3826 54.3826 3.61571
5.18e-06 -423.305 -30240.6 -305.335 10000 52.4772 52.4772 3.17483
5.19e-06 -389.132 -31064.6 -280.685 10000 50.5159 50.5159 2.76861
5.2e-06 -356.003 -31856.7 -256.789 10000 48.5009 48.5009 2.39605
5.21e-06 -323.99 -32616.2 -233.698 10000 46.4343 46.4343 2.05605
5.22e-06 -293.162 -33342.2 -211.461 10000 44.3182 44.3182 1.74747
5.23e-06 -263.583 -34034 -190.125 10000 42.1549 42.1549 1.4691
5.24e-06 -235.317 -34690.8 -169.737 10000 39.9467 39.9467 1.21965
5.25e-06 -208.423 -35312 -150.338 10000 37.6959 37.6959 0.997782
5.26e-06 -182.959 -35896.8 -131.971 10000 35.4049 35.4049 0.80209
5.27e-06 -158.978 -36444.6 -114.672 10000 33.0762 33.0762 0.631122
5.28e-06 -136.529 -36954.9 -98.4801 10000 30.7123 30.7123 0.483369
5.29e-06 -115.661 -37427.1 -83.4274 10000 28.3156 28.3156 0.357274
5.3e-06 -96.4159 -37860.8 -69.5459 10000 25.8887 25.8887 0.251235
5.31e-06 -78.8347 -38255.4 -56.8644 10000 23.4342 23.4342 0.16361
5.32e-06 -62.9538 -38610.5 -45.4093 10000 20.9547 20.9547 0.0927158
5.33e-06 -48.8059 -38925.7 -35.2043 10000 18.4529 18.4529 0.0368359
5.34e-06 -36.4206 -39200.8 -26.2706 10000 15.9314 15.9314 -0.00577733
5.35e-06 -25.8233 -39435.4 -18.6266 10000 13.3928 13.3928 -0.0368993
5.36e-06 -17.036 -39629.3 -12.2882 10000 10.84 10.84 -0.0583289
5.37e-06 -10.0767 -39782.2 -7.26842 10000 8.27564 8.27564 -0.0718852
5.38e-06 -4.95976 -39894 -3.57753 10000 5.70242 5.70242 -0.0794034
5.39e-06 -1.69571 -39964.6 -1.22314 10000 3.12312 3.12312 -0.0827312
5.4e-06 -0.291192 -39993.9 -0.21004 10000 0.540474 0.540474 -0.0837246
5.41e-06 -0.749012 -39981.9 -0.540271 10000 -2.04275 -2.04275 -0.0842447
5.42e-06 -3.06814 -39928.6 -2.21309 10000 -4.6238 -4.6238 -0.0861533
5.43e-06 -7.2437 -39834 -5.22496 10000 -7.19992 -7.19992 -0.0913092
5.44e-06 -13.267 -39698.2 -9.56962 10000 -9.76836 -9.76836 -0.101565
5.45e-06 -21.1254 -39521.5 -15.238 10000 -12.3264 -12.3264 -0.118761
5.46e-06 -30.8026 -39303.9 -22.2183 10000 -14.8713 -14.8713 -0.144725
5.47e-06 -42.2786 -39045.7 -30.496 10000 -17.4003 -17.4003 -0.181265
5.48e-06 -55.5293 -38747.2 -40.0539 10000 -19.9107 -19.9107 -0.230169
5.49e-06 -70.5272 -38408.8 -50.8721 10000 -22.4 -22.4 -0.293197
5.5e-06 -87.241 -38030.6 -62.928 10000 -24.8653 -24.8653 -0.372082
5.51e-06 -105.636 -37613.3 -76.1964 10000 -27.3041 -27.3041 -0.46852
5.52e-06 -125.673 -37157.1 -90.6497 10000 -29.7139 -29.7139 -0.584175
5.53e-06 -147.312 -36662.7 -106.258 10000 -32.0919 -32.0919 -0.720667
5.54e-06 -170.505 -36130.5 -122.987 10000 -34.4357 -34.4357 -0.879576
5.55e-06 -195.205 -35561 -140.804 10000 -36.7429 -36.7429 -1.06243
5.56e-06 -221.36 -34955 -159.669 10000 -39.0109 -39.0109 -1.27071
5.57e-06 -248.913 -34313 -179.544 10000 -41.2373 -41.2373 -1.50585
5.58e-06 -277.808 -33635.8 -200.386 10000 -43.4198 -43.4198 -1.76921
5.59e-06 -307.982 -32924 -222.151 10000 -45.556 -45.556 -2.0621
5.6e-06 -339.371 -32178.4 -244.792 10000 -47.6438 -47.6438 -2.38578
5.61e-06 -371.908 -31399.8 -268.261 10000 -49.6808 -49.6808 -2.74142
5.62e-06 -405.523 -30589 -292.508 10000 -51.665 -51.665 -3.13014
5.63e-06 -440.144 -29746.9 -317.481 10000 -53.5941 -53.5941 -3.55297
5.64e-06 -475.695 -28874.4 -343.124 10000 -55.4663 -55.4663 -4.01089
5.65e-06 -512.1 -27972.5 -369.383 10000 -57.2794 -57.2794 -4.50479
5.66e-06 -549.278 -27042 -396.2 10000 -59.0317 -59.0317 -5.03547
5.67e-06 -587.148 -26084 -423.516 10000 -60.7212 -60.7212 -5.60369
5.68e-06 -625.626 -25099.4 -451.271 10000 -62.3462 -62.3462 -6.21007
5.69e-06 -664.626 -24089.4 -479.403 10000 -63.905 -63.905 -6.8552
5.7e-06 -704.062 -23055 -507.848 10000 -65.3958 -65.3958 -7.53955
5.71e-06 -743.844 -21997.3 -536.543 10000 -66.8173 -66.8173 -8.2635
5.72e-06 -783.882 -20917.4 -565.423 10000 -68.1679 -68.1679 -9.02736
5.73e-06 -824.084 -19816.5 -594.421 10000 -69.4461 -69.4461 -9.83134
5.74e-06 -864.357 -18695.7 -623.471 10000 -70.6508 -70.6508 -10.6756
5.75e-06 -904.608 -17556.3 -652.504 10000 -71.7805 -71.7805 -11.56
5.76e-06 -944.742 -16399.4 -681.453 10000 -72.8342 -72.8342 -12.4847
5.77e-06 -984.663 -15226.2 -710.249 10000 -73.8108 -73.8108 -13.4494
5.78e-06 -1024.28 -14038 -738.822 10000 -74.7092 -74.7092 -14.4539
5.79e-06 -1063.48 -12836.1 -767.103 10000 -75.5286 -75.5286 -15.4978
5.8e-06 -1102.19 -11621.8 -795.023 10000 -76.2681 -76.2681 -16.5806
5.81e-06 -1140.3 -10396.2 -822.512 10000 -76.9271 -76.9271 -17.7019
5.82e-06 -1177.72 -9160.75 -849.5 10000 -77.5048 -77.5048 -18.8609
5.83e-06 -1214.34 -7916.71 -875.918 10000 -78.0006 -78.0006 -20.0569
5.84e-06 -1250.08 -6665.39 -901.697 10000 -78.4142 -78.4142 -21.2891
5.85e-06 -1284.84 -5408.12 -926.768 10000 -78.7452 -78.7452 -22.5566
5.86e-06 -1318.52 -4146.21 -951.063 10000 -78.9931 -78.9931 -23.8582
5.87e-06 -1351.03 -2881 -974.515 10000 -79.1579 -79.1579 -25.193
5.88e-06 -1382.28 -1613.82 -997.056 10000 -79.2394 -79.2394 -26.5597
5.89e-06 -1412.18 -346.008 -1018.62 10000 -79.2376 -79.2376 -27.9569
5.9e-06 -1440.63 921.113 -1039.15 10000 -79.1525 -79.1525 -29.3833
5.91e-06 -1467.56 2186.21 -1058.57 10000 -78.9844 -78.9844 -30.8374
5.92e-06 -1492.86 3447.95 -1076.82 10000 -78.7335 -78.7335 -32.3176
5.93e-06 -1516.46 4705.02 -1093.84 10000 -78.4 -78.4 -33.8223
5.94e-06 -1538.28 5956.1 -1109.58 10000 -77.9845 -77.9845 -35.3496
5.95e-06 -1558.23 7199.87 -1123.97 10000 -77.4874 -77.4874 -36.8979
5.96e-06 -1576.23 8435.04 -1136.95 10000 -76.9094 -76.9094 -38.4651
5.97e-06 -1592.21 9660.33 -1148.48 10000 -76.251 -76.251 -40.0493
5.98e-06 -1606.09 10874.4 -1158.49 10000 -75.5132 -75.5132 -41.6485
5.99e-06 -1617.81 12076.1 -1166.95 10000 -74.6968 -74.6968 -43.2605
6e-06 -1627.3 13264.1 -1173.79 10000 -73.8027 -73.8027 -44.883
6.01e-06 -1634.49 14437.2 -1178.97 10000 -72.832 -72.832 -46.5139
6.02e-06 -1639.31 15594.1 -1182.45 10000 -71.7857 -71.7857 -48.1508
6.03e-06 -1641.72 16733.7 -1184.19 10000 -70.665 -70.665 -49.7913
6.04e-06 -1641.64 17854.8 -1184.14 10000 -69.4713 -69.4713 -51.433
6.05e-06 -1639.04 18956.3 -1182.26 10000 -68.2059 -68.2059 -53.0733
6.06e-06 -1633.87 20036.9 -1178.53 10000 -66.8701 -66.8701 -54.7098
6.07e-06 -1626.07 21095.5 -1172.9 10000 -65.4656 -65.4656 -56.3398
6.08e-06 -1615.61 22131.2 -1165.36 10000 -63.9938 -63.9938 -57.9606
6.09e-06 -1602.45 23142.8 -1155.87 10000 -62.4565 -62.4565 -59.5696
6.1e-06 -1586.56 24129.3 -1144.4 10000 -60.8552 -60.8552 -61.1641
6.11e-06 -1567.9 25089.7 -1130.95 10000 -59.192 -59.192 -62.7414
6.12e-06 -1546.46 26023 -1115.48 10000 -57.4684 -57.4684 -64.2986
6.13e-06 -1522.2 26928.2 -1097.98 10000 -55.6866 -55.6866 -65.8329
6.14e-06 -1495.12 27804.5 -1078.45 10000 -53.8484 -53.8484 -67.3415
6.15e-06 -1465.19 28650.9 -1056.86 10000 -51.9559 -51.9559 -68.8217
6.16e-06 -1432.42 29466.7 -1033.22 10000 -50.0112 -50.0112 -70.2705
6.17e-06 -1396.8 30250.9 -1007.53 10000 -48.0164 -48.0164 -71.6851
6.18e-06 -1358.32 31002.8 -979.775 10000 -45.9737 -45.9737 -73.0627
6.19e-06 -1317 31721.7 -949.968 10000 -43.8853 -43.8853 -74.4003
6.2e-06 -1272.84 32406.8 -918.113 10000 -41.7536 -41.7536 -75.6953
6.21e-06 -1225.85 33057.5 -884.222 10000 -39.5809 -39.5809 -76.9446
6.22e-06 -1176.06 33673.1 -848.306 10000 -37.3695 -37.3695 -78.1456
6.23e-06 -1123.48 34253 -810.382 10000 -35.1219 -35.1219 -79.2953
6.24e-06 -1068.15 34796.7 -770.47 10000 -32.8405 -32.8405 -80.3911
6.25e-06 -1010.1 35303.6 -728.593 10000 -30.5278 -30.5278 -81.4303
6.26e-06 -949.351 35773.4 -684.778 10000 -28.1863 -28.1863 -82.41
6.27e-06 -885.959 36205.4 -639.053 10000 -25.8186 -25.8186 -83.3277
6.28e-06 -819.966 36599.4 -591.451 10000 -23.4273 -23.4273 -84.1806
6.29e-06 -751.421 36954.9 -542.008 10000 -21.0148 -21.0148 -84.9663
6.3e-06 -680.378 37271.7 -490.764 10000 -18.5839 -18.5839 -85.6822
6.31e-06 -606.896 37549.5 -437.761 10000 -16.1372 -16.1372 -86.3258
6.32e-06 -531.039 37788 -383.044 10000 -13.6773 -13.6773 -86.8948
6.33e-06 -452.873 37987.1 -326.662 10000 -11.2068 -11.2068 -87.3868
6.34e-06 -372.469 38146.5 -268.666 10000 -8.7284 -8.7284 -87.7994
6.35e-06 -289.904 38266.3 -209.111 10000 -6.2448 -6.2448 -88.1306
6.36e-06 -205.258 38346.3 -148.055 10000 -3.75865 -3.75865 -88.3782
6.37e-06 -118.613 38386.6 -85.557 10000 -1.27261 -1.27261 -88.5401
6.38e-06 -30.0581 38387.1 -21.6813 10000 1.21067 1.21067 -88.6145
6.39e-06 60.3157 38347.9 43.5064 10000 3.68854 3.68854 -88.5993
6.4e-06 152.413 38269.1 109.937 10000 6.15834 6.15834 -88.493
6.41e-06 246.136 38150.9 177.54 10000 8.61744 8.61744 -88.2937
6.42e-06 341.38 37993.5 246.242 10000 11.0632 11.0632 -88
6.43e-06 438.042 37797 315.965 10000 13.4931 13.4931 -87.6102
6.44e-06 536.011 37561.8 386.631 10000 15.9046 15.9046 -87.1232
6.45e-06 635.176 37288.2 458.159 10000 18.295 18.295 -86.5376
6.46e-06 735.421 36976.6 530.467 10000 20.6618 20.6618 -85.8523
6.47e-06 836.628 36627.3 603.469 10000 23.0026 23.0026 -85.0663
6.48e-06 938.676 36240.7 677.078 10000 25.3149 25.3149 -84.1786
6.49e-06 1041.44 35817.4 751.204 10000 27.5963 27.5963 -83.1886
6.5e-06 1144.8 35357.9 825.758 10000 29.8443 29.8443 -82.0955
6.51e-06 1248.62 34862.7 900.646 10000 32.0567 32.0567 -80.8988
6.52e-06 1352.78 34332.4 975.775 10000 34.2311 34.2311 -79.5981
6.53e-06 1457.14 33767.6 1051.05 10000 36.3653 36.3653 -78.1931
6.54e-06 1561.56 33169.1 1126.37 10000 38.4571 38.4571 -76.6837
6.55e-06 1665.91 32537.4 1201.64 10000 40.5042 40.5042 -75.07
6.56e-06 1770.06 31873.3 1276.77 10000 42.5047 42.5047 -73.352
6.57e-06 1873.87 31177.6 1351.64 10000 44.4563 44.4563 -71.5301
6.58e-06 1977.19 30451.1 1426.17 10000 46.3572 46.3572 -69.6045
6.59e-06 2079.88 29694.6 1500.24 10000 48.2054 48.2054 -67.576
6.6e-06 2181.81 28909 1573.76 10000 49.9991 49.9991 -65.4452
6.61e-06 2282.83 28095.1 1646.63 10000 51.7363 51.7363 -63.2128
6.62e-06 2382.8 27253.9 1718.74 10000 53.4154 53.4154 -60.88
6.63e-06 2481.58 26386.3 1789.99 10000 55.0346 55.0346 -58.4478
6.64e-06 2579.02 25493.2 1860.28 10000 56.5925 56.5925 -55.9175
6.65e-06 2674.98 24575.8 1929.5 10000 58.0873 58.0873 -53.2905
