t 1 2 3 4 5 6 7 8 9 10 11
0.00060288 7.92768 -10 79882.4 1 -1727.04 8.39587 1 8.66756 -1797.94 10 10
0.00061544 7.23323 -10 79664.4 1 146.377 7.61733 1 7.97033 8.6745 10 10
0.000628 6.46466 -10 77088.6 1 141.294 6.77581 1 7.19854 8.36773 10 10
0.00064056 5.63824 -10 73525.4 1 -1588.74 5.88809 1 6.36844 -1654.06 10 10
0.00065312 4.77035 -10 73324.8 1 135.583 4.97089 1 5.49639 8.77931 10 10
0.00066568 3.87729 -10 70954 1 130.904 4.0406 1 4.59867 8.49695 10 10
0.00067824 2.975 -10 67674.3 1 -1461.45 3.11309 1 3.69117 -1521.63 10 10
0.0006908 2.07885 -10 67489.7 1 125.648 2.20343 1 2.78922 8.87577 10 10
0.00070336 1.20345 -10 65307.5 1 121.341 1.32576 1 1.90739 8.61589 10 10
0.00071592 0.362441 -10 62288.9 1 -1344.29 0.493103 1 1.05924 -1399.73 10 10
0.00072848 -0.431651 -10 62118.9 1 116.504 -0.282794 1 0.257254 8.96456 10 10
0.00074104 -1.16755 -10 60110.5 1 112.54 -0.991558 1 -0.48736 8.72536 10 10
0.0007536 -1.83536 -10 57332.1 1 -1236.45 -1.62432 1 -1.16477 -1287.54 10 10
0.00076616 -2.42676 -10 57175.7 1 108.087 -2.17385 1 -1.76664 9.04628 10 10
0.00077872 -2.93516 -10 55327.1 1 104.439 -2.63472 1 -2.28628 8.82612 10 10
0.00079128 -3.35607 -10 52769.8 1 -1137.19 -3.00367 1 -2.71886 -1184.28 10 10
0.00080384 -3.68764 -10 52625.8 1 100.34 -3.28004 1 -3.06178 9.12149 10 10
0.0008164 -3.93128 -10 50924.3 1 96.9823 -3.46641 1 -3.31511 8.91886 10 10
0.00082896 -4.09186 -10 48570.5 1 -1045.84 -3.56874 1 -3.48207 -1089.24 10 10
0.00084152 -4.17679 -10 48438 1 93.2102 -3.5954 1 -3.56883 9.19072 10 10
0.00085408 -4.1941 -10 46872 1 90.1194 -3.55526 1 -3.58342 9.00422 10 10
0.00086664 -4.15082 -10 44705.5 1 -961.753 -3.45605 1 -3.53406 -1001.76 10 10
0.0008792 -4.05262 -10 44583.6 1 86.6475 -3.30409 1 -3.42789 9.25444 10 10
0.00089176 -3.90425 -10 43142.1 1 83.8026 -3.10473 1 -3.27087 9.08278 10 10
0.00090432 -3.71026 -10 41148.1 1 -884.36 -2.86302 1 -3.06823 -921.245 10 10
0.00091688 -3.47531 -10 41035.8 1 80.607 -2.58409 1 -2.82505 9.31309 10 10
0.00092944 -3.20439 -10 39709.1 1 77.9886 -2.27332 1 -2.54647 9.1551 10 10
0.000942 -2.9028 -10 37873.8 1 -813.126 -1.93633 1 -2.23784 -847.136 10 10
0.00095456 -2.57607 -10 37770.5 1 75.0473 -1.5789 1 -1.90472 9.36708 10 10
0.00096712 -2.22991 -10 36549.4 1 72.6372 -1.2069 1 -1.55276 9.22165 10 10
0.00097968 -1.8701 -10 34860.1 1 -747.561 -0.826188 1 -1.18772 -778.925 10 10
0.00099224 -1.50237 -10 34765 1 69.93 -0.44254 1 -0.815285 9.41676 10 10
0.0010048 -1.13237 -10 33641 1 67.7118 -0.061529 1 -0.44106 9.28291 10 10
0.00101736 -0.765507 -10 32086.2 1 -687.214 0.31154 1 -0.0704316 -716.143 10 10
0.00102992 -0.406941 -10 31998.7 1 65.2201 0.671707 1 0.291489 9.46249 10 10
0.00104248 -0.0614613 -10 30964.2 1 63.1784 1.01442 1 0.639938 9.3393 10 10
0.00105504 0.266554 -10 29533.1 1 -631.67 1.3356 1 0.970564 -658.357 10 10
0.0010676 0.57319 -10 29452.6 1 60.8849 1.63165 1 1.27947 9.50458 10 10
0.00108016 0.855038 -10 28500.4 1 59.0057 1.89956 1 1.56328 9.3912 10 10
0.00109272 1.10923 -10 27183.2 1 -580.547 2.13686 1 1.81914 -605.171 10 10
0.00110528 1.33344 -10 27109.1 1 56.8948 2.34165 1 2.04474 9.54333 10 10
0.00111784 1.52593 -10 26232.7 1 55.1652 2.51262 1 2.23836 9.43896 10 10
0.0011304 1.68552 -10 25020.3 1 -533.492 2.64906 1 2.39882 -556.217 10 10
0.00114296 1.81158 -10 24952.1 1 53.2222 2.75079 1 2.52553 9.57898 10 10
0.00115552 1.90405 -10 24145.4 1 51.6303 2.81818 1 2.61842 9.48293 10 10
0.00116808 1.96337 -10 23029.5 1 -490.182 2.8521 1 2.67795 -511.159 10 10
0.00118064 1.99046 -10 22966.7 1 49.8419 2.85389 1 2.70505 9.6118 10 10
0.0011932 1.98671 -10 22224.3 1 48.3767 2.82531 1 2.70112 9.5234 10 10
0.00120576 1.95388 -10 21197.2 1 -450.319 2.76851 1 2.66794 -469.687 10 10
0.00121832 1.89413 -10 21139.4 1 46.7307 2.68594 1 2.60767 9.64201 10 10
0.00123088 1.80989 -10 20456.1 1 45.382 2.58033 1 2.52275 9.56064 10 10
0.00124344 1.70386 -10 19510.7 1 -413.629 2.45464 1 2.4159 -431.516 10 10
0.001256 1.57892 -10 19457.5 1 43.867 2.31194 1 2.29002 9.66982 10 10
0.00126856 1.43811 -10 18828.6 1 42.6257 2.15545 1 2.14815 9.59492 10 10
0.00128112 1.28453 -10 17958.4 1 -379.859 1.9884 1 1.99341 -396.383 10 10
0.00129368 1.12133 -10 17909.5 1 41.2313 1.81401 1 1.82896 9.69541 10 10
0.00130624 0.951627 -10 17330.6 1 40.0888 1.63544 1 1.65794 9.62648 10 10
0.0013188 0.778466 -10 16529.7 1 -348.776 1.45574 1 1.48341 -364.045 10 10
0.00133136 0.604775 -10 16484.6 1 38.8053 1.27781 1 1.30833 9.71896 10 10
0.00134392 0.433321 -10 15951.8 1 37.7537 1.10434 1 1.13547 9.65552 10 10
0.00135648 0.266674 -10 15214.7 1 -320.167 0.937809 1 0.967427 -334.282 10 10
0.00136904 0.107177 -10 15173.2 1 36.5724 0.780432 1 0.806571 9.74064 10 10
0.0013816 -0.0430817 -10 14682.8 1 35.6045 0.634145 1 0.65501 9.68225 10 10
0.00139416 -0.182288 -10 14004.3 1 -293.835 0.500592 1 0.51458 -306.887 10 10
0.00140672 -0.308916 -10 13966.1 1 34.5172 0.381111 1 0.386827 9.7606 10 10
0.00141928 -0.421735 -10 13514.8 1 33.6264 0.276734 1 0.273003 9.70685 10 10
0.00143184 -0.519809 -10 12890.3 1 -269.598 0.188188 1 0.174056 -281.672 10 10
0.0014444 -0.602498 -10 12855.1 1 32.6256 0.115902 1 0.0906413 9.77897 10 10
0.00145696 -0.669445 -10 12439.7 1 31.8057 0.0600202 1 0.0231251 9.7295 10 10
0.00146952 -0.720563 -10 11864.9 1 -247.291 0.020418 1 -0.0284017 -258.464 10 10
0.00148208 -0.756022 -10 11832.6 1 30.8845 -0.00327636 1 -0.0641058 9.79587 10 10
0.00149464 -0.77622 -10 11450.2 1 30.1298 -0.0116598 1 -0.0843916 9.75034 10 10
0.0015072 -0.781771 -10 10921.1 1 -226.758 -0.00552894 1 -0.0898783 -237.103 10 10
0.00151976 -0.773472 -10 10891.4 1 29.282 0.0141456 1 -0.0813757 9.81143 10 10
0.00153232 -0.752286 -10 10539.4 1 28.5874 0.0462462 1 -0.0598582 9.76953 10 10
0.00154488 -0.71931 -10 10052.4 1 -207.86 0.0895351 1 -0.0264388 -217.442 10 10
0.00155744 -0.675753 -10 10025.1 1 27.807 0.142681 1 0.0176566 9.82575 10 10
0.00157 -0.622909 -10 9701.11 1 27.1677 0.204284 1 0.0711158 9.78718 10 10
0.00158256 -0.562135 -10 9252.9 1 -190.466 0.272904 1 0.132564 -199.346 10 10
0.00159512 -0.494827 -10 9227.71 1 26.4494 0.347077 1 0.200591 9.83893 10 10
0.00160768 -0.422393 -10 8929.55 1 25.861 0.425348 1 0.27377 9.80344 10 10
0.00162024 -0.346239 -10 8517.01 1 -174.456 0.506283 1 0.350683 -182.69 10 10
0.0016328 -0.26774 -10 8493.82 1 25.1999 0.588494 1 0.429938 9.85106 10 10
0.00164536 -0.18823 -10 8219.39 1 24.6583 0.670653 1 0.510191 9.8184 10 10
0.00165792 -0.108979 -10 7839.67 1 -159.721 0.751512 1 0.590161 -167.36 10 10
0.00167048 -0.0311799 -10 7818.33 1 24.0498 0.829914 1 0.668646 9.86223 10 10
0.00168304 0.0440632 -10 7565.75 1 23.5513 0.904804 1 0.744535 9.83216 10 10
0.0016956 0.115749 -10 7216.25 1 -146.158 0.975242 1 0.816819 -153.249 10 10
0.00170816 0.182988 -10 7196.61 1 22.9912 1.04041 1 0.884605 9.87251 10 10
0.00172072 0.245007 -10 6964.13 1 22.5324 1.09961 1 0.947114 9.84484 10 10
0.00173328 0.301158 -10 6642.44 1 -133.674 1.15229 1 1.0037 -140.262 10 10
0.00174584 0.350917 -10 6624.37 1 22.0169 1.19801 1 1.05383 9.88197 10 10
0.0017584 0.393888 -10 6410.39 1 21.5946 1.23647 1 1.09711 9.8565 10 10
0.00177096 0.429803 -10 6114.29 1 -122.184 1.2675 1 1.13327 -128.308 10 10
0.00178352 0.458515 -10 6097.66 1 21.1201 1.29106 1 1.16217 9.89068 10 10
0.00179608 0.479997 -10 5900.72 1 20.7314 1.3072 1 1.18378 9.86724 10 10
0.00180864 0.494333 -10 5628.18 1 -111.609 1.3161 1 1.19819 -117.306 10 10
0.0018212 0.501716 -10 5612.88 1 20.2947 1.31806 1 1.20559 9.89869 10 10
0.00183376 0.502431 -10 5431.61 1 19.937 1.31343 1 1.20627 9.87712 10 10
0.00184632 0.496852 -10 5180.76 1 -101.875 1.30267 1 1.2006 -107.179 10 10
0.00185888 0.48543 -10 5166.68 1 19.535 1.28629 1 1.18905 9.90607 10 10
0.00187144 0.468677 -10 4999.84 1 19.2057 1.26489 1 1.17213 9.88621 10 10
0.001884 0.447162 -10 4768.94 1 -92.9155 1.23907 1 1.1504 -97.8586 10 10
0.00189656 0.421494 -10 4755.99 1 18.8357 1.20949 1 1.1245 9.91286 10 10
0.00190912 0.392311 -10 4602.43 1 18.5327 1.17683 1 1.09505 9.89458 10 10
0.00192168 0.360269 -10 4389.9 1 -84.6693 1.14178 1 1.06272 -89.2796 10 10
0.00193424 0.326031 -10 4377.98 1 18.1921 1.10501 1 1.02818 9.91911 10 10
0.0019468 0.290256 -10 4236.64 1 17.9132 1.0672 1 0.992095 9.90229 10 10
0.00195936 0.253588 -10 4041.03 1 -77.0794 1.029 1 0.955109 -81.3833 10 10
0.00197192 0.216647 -10 4030.06 1 17.5997 0.991006 1 0.91785 9.92486 10 10
0.00198448 0.180022 -10 3899.97 1 17.343 0.95381 1 0.880911 9.90938 10 10
0.00199704 0.144262 -10 3719.92 1 -70.0935 0.917939 1 0.844846 -74.1155 10 10
0.0020096 0.109872 -10 3709.83 1 17.0545 0.883871 1 0.810163 9.93015 10 10
0.00202216 0.0773022 -10 3590.1 1 16.8182 0.852028 1 0.77732 9.91591 10 10
0.00203472 0.0469521 -10 3424.37 1 -63.6637 0.822773 1 0.746716 -67.4262 10 10
0.00204728 0.0191608 -10 3415.08 1 16.5527 0.796408 1 0.718695 9.93502 10 10
0.00205984 -0.0057917 -10 3304.88 1 16.3352 0.77317 1 0.693539 9.92192 10 10
0.0020724 -0.0276862 -10 3152.34 1 -57.7455 0.753236 1 0.671469 -61.2692 10 10
0.00208496 -0.0463639 -10 3143.79 1 16.0908 0.73672 1 0.652645 9.93951 10 10
0.00209752 -0.0617253 -10 3042.36 1 15.8906 0.723676 1 0.637168 9.92744 10 10
0.00211008 -0.0737279 -10 2901.96 1 -52.2984 0.714102 1 0.625081 -55.6022 10 10
0.00212264 -0.082384 -10 2894.1 1 15.6656 0.707942 1 0.61637 9.94364 10 10
0.0021352 -0.0877567 -10 2800.74 1 15.4814 0.705089 1 0.610972 9.93253 10 10
0.00214776 -0.089956 -10 2671.5 1 -47.2847 0.705394 1 0.608775 -50.3862 10 10
0.00216032 -0.0891346 -10 2664.27 1 15.2743 0.708666 1 0.609626 9.94744 10 10
0.00217288 -0.0854824 -10 2578.35 1 15.1047 0.714681 1 0.613331 9.93722 10 10
0.00218544 -0.0792219 -10 2459.39 1 -42.6701 0.723186 1 0.619667 -45.5853 10 10
0.002198 -0.0706026 -10 2452.74 1 14.9141 0.733902 1 0.628382 9.95093 10 10
0.00221056 -0.0598953 -10 2373.65 1 14.7581 0.746535 1 0.639201 9.94153 10 10
0.00222312 -0.0473874 -10 2264.16 1 -38.4228 0.760779 1 0.651834 -41.1665 10 10
0.00223568 -0.0333767 -10 2258.04 1 14.5826 0.776319 1 0.665981 9.95415 10 10
0.00224824 -0.0181668 -10 2185.25 1 14.439 0.792842 1 0.681336 9.9455 10 10
0.0022608 -0.00206187 -10 2084.46 1 -34.5134 0.810034 1 0.697591 -37.0994 10 10
0.00227336 0.014638 -10 2078.83 1 14.2775 0.827593 1 0.714444 9.95711 10 10
0.00228592 0.0316411 -10 2011.84 1 14.1453 0.845227 1 0.7316 9.94915 10 10
0.00229848 0.048668 -10 1919.07 1 -30.9152 0.862659 1 0.748777 -33.356 10 10
0.00231104 0.0654554 -10 1913.89 1 13.9967 0.879635 1 0.765711 9.95984 10 10
0.0023236 0.0817589 -10 1852.23 1 13.875 0.895918 1 0.782154 9.95251 10 10
0.00233616 0.0973557 -10 1766.84 1 -27.6034 0.911299 1 0.797883 -29.9105 10 10
0.00234872 0.112047 -10 1762.08 1 13.7382 0.925593 1 0.812696 9.96235 10 10
0.00236128 0.125659 -10 1705.33 1 13.6262 0.938644 1 0.826419 9.95561 10 10
0.00237384 0.138045 -10 1626.73 1 -24.5551 0.950323 1 0.838904 -26.7392 10 10
0.0023864 0.149086 -10 1622.34 1 13.5003 0.96053 1 0.850031 9.96466 10 10
0.00239896 0.15869 -10 1570.11 1 13.3972 0.969193 1 0.859708 9.95846 10 10
0.00241152 0.166792 -10 1497.76 1 -21.7495 0.97627 1 0.86787 -23.8203 10 10
0.00242408 0.173355 -10 1493.73 1 13.2813 0.981742 1 0.87448 9.96679 10 10
0.00243664 0.178368 -10 1445.66 1 13.1865 0.98562 1 0.879525 9.96108 10 10
0.0024492 0.181843 -10 1379.06 1 -19.1671 0.987936 1 0.88302 -21.1337 10 10
0.00246176 0.183816 -10 1375.36 1 13.0798 0.988745 1 0.885 9.96874 10 10
0.00247432 0.184344 -10 1331.11 1 12.9925 0.988123 1 0.885523 9.96349 10 10
0.00248688 0.183504 -10 1269.81 1 -16.7902 0.986162 1 0.884666 -18.6609 10 10
0.00249944 0.181387 -10 1266.4 1 12.8942 0.982971 1 0.882522 9.97055 10 10
0.002512 0.178101 -10 1225.68 1 12.8139 0.978671 1 0.8792 9.96571 10 10
0.00252456 0.173765 -10 1169.25 1 -14.6025 0.973392 1 0.874819 -16.385 10 10
0.00253712 0.168507 -10 1166.12 1 12.7235 0.967273 1 0.869509 9.9722 10 10
0.00254968 0.162461 -10 1128.64 1 12.6496 0.960458 1 0.863406 9.96776 10 10
0.00256224 0.155768 -10 1076.69 1 -12.589 0.953092 1 0.85665 -14.2901 10 10
0.0025748 0.148567 -10 1073.82 1 12.5663 0.945322 1 0.849384 9.97373 10 10
0.00258736 0.141001 -10 1039.32 1 12.4983 0.93729 1 0.841749 9.96964 10 10
0.00259992 0.133206 -10 991.505 1 -10.7356 0.929136 1 0.833885 -12.362 10 10
0.00261248 0.125318 -10 988.859 1 12.4217 0.920993 1 0.825927 9.97513 10 10
0.00262504 0.117462 -10 957.111 1 12.3591 0.912987 1 0.818004 9.97137 10 10
0.0026376 0.109759 -10 913.096 1 -9.02981 0.905233 1 0.810234 -10.5873 10 10
0.00265016 0.102319 -10 910.663 1 12.2885 0.897835 1 0.80273 9.97643 10 10
0.00266272 0.0952404 -10 881.444 1 12.2309 0.890888 1 0.795593 9.97296 10 10
0.00267528 0.0886123 -10 840.927 1 -7.45974 0.884472 1 0.788909 -8.95387 10 10
0.00268784 0.0825103 -10 838.691 1 12.166 0.878655 1 0.782757 9.97762 10 10
0.0027004 0.076998 -10 811.799 1 12.113 0.873492 1 0.777201 9.97443 10 10
0.00271296 0.072126 -10 774.501 1 -6.01462 0.869025 1 0.77229 -7.45044 10 10
0.00272552 0.0679321 -10 772.447 1 12.0532 0.865282 1 0.768064 9.97871 10 10
0.00273808 0.0644412 -10 747.697 1 12.0044 0.862277 1 0.764547 9.97578 10 10
0.00275064 0.0616663 -10 713.362 1 -4.68452 0.860016 1 0.761753 -6.06665 10 10
0.0027632 0.0596082 -10 711.475 1 11.9494 0.858488 1 0.759681 9.97972 10 10
0.00277576 0.0582567 -10 688.697 1 11.9045 0.857674 1 0.758323 9.97702 10 10
0.00278832 0.0575915 -10 657.089 1 -3.46027 0.857546 1 0.757657 -4.79299 10 10
0.00280088 0.0575827 -10 655.356 1 11.8539 0.858066 1 0.757652 9.98065 10 10
0.00281344 0.0581919 -10 634.392 1 11.8125 0.859186 1 0.758271 9.97817 10 10
0.002826 0.0593738 -10 605.295 1 -2.33346 0.860856 1 0.759468 -3.6207 10 10
0.00283856 0.0610767 -10 603.702 1 11.7659 0.863016 1 0.761189 9.9815 10 10
0.00285112 0.0632437 -10 584.409 1 11.7279 0.865606 1 0.763378 9.97922 10 10
0.00286368 0.0658144 -10 557.622 1 -1.29632 0.86856 1 0.765975 -2.54171 10 10
0.00287624 0.0687257 -10 556.16 1 11.685 0.871811 1 0.768914 9.98229 10 10
0.0028888 0.0719126 -10 538.404 1 11.6499 0.875292 1 0.772131 9.98019 10 10
0.00290136 0.0753099 -10 513.744 1 -0.34173 0.878936 1 0.775559 -1.54859 10 10
0.00291392 0.0788531 -10 512.401 1 11.6105 0.882677 1 0.779135 9.98301 10 10
0.00292648 0.0824789 -10 496.06 1 11.5782 0.886451 1 0.782793 9.98108 10 10
0.00293904 0.0861266 -10 473.357 1 0.536891 0.890199 1 0.786473 -0.634507 10 10
0.0029516 0.0897387 -10 472.125 1 11.5419 0.893865 1 0.790116 9.98368 10 10
0.00296416 0.0932617 -10 457.087 1 11.5122 0.897396 1 0.79367 9.9819 10 10
0.00297672 0.0966463 -10 436.185 1 1.34559 0.900745 1 0.797083 0.206827 10 10
0.00298928 0.0998484 -10 435.055 1 11.4788 0.903873 1 0.800312 9.98429 10 10
0.00300184 0.102829 -10 421.215 1 11.4515 0.906744 1 0.803317 9.98266 10 10
0.0030144 0.105556 -10 401.972 1 2.08992 0.909328 1 0.806066 0.981204 10 10
0.00302696 0.108002 -10 400.934 1 11.4207 0.911602 1 0.808531 9.98485 10 10
0.00303952 0.110144 -10 388.198 1 11.3956 0.913549 1 0.81069 9.98335 10 10
0.00305208 0.111969 -10 370.481 1 2.77502 0.915159 1 0.812528 1.69395 10 10
0.00306464 0.113465 -10 369.529 1 11.3672 0.916426 1 0.814036 9.98537 10 10
0.0030772 0.11463 -10 357.808 1 11.3441 0.91735 1 0.815209 9.98399 10 10
0.00308976 0.115465 -10 341.496 1 3.40559 0.917938 1 0.816049 2.34997 10 10
0.00310232 0.115976 -10 340.624 1 11.318 0.9182 1 0.816562 9.98585 10 10
0.00311488 0.116174 -10 329.837 1 11.2967 0.918151 1 0.81676 9.98458 10 10
0.00312744 0.116075 -10 314.818 1 3.98598 0.917809 1 0.816657 2.95378 10 10
0.00314 0.115696 -10 314.019 1 11.2727 0.917198 1 0.816273 9.98629 10 10
0.00315256 0.115061 -10 304.093 1 11.2531 0.916342 1 0.815631 9.98512 10 10
0.00316512 0.114194 -10 290.264 1 4.52018 0.915269 1 0.814755 3.50954 10 10
0.00317768 0.113122 -10 289.531 1 11.231 0.914008 1 0.813672 9.98669 10 10
0.00319024 0.111874 -10 280.397 1 11.213 0.912589 1 0.812411 9.98562 10 10
0.0032028 0.110478 -10 267.663 1 5.01186 0.911044 1 0.811003 4.02107 10 10
0.00321536 0.108966 -10 266.993 1 11.1926 0.909403 1 0.809477 9.98707 10 10
0.00322792 0.107367 -10 258.587 1 11.1761 0.907698 1 0.807863 9.98608 10 10
0.00324048 0.105711 -10 246.861 1 5.46441 0.905959 1 0.806192 4.49189 10 10
0.00325304 0.104027 -10 246.248 1 11.1573 0.904215 1 0.804494 9.98741 10 10
0.0032656 0.102343 -10 238.513 1 11.1421 0.902492 1 0.802795 9.9865 10 10
0.00327816 0.100684 -10 227.715 1 5.88095 0.900816 1 0.801121 4.92523 10 10
0.00329072 0.0990751 -10 227.154 1 11.1248 0.899211 1 0.799499 9.98773 10 10
0.00330328 0.0975376 -10 220.036 1 11.1108 0.897696 1 0.797948 9.98689 10 10
0.00331584 0.0960913 -10 210.093 1 6.26433 0.89629 1 0.79649 5.32409 10 10
0.0033284 0.094753 -10 209.579 1 11.0949 0.895009 1 0.79514 9.98802 10 10
0.00334096 0.0935372 -10 203.03 1 11.082 0.893864 1 0.793915 9.98725 10 10
0.00335352 0.0924555 -10 193.873 1 6.61721 0.892866 1 0.792825 5.6912 10 10
0.00336608 0.0915167 -10 193.403 1 11.0673 0.892021 1 0.791879 9.98828 10 10
0.00337864 0.090727 -10 187.377 1 11.0555 0.891333 1 0.791083 9.98758 10 10
0.0033912 0.0900898 -10 178.943 1 6.94199 0.890804 1 0.790441 6.0291 10 10
0.00340376 0.0896061 -10 178.515 1 11.042 0.890433 1 0.789954 9.98853 10 10
0.00341632 0.0892744 -10 172.97 1 11.0311 0.890216 1 0.789621 9.98789 10 10
0.00342888 0.0890908 -10 165.202 1 7.24094 0.890148 1 0.789437 6.34011 10 10
0.00344144 0.0890497 -10 164.812 1 11.0186 0.89022 1 0.789396 9.98876 10 10
0.003454 0.0891432 -10 159.71 1 11.0086 0.890424 1 0.789491 9.98816 10 10
0.00346656 0.0893622 -10 152.555 1 7.51608 0.890749 1 0.789713 6.62636 10 10
0.00347912 0.0896958 -10 152.199 1 10.9972 0.891182 1 0.79005 9.98896 10 10
0.00349168 0.0901323 -10 147.505 1 10.9879 0.891712 1 0.790491 9.98842 10 10
0.00350424 0.0906589 -10 140.914 1 7.76934 0.892323 1 0.791023 6.88983 10 10
0.0035168 0.0912622 -10 140.59 1 10.9774 0.893001 1 0.791632 9.98916 10 10
0.00352936 0.0919285 -10 136.271 1 10.9689 0.893733 1 0.792305 9.98866 10 10
0.00354192 0.0926438 -10 130.2 1 8.00243 0.894504 1 0.793027 7.13234 10 10
0.00355448 0.0933942 -10 129.905 1 10.9592 0.8953 1 0.793784 9.98933 10 10
0.00356704 0.094166 -10 125.932 1 10.9514 0.896106 1 0.794563 9.98888 10 10
0.0035796 0.0949462 -10 120.338 1 8.21698 0.896911 1 0.79535 7.35554 10 10
0.00359216 0.0957222 -10 120.07 1 10.9425 0.897701 1 0.796133 9.9895 10 10
0.00360472 0.0964822 -10 116.415 1 10.9353 0.898466 1 0.796899 9.98908 10 10
0.00361728 0.0972156 -10 111.261 1 8.41445 0.899194 1 0.797639 7.56098 10 10
0.00362984 0.0979124 -10 111.018 1 10.927 0.899877 1 0.798342 9.98965 10 10
0.0036424 0.0985642 -10 107.656 1 10.9204 0.900508 1 0.798999 9.98926 10 10
0.00365496 0.0991635 -10 102.907 1 8.5962 0.901078 1 0.799603 7.75007 10 10
0.00366752 0.099704 -10 102.686 1 10.9129 0.901584 1 0.800148 9.98978 10 10
0.00368008 0.100181 -10 99.5935 1 10.9068 0.90202 1 0.800629 9.98943 10 10
0.00369264 0.100591 -10 95.2174 1 8.76349 0.902385 1 0.801041 7.92411 10 10
0.0037052 0.100931 -10 95.0176 1 10.8998 0.902677 1 0.801384 9.98991 10 10
0.00371776 0.1012 -10 92.1729 1 10.8942 0.902895 1 0.801655 9.98959 10 10
0.00373032 0.101399 -10 88.1399 1 8.91747 0.903041 1 0.801855 8.0843 10 10
0.00374288 0.101527 -10 87.9593 1 10.8878 0.903117 1 0.801984 9.99003 10 10
0.00375544 0.101588 -10 85.3429 1 10.8827 0.903125 1 0.802045 9.98973 10 10
0.003768 0.101584 -10 81.6256 1 9.05919 0.903069 1 0.802041 8.23174 10 10
0.00378056 0.10152 -10 81.4628 1 10.8767 0.902954 1 0.801975 9.99013 10 10
0.00379312 0.101399 -10 79.0565 1 10.872 0.902785 1 0.801853 9.98986 10 10
0.00380568 0.101227 -10 75.6297 1 9.18963 0.902568 1 0.801679 8.36745 10 10
0.00381824 0.10101 -10 75.4833 1 10.8665 0.902309 1 0.80146 9.99023 10 10
0.0038308 0.100753 -10 73.2703 1 10.8622 0.902014 1 0.8012 9.98999 10 10
0.00384336 0.100463 -10 70.1111 1 9.30969 0.901691 1 0.800907 8.49236 10 10
0.00385592 0.100146 -10 69.9797 1 10.8572 0.901345 1 0.800587 9.99032 10 10
0.00386848 0.0998082 -10 67.9447 1 10.8532 0.900984 1 0.800247 9.9901 10 10
0.00388104 0.0994569 -10 65.0316 1 9.4202 0.900613 1 0.799892 8.60732 10 10
0.0038936 0.0990979 -10 64.9142 1 10.8485 0.90024 1 0.79953 9.99041 10 10
0.00390616 0.0987371 -10 63.0429 1 10.8449 0.89987 1 0.799166 9.9902 10 10
0.00391872 0.0983803 -10 60.3564 1 9.52191 0.899508 1 0.798806 8.71314 10 10
0.00393128 0.0980326 -10 60.2517 1 10.8406 0.89916 1 0.798456 9.99048 10 10
0.00394384 0.097699 -10 58.5312 1 10.8372 0.89883 1 0.798119 9.9903 10 10
0.0039564 0.0973838 -10 56.0533 1 9.61552 0.898522 1 0.797801 8.81053 10 10
0.00396896 0.0970907 -10 55.9603 1 10.8333 0.89824 1 0.797506 9.99056 10 10
0.00398152 0.096823 -10 54.3786 1 10.8302 0.897987 1 0.797236 9.99038 10 10
0.00399408 0.0965833 -10 52.0927 1 9.70169 0.897764 1 0.796994 8.90018 10 10
0.00400664 0.0963737 -10 52.0105 1 10.8266 0.897574 1 0.796783 9.99062 10 10
0.0040192 0.0961956 -10 50.5565 1 10.8237 0.897418 1 0.796604 9.99046 10 10
0.00403176 0.0960501 -10 48.4473 1 9.78102 0.897295 1 0.796457 8.98274 10 10
0.00404432 0.0959373 -10 48.375 1 10.8204 0.897206 1 0.796344 9.99068 10 10
0.00405688 0.0958572 -10 47.0386 1 10.8178 0.89715 1 0.796263 9.99054 10 10
0.00406944 0.0958091 -10 45.0928 1 9.85461 0.897127 1 0.796215 9.05951 10 10
0.004082 0.0957918 -10 45.0289 1 10.8147 0.897134 1 0.796197 9.99074 10 10
0.00409456 0.0958038 -10 43.8007 1 10.8123 0.89717 1 0.79621 9.99061 10 10
0.00410712 0.0958432 -10 42.0059 1 9.92272 0.897232 1 0.79625 9.13076 10 10
0.00411968 0.0959079 -10 41.949 1 10.8094 0.897319 1 0.796315 9.99079 10 10
0.00413224 0.0959952 -10 40.8204 1 10.8072 0.897426 1 0.796403 9.99067 10 10
0.0041448 0.0961027 -10 39.1648 1 9.9854 0.897552 1 0.796512 9.19655 10 10
0.00415736 0.0962274 -10 39.1143 1 10.8046 0.897694 1 0.796638 9.99083 10 10
0.00416992 0.0963663 -10 38.0774 1 10.8026 0.897847 1 0.796778 9.99073 10 10
0.00418248 0.0965167 -10 36.5502 1 10.0432 0.89801 1 0.79693 9.25738 10 10
0.00419504 0.0966753 -10 36.5051 1 10.8002 0.898179 1 0.79709 9.99088 10 10
0.0042076 0.0968394 -10 35.5526 1 10.7983 0.898351 1 0.797256 9.99075 10 10
0.00422016 0.097006 -10 34.144 1 10.0966 0.898524 1 0.797424 9.31382 10 10
0.00423272 0.0971725 -10 34.1035 1 10.7959 0.898694 1 0.797592 9.99073 10 10
0.00424528 0.0973363 -10 33.2284 1 10.794 0.898859 1 0.797757 9.99043 10 10
0.00425784 0.0974949 -10 31.9299 1 10.1461 0.899017 1 0.797917 9.36632 10 10
0.0042704 0.0976464 -10 31.8925 1 10.7916 0.899166 1 0.798069 9.99019 10 10
