t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 jV0400 jV0600
5.01 566.262 554.943 158.212 58.7785 158.188 -58.7785 39.8442 191.963 350.509 356.905 238.055 379.657 538.557 555.317 436.24 -5.55143e-06 -5.55112e-17
5.011 566.245 559.889 163.176 63.7424 163.146 -63.7424 34.8803 191.957 355.473 361.858 233.091 379.646 543.521 560.264 431.276 -5.60089e-06 -5.55112e-17
5.012 566.228 564.584 167.888 68.4547 167.853 -68.4547 30.168 191.951 360.185 366.559 228.379 379.635 548.233 564.96 426.564 -5.64784e-06 -5.55112e-17
5.013 566.211 569.009 172.33 72.8969 172.289 -72.8969 25.7259 191.946 364.627 370.99 223.937 379.623 552.675 569.385 422.122 -5.69209e-06 -1.11022e-16
5.014 566.194 573.146 176.485 77.0513 176.438 -77.0513 21.5714 191.94 368.782 375.133 219.782 379.612 556.83 573.522 417.967 -5.73346e-06 -5.55112e-17
5.015 566.177 576.979 180.335 80.9017 180.282 -80.9017 17.721 191.934 372.632 378.971 215.932 379.601 560.68 577.355 414.117 -5.77179e-06 0
5.016 566.16 580.493 183.866 84.4328 183.808 -84.4328 14.19 191.929 376.163 382.491 212.401 379.589 564.211 580.869 410.586 -5.80693e-06 -1.11022e-16
5.017 566.507 583.673 186.943 87.6307 187 -87.6307 10.9921 192.044 379.119 385.677 209.203 379.821 567.045 584.049 407.388 -0.000248356 -5.55112e-17
5.018 567.895 586.507 189.326 90.4827 189.846 -90.4827 8.14004 192.507 381.034 388.518 206.351 380.746 568.492 586.884 404.536 -0.000942911 -5.55112e-17
5.019 569.466 588.984 191.256 92.9776 192.335 -92.9776 5.6451 193.067 382.398 391.001 203.856 381.865 569.399 589.361 402.041 -0.000220113 -5.55112e-17
5.02 570.447 591.094 192.867 95.1057 194.457 -95.1057 3.5171 193.578 383.492 393.117 201.728 382.888 570.529 591.471 399.913 -0.00109864 -5.55112e-17
5.021 571.475 592.829 194.097 96.8583 196.204 -96.8583 1.76443 194.095 384.2 394.858 199.975 383.921 571.237 593.206 398.16 -6.54398e-06 -5.55112e-17
5.022 572.006 594.182 195.064 98.2287 197.568 -98.2287 0.394027 194.493 385.022 396.216 198.605 384.459 572.058 594.559 396.79 -0.000950894 1.1674e-13
5.023 572.523 594.819 195.564 99.2115 198.378 -99.2115 -0.414465 194.97 385.471 396.86 197.964 384.981 572.507 595.196 396.309 -0.00128333 0.000348516
5.024 572.999 595.02 195.688 99.8027 198.675 -99.8027 -0.552007 195.432 385.569 397.066 198.114 385.463 572.605 595.397 396.544 -0.000582461 0.00090732
5.025 572.934 594.768 195.92 100 198.617 -100 -0.435516 195.391 385.814 396.821 198.48 385.404 572.85 595.146 397.091 -0.000216891 2.26784e-05
5.026 572.92 594.845 195.72 99.8027 198.559 -99.8027 -0.316476 195.388 385.613 396.903 198.454 385.396 572.65 595.222 396.919 -8.17247e-06 1.47336e-06
5.027 572.838 594.236 195.192 99.2115 197.962 -99.2115 0.259243 195.319 385.087 396.3 199.029 385.319 572.124 594.613 397.494 -5.94442e-06 2.55596e-12
5.028 572.81 593.235 194.219 98.2287 196.973 -98.2287 1.23303 195.304 384.115 395.306 200.003 385.297 571.152 593.613 398.468 -5.93435e-06 -5.55112e-17
5.029 572.793 591.847 192.848 96.8583 195.597 -96.8583 2.60344 195.298 382.745 393.924 201.373 385.285 569.781 592.225 399.838 -5.92047e-06 -5.55112e-17
5.03 572.775 590.077 191.096 95.1057 193.838 -95.1057 4.3561 195.292 380.992 392.159 203.126 385.274 568.029 590.454 401.591 -5.90277e-06 0
5.031 572.758 587.932 188.968 92.9776 191.705 -92.9776 6.48411 195.287 378.864 390.019 205.254 385.262 565.901 588.309 403.719 -5.88132e-06 -5.55112e-17
5.032 572.741 585.419 186.473 90.4827 189.204 -90.4827 8.97905 195.281 376.369 387.513 207.749 385.251 563.406 585.796 406.214 -5.85619e-06 -5.55112e-17
5.033 572.724 582.55 183.621 87.6307 186.346 -87.6307 11.8311 195.275 373.517 384.649 210.601 385.239 560.554 582.926 409.066 -5.8275e-06 -5.55112e-17
5.034 572.707 579.335 180.423 84.4328 183.142 -84.4328 15.029 195.269 370.319 381.439 213.799 385.228 557.356 579.711 412.264 -5.79535e-06 -5.55112e-17
5.035 572.69 575.787 176.892 80.9017 179.605 -80.9017 18.5601 195.264 366.788 377.897 217.33 385.216 553.825 576.163 415.795 -5.75987e-06 -5.55112e-17
5.036 572.672 571.919 173.041 77.0513 175.749 -77.0513 22.4104 195.258 362.938 374.035 221.18 385.205 549.974 572.295 419.645 -5.72119e-06 -5.55112e-17
5.037 572.655 567.748 168.887 72.8969 171.589 -72.8969 26.5649 195.252 358.783 369.869 225.335 385.193 545.82 568.124 423.8 -5.67948e-06 -1.11022e-16
5.038 572.638 563.289 164.445 68.4547 167.141 -68.4547 31.007 195.246 354.341 365.416 229.777 385.182 541.378 563.664 428.242 -5.63489e-06 0
5.039 572.621 558.561 159.733 63.7424 162.423 -63.7424 35.7194 195.241 349.629 360.692 234.489 385.171 536.665 558.935 432.954 -5.58761e-06 -5.55112e-17
5.04 572.604 553.58 154.769 58.7785 157.454 -58.7785 40.6832 195.235 344.665 355.717 239.453 385.159 531.702 553.955 437.918 -5.5378e-06 -5.55112e-17
5.041 572.586 548.368 149.573 53.5827 152.252 -53.5827 45.8791 195.229 339.469 350.51 244.649 385.148 526.506 548.742 443.114 -5.48568e-06 0
5.042 572.569 542.945 144.165 48.1754 146.84 -48.1754 51.2864 195.224 334.062 345.092 250.056 385.136 521.098 543.319 448.521 -5.43145e-06 -5.55112e-17
5.043 572.552 537.332 138.568 42.5779 141.237 -42.5779 56.8838 195.218 328.464 339.484 255.654 385.125 515.501 537.705 454.119 -5.37532e-06 -5.55112e-17
5.044 572.535 531.551 132.803 36.8125 135.466 -36.8125 62.6493 195.212 322.699 333.708 261.419 385.113 509.736 531.923 459.884 -5.31751e-06 -5.55112e-17
5.045 572.518 525.625 126.892 30.9017 129.55 -30.9017 68.5601 195.206 316.788 327.786 267.33 385.102 503.825 525.997 465.795 -5.25825e-06 -5.55112e-17
5.046 572.501 519.577 120.859 24.869 123.512 -24.869 74.5928 195.201 310.755 321.743 273.363 385.09 497.792 519.948 471.828 -5.19777e-06 -5.55112e-17
5.047 572.483 513.431 114.728 18.7381 117.376 -18.7381 80.7236 195.195 304.625 315.602 279.494 385.079 491.661 513.802 477.958 -5.13631e-06 -5.55112e-17
5.048 572.466 507.211 108.523 12.5333 111.166 -12.5333 86.9284 195.189 298.42 309.387 285.698 385.067 485.456 507.582 484.163 -5.07411e-06 -5.55112e-17
5.049 572.449 500.943 102.269 6.27905 104.907 -6.27905 93.1827 195.183 292.165 303.122 291.953 385.056 479.202 501.313 490.418 -5.01143e-06 -5.55112e-17
5.05 572.432 496.32 95.9901 -1.29858e-10 98.6252 1.2878e-10 99.4593 195.178 285.886 296.838 298.227 385.045 472.923 495.026 496.689 -1.65206e-16 -4.9652e-06
5.051 572.415 502.591 89.7111 -6.27905 92.3437 6.27905 105.736 195.172 279.607 290.554 304.501 385.033 466.644 488.74 502.961 -5.55112e-17 -5.02791e-06
5.052 572.397 508.829 83.4568 -12.5333 86.0894 12.5333 111.985 195.166 273.353 284.3 310.745 385.022 460.39 482.485 509.2 -5.55112e-17 -5.09029e-06
5.053 572.38 515.018 77.252 -18.7381 79.8846 18.7381 118.185 195.161 267.148 278.095 316.94 385.01 454.185 476.28 515.389 -1.66533e-16 -5.15218e-06
5.054 572.363 521.133 71.1211 -24.869 73.7538 24.869 124.31 195.155 261.017 271.964 323.06 384.999 448.054 470.15 521.504 -1.66533e-16 -5.21333e-06
5.055 572.346 527.149 65.0884 -30.9017 67.7211 30.9017 130.338 195.149 254.985 265.932 329.082 384.987 442.021 464.117 527.521 -1.11022e-16 -5.27349e-06
5.056 572.329 533.044 59.1777 -36.8125 61.8103 36.8125 136.243 195.143 249.074 260.021 334.982 384.976 436.111 458.206 533.416 -1.11022e-16 -5.33244e-06
5.057 572.312 538.793 53.4122 -42.5779 56.0448 42.5779 142.003 195.138 243.308 254.256 340.737 384.964 430.345 452.441 539.166 0 -5.38993e-06
5.058 572.294 544.373 47.8147 -48.1754 50.4474 48.1754 147.595 195.132 237.711 248.658 346.324 384.953 424.748 446.843 544.747 -1.66533e-16 -5.44573e-06
5.059 572.277 549.764 42.4074 -53.5827 45.0401 53.5827 152.997 195.126 232.304 243.251 351.72 384.942 419.34 441.436 550.138 0 -5.49964e-06
5.06 572.26 554.943 37.2116 -58.7785 39.8442 58.7785 158.188 195.12 227.108 238.055 356.905 384.93 414.145 436.24 555.317 -1.11022e-16 -5.55143e-06
5.061 572.243 559.889 32.2477 -63.7424 34.8804 63.7424 163.146 195.115 222.144 233.091 361.858 384.919 409.181 431.276 560.264 -1.66533e-16 -5.60089e-06
5.062 572.226 564.584 27.5354 -68.4547 30.168 68.4547 167.853 195.109 217.432 228.379 366.559 384.907 404.468 426.564 564.96 -1.11022e-16 -5.64784e-06
5.063 572.209 569.009 23.0932 -72.8969 25.7259 72.8969 172.289 195.103 212.99 223.937 370.99 384.896 400.026 422.122 569.385 -1.66533e-16 -5.69209e-06
5.064 572.191 573.146 18.9388 -77.0513 21.5714 77.0513 176.438 195.098 208.835 219.782 375.133 384.884 395.872 417.967 573.522 -1.66533e-16 -5.73346e-06
5.065 572.174 576.979 15.0884 -80.9017 17.7211 80.9017 180.282 195.092 204.985 215.932 378.971 384.873 392.021 414.117 577.355 -5.55112e-17 -5.77179e-06
5.066 572.157 580.493 11.5573 -84.4328 14.19 84.4328 183.808 195.086 201.454 212.401 382.491 384.861 388.49 410.586 580.869 -1.11022e-16 -5.80693e-06
5.067 572.14 583.673 8.35944 -87.6307 10.9921 87.6307 187 195.08 198.256 209.203 385.677 384.85 385.292 407.388 584.049 3.7581e-14 -5.83873e-06
5.068 571.398 586.507 5.86983 -90.4827 8.14005 90.4827 189.846 194.712 196.129 206.351 388.518 384.114 383.528 404.536 586.884 0.000724852 -5.86707e-06
5.069 570.393 588.984 3.8689 -92.9776 5.64511 92.9776 192.335 194.213 194.622 203.856 391.001 383.114 382.515 402.041 589.361 0.000988025 -5.89184e-06
5.07 569.388 591.094 2.2347 -95.1057 3.51711 95.1057 194.457 193.713 193.481 201.728 393.117 382.115 381.868 399.913 591.471 5.04533e-07 -5.91294e-06
5.071 568.872 592.829 0.943975 -96.8583 1.76444 96.8583 196.204 193.245 192.652 199.975 394.858 381.605 381.076 398.16 593.206 0.00104485 -5.93029e-06
5.072 568.371 594.182 0.0286025 -98.2287 0.394035 98.2287 197.568 192.785 192.192 198.605 396.216 381.11 380.645 396.79 594.559 0.000886873 -5.94382e-06
5.073 567.901 594.819 -0.479709 -99.2115 -0.414465 99.2115 198.378 192.336 192.127 197.964 396.86 380.645 380.59 396.309 595.196 0.000411299 -0.000340496
5.074 567.964 595.02 -0.60335 -99.8027 -0.552007 99.8027 198.675 192.403 191.931 198.114 397.066 380.714 380.386 396.544 595.397 0.00204194 -0.000582084
5.075 567.945 594.768 -0.467651 -100 -0.435518 100 198.617 192.395 192.068 198.48 396.821 380.701 380.523 397.091 595.146 7.20782e-05 -5.97347e-06
5.076 567.932 594.845 -0.332034 -99.8027 -0.316475 99.8027 198.559 192.393 192.2 198.454 396.903 380.693 380.655 396.919 595.222 3.65074e-06 -5.96245e-06
5.077 567.916 594.236 0.22619 -99.2115 0.259242 99.2115 197.962 192.388 192.758 199.029 396.3 380.683 381.212 397.494 594.613 8.23663e-12 -5.94436e-06
5.078 567.9 593.236 1.19635 -98.2287 1.23303 98.2287 196.973 192.383 193.727 200.003 395.306 380.672 382.182 398.468 593.613 2.51391e-36 -5.93436e-06
5.079 567.882 591.847 2.56676 -96.8583 2.60344 96.8583 195.597 192.378 195.098 201.374 393.924 380.661 383.552 399.838 592.225 -1.11022e-16 -5.92047e-06
5.08 567.865 590.077 4.31942 -95.1057 4.3561 95.1057 193.838 192.372 196.85 203.126 392.159 380.649 385.305 401.591 590.454 -1.66533e-16 -5.90277e-06
5.081 567.848 587.932 6.44742 -92.9776 6.48411 92.9776 191.705 192.366 198.978 205.254 390.019 380.638 387.433 403.719 588.309 -1.66533e-16 -5.88132e-06
5.082 567.831 585.419 8.94237 -90.4827 8.97905 90.4827 189.204 192.361 201.473 207.749 387.513 380.627 389.928 406.214 585.796 -5.55112e-17 -5.85619e-06
5.083 567.814 582.55 11.7944 -87.6307 11.8311 87.6307 186.346 192.355 204.325 210.601 384.649 380.615 392.78 409.066 582.926 -1.11022e-16 -5.8275e-06
5.084 567.797 579.335 14.9923 -84.4328 15.029 84.4328 183.142 192.349 207.523 213.799 381.439 380.604 395.978 412.264 579.711 -1.66533e-16 -5.79535e-06
5.085 567.78 575.787 18.5234 -80.9017 18.5601 80.9017 179.605 192.344 211.054 217.33 377.897 380.593 399.509 415.795 576.163 -1.11022e-16 -5.75987e-06
5.086 567.763 571.919 22.3737 -77.0513 22.4104 77.0513 175.749 192.338 214.905 221.18 374.035 380.581 403.359 419.645 572.295 -5.55112e-17 -5.72119e-06
5.087 567.746 567.748 26.5282 -72.8969 26.5649 72.8969 171.589 192.332 219.059 225.335 369.869 380.57 407.514 423.8 568.124 -5.55112e-17 -5.67948e-06
5.088 567.729 563.289 30.9704 -68.4547 31.007 68.4547 167.141 192.326 223.501 229.777 365.416 380.559 411.956 428.242 563.664 0 -5.63489e-06
5.089 567.712 558.561 35.6827 -63.7424 35.7194 63.7424 162.423 192.321 228.213 234.489 360.692 380.547 416.668 432.954 558.935 -5.55112e-17 -5.58761e-06
5.09 567.695 553.58 40.6465 -58.7785 40.6832 58.7785 157.454 192.315 233.177 239.453 355.717 380.536 421.632 437.918 553.955 -5.55112e-17 -5.5378e-06
5.091 567.678 548.368 45.8424 -53.5827 45.8791 53.5827 152.252 192.309 238.373 244.649 350.51 380.525 426.828 443.114 548.742 -1.11022e-16 -5.48568e-06
5.092 567.661 542.945 51.2497 -48.1754 51.2864 48.1754 146.84 192.304 243.781 250.056 345.092 380.513 432.235 448.521 543.319 -2.22045e-16 -5.43145e-06
5.093 567.644 537.332 56.8471 -42.5779 56.8838 42.5779 141.237 192.298 249.378 255.654 339.484 380.502 437.833 454.119 537.705 -5.55112e-17 -5.37532e-06
5.094 567.627 531.551 62.6126 -36.8125 62.6493 36.8125 135.466 192.292 255.143 261.419 333.708 380.49 443.598 459.884 531.924 -1.66533e-16 -5.31751e-06
5.095 567.61 525.625 68.5234 -30.9017 68.5601 30.9017 129.55 192.287 261.054 267.33 327.786 380.479 449.509 465.795 525.997 -5.55112e-17 -5.25825e-06
5.096 567.593 519.577 74.5561 -24.869 74.5928 24.869 123.512 192.281 267.087 273.363 321.743 380.468 455.542 471.828 519.948 -1.66533e-16 -5.19777e-06
5.097 567.576 513.431 80.6869 -18.7381 80.7236 18.7381 117.376 192.275 273.218 279.494 315.602 380.456 461.673 477.958 513.802 -1.11022e-16 -5.13631e-06
5.098 567.559 507.211 86.8917 -12.5333 86.9284 12.5333 111.166 192.27 279.423 285.698 309.387 380.445 467.877 484.163 507.582 -1.66533e-16 -5.07411e-06
5.099 567.542 500.943 93.146 -6.27905 93.1827 6.27905 104.907 192.264 285.677 291.953 303.123 380.434 474.132 490.418 501.313 -5.55112e-17 -5.01143e-06
5.1 567.525 496.27 99.4251 2.36783e-10 99.4593 -2.35705e-10 98.6252 192.258 291.956 298.227 296.838 380.422 480.411 496.689 495.026 -4.9647e-06 -5.55112e-17
5.101 567.508 502.587 105.704 6.27905 105.736 -6.27905 92.3437 192.253 298.235 304.501 290.554 380.411 486.69 502.961 488.74 -5.02787e-06 -5.55112e-17
5.102 567.491 508.829 111.958 12.5333 111.985 -12.5333 86.0894 192.247 304.489 310.745 284.3 380.4 492.944 509.2 482.485 -5.09029e-06 -5.55112e-17
5.103 567.474 515.018 118.163 18.7381 118.185 -18.7381 79.8846 192.241 310.694 316.94 278.095 380.388 499.149 515.389 476.28 -5.15218e-06 -5.55112e-17
5.104 567.457 521.133 124.294 24.869 124.31 -24.869 73.7538 192.236 316.825 323.06 271.965 380.377 505.28 521.505 470.15 -5.21333e-06 -5.55112e-17
5.105 567.44 527.149 130.327 30.9017 130.338 -30.9017 67.7211 192.23 322.858 329.082 265.932 380.366 511.312 527.521 464.117 -5.27349e-06 -5.55112e-17
5.106 567.423 533.044 136.238 36.8125 136.243 -36.8125 61.8103 192.224 328.768 334.982 260.021 380.354 517.223 533.416 458.206 -5.33244e-06 -5.55112e-17
5.107 567.406 538.793 142.003 42.5779 142.003 -42.5779 56.0448 192.219 334.534 340.737 254.256 380.343 522.989 539.166 452.441 -5.38993e-06 -5.55112e-17
5.108 567.389 544.373 147.6 48.1754 147.595 -48.1754 50.4474 192.213 340.131 346.324 248.658 380.332 528.586 544.747 446.843 -5.44573e-06 -5.55112e-17
5.109 567.372 549.764 153.008 53.5827 152.997 -53.5827 45.0401 192.207 345.539 351.72 243.251 380.32 533.993 550.138 441.436 -5.49964e-06 -1.11022e-16
5.11 567.355 554.943 158.204 58.7785 158.188 -58.7785 39.8442 192.202 350.734 356.905 238.055 380.309 539.189 555.317 436.24 -5.55143e-06 -5.55112e-17
5.111 567.337 559.889 163.167 63.7424 163.146 -63.7424 34.8804 192.196 355.698 361.858 233.091 380.298 544.153 560.264 431.276 -5.60089e-06 -5.55112e-17
5.112 567.32 564.584 167.88 68.4547 167.853 -68.4547 30.1681 192.19 360.411 366.559 228.379 380.286 548.865 564.96 426.564 -5.64784e-06 -5.55112e-17
5.113 567.303 569.009 172.322 72.8969 172.289 -72.8969 25.7259 192.185 364.853 370.99 223.937 380.275 553.308 569.385 422.122 -5.69209e-06 -5.55112e-17
5.114 567.286 573.146 176.476 77.0513 176.438 -77.0513 21.5714 192.179 369.007 375.133 219.782 380.263 557.462 573.522 417.967 -5.73346e-06 -1.11022e-16
5.115 567.269 576.979 180.327 80.9017 180.282 -80.9017 17.7211 192.173 372.858 378.971 215.932 380.252 561.312 577.355 414.117 -5.77179e-06 -5.55112e-17
5.116 567.252 580.493 183.858 84.4328 183.808 -84.4328 14.19 192.168 376.389 382.491 212.401 380.241 564.843 580.869 410.586 -5.80693e-06 -5.55112e-17
5.117 567.388 583.673 187.005 87.6307 187 -87.6307 10.9921 192.213 379.485 385.677 209.203 380.331 567.889 584.049 407.388 -0.000107574 -5.55112e-17
5.118 568.758 586.507 189.395 90.4827 189.846 -90.4827 8.14006 192.669 381.412 388.518 206.351 381.244 569.354 586.884 404.536 -0.000930297 5.55112e-17
5.119 570.236 588.984 191.355 92.9776 192.335 -92.9776 5.64512 193.199 382.837 391.001 203.856 382.303 570.354 589.361 402.041 -0.00022611 -5.55112e-17
5.12 571.255 591.094 192.965 95.1057 194.457 -95.1057 3.51711 193.711 383.929 393.117 201.728 383.328 571.445 591.471 399.913 -0.00103983 -5.55112e-17
5.121 572.235 592.829 194.219 96.8583 196.204 -96.8583 1.76445 194.204 384.685 394.858 199.975 384.313 572.201 593.206 398.16 -1.11942e-05 -1.11022e-16
5.122 572.812 594.182 195.177 98.2287 197.568 -98.2287 0.394043 194.61 385.461 396.216 198.605 384.896 572.977 594.559 396.79 -0.000916739 1.16629e-13
5.123 573.363 594.819 195.677 99.2115 198.378 -99.2115 -0.414464 195.087 385.875 396.86 197.964 385.453 573.391 595.196 396.309 -0.00114964 0.000348486
5.124 573.717 595.02 195.867 99.8027 198.675 -99.8027 -0.552007 195.483 386.096 397.066 198.114 385.812 573.612 595.397 396.544 -0.000589693 0.000907316
5.125 573.743 594.768 196.035 100 198.617 -100 -0.43552 195.506 386.25 396.821 198.48 385.844 573.766 595.146 397.091 -0.000210459 2.26809e-05
5.126 573.757 594.845 195.808 99.8027 198.559 -99.8027 -0.316475 195.53 386.021 396.903 198.454 385.864 573.537 595.222 396.919 -6.60173e-06 1.47333e-06
5.127 573.652 594.236 195.302 99.2115 197.962 -99.2115 0.259241 195.439 385.518 396.3 199.029 385.764 573.034 594.613 397.494 -5.9444e-06 2.55601e-12
5.128 573.631 593.236 194.322 98.2287 196.973 -98.2287 1.23303 195.431 384.538 395.306 200.003 385.75 572.054 593.613 398.468 -5.93436e-06 0
5.129 573.614 591.847 192.951 96.8583 195.597 -96.8583 2.60344 195.425 383.168 393.924 201.374 385.738 570.684 592.225 399.838 -5.92047e-06 -5.55112e-17
5.13 573.597 590.077 191.199 95.1057 193.838 -95.1057 4.3561 195.419 381.415 392.159 203.126 385.727 568.931 590.454 401.591 -5.90277e-06 0
5.131 573.58 587.932 189.071 92.9776 191.705 -92.9776 6.48411 195.414 379.287 390.019 205.254 385.715 566.803 588.309 403.719 -5.88132e-06 0
5.132 573.563 585.419 186.576 90.4827 189.204 -90.4827 8.97905 195.408 376.792 387.513 207.749 385.704 564.308 585.796 406.214 -5.85619e-06 -1.11022e-16
5.133 573.545 582.55 183.724 87.6307 186.346 -87.6307 11.8311 195.402 373.94 384.649 210.601 385.692 561.456 582.926 409.066 -5.8275e-06 -5.55112e-17
5.134 573.528 579.335 180.526 84.4328 183.142 -84.4328 15.029 195.397 370.742 381.439 213.799 385.681 558.258 579.711 412.264 -5.79535e-06 -5.55112e-17
5.135 573.511 575.787 176.995 80.9017 179.605 -80.9017 18.5601 195.391 367.211 377.897 217.33 385.669 554.727 576.163 415.795 -5.75987e-06 -5.55112e-17
5.136 573.494 571.919 173.144 77.0513 175.749 -77.0513 22.4104 195.385 363.361 374.035 221.18 385.658 550.877 572.295 419.645 -5.72119e-06 -5.55112e-17
5.137 573.477 567.748 168.99 72.8969 171.589 -72.8969 26.5649 195.379 359.207 369.869 225.335 385.646 546.723 568.124 423.8 -5.67948e-06 -5.55112e-17
5.138 573.459 563.289 164.548 68.4547 167.141 -68.4547 31.007 195.374 354.764 365.416 229.777 385.635 542.28 563.664 428.242 -5.63489e-06 0
5.139 573.442 558.561 159.835 63.7424 162.423 -63.7424 35.7194 195.368 350.052 360.692 234.489 385.624 537.568 558.935 432.954 -5.58761e-06 -5.55112e-17
5.14 573.425 553.58 154.872 58.7785 157.454 -58.7785 40.6832 195.362 345.088 355.717 239.453 385.612 532.604 553.955 437.918 -5.5378e-06 -5.55112e-17
5.141 573.408 548.368 149.676 53.5827 152.252 -53.5827 45.8791 195.356 339.892 350.51 244.649 385.601 527.408 548.742 443.114 -5.48568e-06 -5.55112e-17
5.142 573.391 542.945 144.268 48.1754 146.84 -48.1754 51.2864 195.351 334.485 345.092 250.056 385.589 522.001 543.319 448.521 -5.43145e-06 0
5.143 573.373 537.332 138.671 42.5779 141.237 -42.5779 56.8838 195.345 328.888 339.484 255.654 385.578 516.404 537.705 454.119 -5.37532e-06 0
5.144 573.356 531.551 132.906 36.8125 135.466 -36.8125 62.6493 195.339 323.122 333.708 261.419 385.566 510.638 531.924 459.884 -5.31751e-06 -5.55112e-17
5.145 573.339 525.625 126.995 30.9017 129.55 -30.9017 68.5601 195.333 317.211 327.786 267.33 385.555 504.727 525.997 465.795 -5.25825e-06 -5.55112e-17
5.146 573.322 519.577 120.962 24.869 123.512 -24.869 74.5928 195.328 311.179 321.743 273.363 385.543 498.695 519.949 471.828 -5.19777e-06 -5.55112e-17
5.147 573.305 513.431 114.831 18.7381 117.376 -18.7381 80.7236 195.322 305.048 315.602 279.494 385.532 492.564 513.802 477.958 -5.13631e-06 -5.55112e-17
5.148 573.287 507.212 108.626 12.5333 111.166 -12.5333 86.9284 195.316 298.843 309.387 285.698 385.52 486.359 507.582 484.163 -5.07412e-06 -5.55112e-17
5.149 573.27 500.943 102.372 6.27905 104.907 -6.27905 93.1827 195.311 292.589 303.123 291.953 385.509 480.105 501.313 490.418 -5.01143e-06 -5.55112e-17
5.15 573.253 496.32 96.0931 -3.43707e-10 98.6252 3.42629e-10 99.4593 195.305 286.31 296.838 298.227 385.497 473.826 495.026 496.689 -1.65205e-16 -4.9652e-06
5.151 573.236 502.591 89.814 -6.27905 92.3437 6.27905 105.736 195.299 280.031 290.554 304.501 385.486 467.547 488.74 502.961 -1.66533e-16 -5.02791e-06
5.152 573.219 508.829 83.5597 -12.5333 86.0894 12.5333 111.985 195.293 273.776 284.3 310.745 385.474 461.292 482.485 509.2 -1.11022e-16 -5.09029e-06
5.153 573.201 515.018 77.3549 -18.7381 79.8846 18.7381 118.185 195.288 267.572 278.095 316.94 385.463 455.088 476.281 515.389 -5.55112e-17 -5.15218e-06
5.154 573.184 521.133 71.2241 -24.869 73.7538 24.869 124.31 195.282 261.441 271.965 323.06 385.452 448.957 470.15 521.505 -1.11022e-16 -5.21333e-06
5.155 573.167 527.149 65.1914 -30.9017 67.7211 30.9017 130.338 195.276 255.408 265.932 329.082 385.44 442.924 464.117 527.522 -1.66533e-16 -5.27349e-06
5.156 573.15 533.044 59.2806 -36.8125 61.8103 36.8125 136.243 195.27 249.497 260.021 334.982 385.429 437.013 458.206 533.416 -1.11022e-16 -5.33244e-06
5.157 573.133 538.793 53.5151 -42.5779 56.0448 42.5779 142.003 195.265 243.732 254.256 340.737 385.417 431.248 452.441 539.166 -1.66533e-16 -5.38993e-06
5.158 573.115 544.373 47.9177 -48.1754 50.4474 48.1754 147.595 195.259 238.134 248.658 346.324 385.406 425.65 446.843 544.747 -5.55112e-17 -5.44573e-06
5.159 573.098 549.764 42.5104 -53.5827 45.0401 53.5827 152.997 195.253 232.727 243.251 351.72 385.394 420.243 441.436 550.138 -1.11022e-16 -5.49964e-06
5.16 573.081 554.943 37.3145 -58.7785 39.8442 58.7785 158.188 195.247 227.531 238.055 356.905 385.383 415.047 436.24 555.317 -1.11022e-16 -5.55143e-06
5.161 573.064 559.889 32.3507 -63.7424 34.8804 63.7424 163.146 195.242 222.567 233.091 361.858 385.371 410.083 431.276 560.264 -2.22045e-16 -5.60089e-06
5.162 573.047 564.584 27.6383 -68.4547 30.1681 68.4547 167.853 195.236 217.855 228.379 366.559 385.36 405.371 426.564 564.96 -2.22045e-16 -5.64784e-06
5.163 573.029 569.009 23.1962 -72.8969 25.7259 72.8969 172.289 195.23 213.413 223.937 370.99 385.348 400.929 422.122 569.385 -1.11022e-16 -5.69209e-06
5.164 573.012 573.146 19.0417 -77.0513 21.5714 77.0513 176.438 195.225 209.258 219.782 375.133 385.337 396.774 417.967 573.522 -5.55112e-17 -5.73346e-06
5.165 572.995 576.979 15.1914 -80.9017 17.7211 80.9017 180.282 195.219 205.408 215.932 378.971 385.325 392.924 414.117 577.355 -1.66533e-16 -5.77179e-06
5.166 572.978 580.493 11.6603 -84.4328 14.19 84.4328 183.808 195.213 201.877 212.401 382.491 385.314 389.393 410.586 580.869 -1.11022e-16 -5.80693e-06
5.167 572.961 583.673 8.46239 -87.6307 10.9921 87.6307 187 195.207 198.679 209.203 385.677 385.302 386.195 407.388 584.049 -5.55112e-17 -5.83873e-06
5.168 572.394 586.507 5.88517 -90.4827 8.14007 90.4827 189.846 194.927 196.377 206.351 388.518 384.741 384.167 404.536 586.884 0.000549625 -5.86707e-06
5.169 571.393 588.984 3.88188 -92.9776 5.64512 92.9776 192.335 194.429 194.865 203.856 391.001 383.747 383.147 402.041 589.361 0.000983294 -5.89184e-06
5.17 570.396 591.094 2.24407 -95.1057 3.51712 95.1057 194.457 193.934 193.717 201.728 393.117 382.755 382.49 399.913 591.471 5.91973e-07 -5.91294e-06
5.171 569.871 592.829 0.948768 -96.8583 1.76446 96.8583 196.204 193.47 192.879 199.975 394.858 382.236 381.702 398.16 593.206 0.00102851 -5.93029e-06
5.172 569.367 594.182 0.0328378 -98.2287 0.394049 98.2287 197.568 193.01 192.418 198.605 396.216 381.738 381.273 396.79 594.559 0.000881878 -5.94382e-06
