t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 jV0400 jV0600
0 0 5.03026e-15 0 0 6.21834e-19 1.22465e-14 1.22457e-14 0 0 1.10267e-18 1.22452e-14 0 0 1.30156e-18 1.2245e-14 1.24367e-21 -1.57597e-21
0.001 2.90733 2.91543 3.4763 6.27905 3.1441 -6.27905 -0.669454 2.80274 3.39369 3.06479 2.46548 2.88533 3.37168 3.06478 2.54477 -0.0118754 0.0112192
0.002 6.06367 5.98225 6.60621 12.5333 6.26649 -12.5333 -0.679413 5.927 6.49715 6.16162 5.58716 6.03594 6.4693 6.16136 5.69169 -0.0125102 0.0124872
0.003 9.27234 9.0075 9.62402 18.7381 9.32589 -18.7381 -0.529516 9.11392 9.49592 9.20382 8.88239 9.24182 9.4652 9.20348 9.00404 -0.000154041 0.000224638
0.004 12.2535 12.1022 12.773 24.869 12.4351 -24.869 -0.676757 12.0956 12.645 12.3117 11.7567 12.2234 12.6145 12.3112 11.8796 -0.0120639 0.0119565
0.005 15.3109 15.1815 15.7593 30.9017 15.5331 -30.9017 -0.481321 15.1419 15.6217 15.4008 14.8866 15.2791 15.5895 15.4002 15.0183 -0.00442059 0.00298959
0.006 18.2462 18.0282 18.738 36.8125 18.3921 -36.8125 -0.675604 18.0738 18.5972 18.2551 17.7439 18.2141 18.5644 18.2543 17.8802 -0.0074354 0.00874184
0.007 21.1591 20.8943 21.5967 42.5779 21.27 -42.5779 -0.656261 20.9805 21.4502 21.1277 20.6507 21.1261 21.4164 21.1267 20.792 -0.00301485 0.00521284
0.008 23.9382 23.7164 24.4179 48.1754 24.1013 -48.1754 -0.631458 23.7565 24.2684 23.9555 23.4414 23.9049 24.2341 23.9542 23.586 -0.00809271 0.00603906
0.009 26.6692 26.3806 27.0975 53.5827 26.7741 -53.5827 -0.650995 26.4839 26.9445 26.6245 26.1562 26.6356 26.9096 26.623 26.3042 -0.002885 0.00474849
0.01 29.247 29.0003 29.7174 58.7785 29.4007 -58.7785 -0.631345 29.0595 29.5621 29.2486 28.7447 29.2133 29.5268 29.2469 28.8951 -0.00743369 0.00569276
0.011 31.7553 31.4482 32.175 63.7424 31.855 -63.7424 -0.644928 31.5655 32.0172 31.7002 31.2404 31.7215 31.9814 31.6982 31.3931 -0.00264797 0.00421579
0.012 34.0907 33.8247 34.5531 68.4547 34.2371 -68.4547 -0.629553 33.8994 34.3934 34.0802 33.5857 34.0569 34.3574 34.0778 33.7402 -0.00671207 0.0052446
0.013 36.3382 36.0153 36.7489 72.8969 36.4328 -72.8969 -0.637806 36.1455 36.5874 36.2739 35.8235 36.3044 36.551 36.2711 35.9797 -0.00232279 0.00362844
0.014 38.3936 38.1119 38.8484 77.0513 38.534 -77.0513 -0.626162 38.2 38.6855 38.3733 37.8881 38.36 38.6489 38.3702 38.0456 -0.00592776 0.00470595
0.015 40.3462 40.0091 40.7466 80.9017 40.4353 -80.9017 -0.629135 40.1518 40.5823 40.273 39.8338 40.3127 40.5455 40.2695 39.9926 -0.00192572 0.00299228
0.016 42.0885 41.7936 42.5354 84.4328 42.2235 -84.4328 -0.621021 41.8936 42.37 42.0598 41.5844 42.0553 42.333 42.0559 41.7442 -0.00508294 0.00408705
0.017 43.7171 43.366 44.1047 87.6307 43.7992 -87.6307 -0.618113 43.5218 43.9383 43.6341 43.209 43.6841 43.9011 43.6298 43.3698 -0.00147461 0.00231674
0.018 45.1178 44.8111 45.5557 90.4827 45.2475 -90.4827 -0.613706 44.9224 45.3884 45.0812 44.6168 45.0851 45.3511 45.0764 44.7783 -0.00418003 0.00339727
0.019 46.3989 46.0322 46.769 92.9776 46.4712 -92.9776 -0.603183 46.2035 46.601 46.3038 45.898 46.3665 46.5635 46.2985 46.0602 -0.000991685 0.00161537
0.02 47.4342 47.1165 47.861 95.1057 47.5581 -95.1057 -0.60329 47.2392 47.6923 47.3897 46.9386 47.4023 47.6548 47.384 47.1013 -0.00321891 0.00264403
0.021 48.3521 47.9642 48.695 96.8583 48.4076 -96.8583 -0.580417 48.1573 48.5258 48.2383 47.8641 48.3205 48.4882 48.2321 48.0272 -0.000511029 0.00090947
0.022 49.003 48.6733 49.4134 98.2287 49.1189 -98.2287 -0.587556 48.8088 49.2438 48.9488 48.5156 48.9719 49.2062 48.9421 48.679 -0.00219021 0.00182896
0.023 49.5536 49.1233 49.8444 99.2115 49.5681 -99.2115 -0.532385 49.36 49.6746 49.3973 49.1039 49.5229 49.6369 49.3901 49.2675 -0.000114284 0.000254676
0.024 49.8049 49.4559 50.183 99.8027 49.9044 -99.8027 -0.559098 49.6121 50.013 49.7329 49.3316 49.7746 49.9753 49.7253 49.4953 -0.00104678 0.000924411
0.025 50.0038 49.64 50.1801 100 49.9206 -100 -0.325981 49.8119 50.0099 49.7488 49.7453 49.9741 49.9722 49.7408 49.9089 -4.86687e-06 1.38637e-06
0.026 49.9317 49.5815 50.0533 99.8027 49.808 -99.8027 -0.298449 49.7409 49.8832 49.6359 49.6876 49.9025 49.8454 49.6277 49.851 -1.34278e-06 4.82019e-07
0.027 49.8639 49.8922 49.4963 99.2115 49.3562 -99.2115 0.153166 49.7062 49.3598 49.3236 49.9993 49.8351 49.3542 49.4548 50.1622 0.000346093 -0.000279329
0.028 49.5185 50.1012 48.7747 98.2287 48.7565 -98.2287 0.746391 49.4445 48.8913 49.1066 50.209 49.4902 48.9684 49.6206 50.3714 0.00127145 -0.000765916
0.029 48.9167 50.3606 47.8537 96.8583 47.9407 -96.8583 1.56168 48.9947 48.4196 48.8455 50.4692 48.8889 48.6477 49.9141 50.631 0.000918956 -0.000356344
0.03 48.4108 50.7282 46.6839 95.1057 46.8796 -95.1057 2.62222 48.4113 47.8328 48.476 50.8376 48.3835 47.9823 50.2363 50.9989 0.00165114 -0.00103183
0.031 47.6982 51.1454 45.2615 92.9776 45.6061 -92.9776 3.89524 47.7052 47.1159 48.057 51.2556 47.6713 47.2711 50.6717 51.4164 0.00148329 -0.00069195
0.032 46.8578 51.6537 43.5966 90.4827 44.1035 -90.4827 5.39734 46.8747 46.2811 47.5467 51.7649 46.8315 46.4452 51.1537 51.9252 0.00216363 -0.00129493
0.033 45.9017 52.2179 41.6926 87.6307 42.3943 -87.6307 7.10597 45.9261 45.3252 46.9804 52.3301 45.8759 45.4959 51.7303 52.4899 0.00202259 -0.000996037
0.034 44.8299 52.8636 39.5595 84.4328 40.4715 -84.4328 9.02825 44.8609 44.2569 46.3327 52.9768 44.8045 44.4333 52.3576 53.1361 0.00265802 -0.00155569
0.035 43.6486 53.5646 37.2035 80.9017 38.3544 -80.9017 11.1449 43.6854 43.076 45.6295 53.6789 43.6237 43.2572 53.0684 53.8376 0.00252211 -0.00127526
0.036 42.3605 54.3388 34.6356 77.0513 36.0409 -77.0513 13.4578 42.4025 41.7906 44.853 54.4544 42.336 41.9761 53.8288 54.6125 0.00311733 -0.00180002
0.037 40.9722 55.165 31.8645 72.8969 33.5495 -72.8969 15.9487 41.0187 40.4027 44.0245 55.2817 40.9481 40.5921 54.6633 55.4394 0.00297643 -0.00152819
0.038 39.4876 56.0564 28.9023 68.4547 30.8815 -68.4547 18.6161 39.5384 38.9205 43.1308 56.1744 39.4639 39.1133 55.5438 56.3314 0.00353227 -0.00202156
0.039 37.9138 56.9944 25.7595 63.7424 28.0552 -63.7424 21.4419 37.9684 37.3473 42.1903 57.1137 37.8905 37.5432 56.4893 57.2702 0.0033795 -0.0017522
0.04 36.2558 57.9893 22.4497 58.7785 25.0746 -58.7785 24.4219 36.314 35.6915 41.193 58.1098 36.2329 35.8902 57.4753 58.2657 0.00389539 -0.00221568
0.041 34.5212 59.0241 18.9848 53.5827 21.958 -53.5827 27.5379 34.5827 33.9576 40.1556 59.146 34.4986 34.1589 58.5172 59.3013 0.00372557 -0.00194448
0.042 32.7158 60.107 15.3795 48.1754 18.7116 -48.1754 30.7837 32.7803 32.1543 39.0702 60.2303 32.6935 32.3579 59.5926 60.385 0.00420047 -0.00237873
0.043 30.8476 61.2222 11.6471 42.5779 15.3539 -42.5779 34.1407 30.915 30.287 37.9524 61.3469 30.8257 30.4928 60.7146 61.501 0.00400961 -0.00210248
0.044 28.9232 62.4147 7.80317 36.8125 11.9745 -36.8125 37.5195 28.9932 28.3645 36.9589 62.5409 28.9015 28.5724 61.9054 62.6944 0.00460563 -0.00267093
0.045 26.9508 64.7723 3.86207 30.9017 9.96675 -30.9017 39.5266 27.0232 26.3931 38.8542 63.2943 26.9294 26.6028 65.0537 63.4475 0.00730322 -0.00529988
0.046 24.9375 66.0467 -0.159911 24.869 7.96323 -24.869 41.5295 25.0123 24.3818 40.8799 66.1742 24.9164 24.5933 66.2017 66.3267 0.00515217 -0.00313533
0.047 24.3073 68.0941 -0.697597 18.7381 5.91255 -18.7381 43.5795 24.1497 24.7064 42.9094 68.2238 24.1992 24.8315 68.2309 68.3761 0.0141979 -0.00502971
0.048 24.6376 70.1539 -0.706546 12.5333 3.85032 -12.5333 45.6411 23.7689 25.0781 44.9897 70.2847 24.4706 25.1448 70.3112 70.4363 0.0135802 -0.00326061
0.049 25.6479 72.2412 -0.630921 6.27905 1.75894 -6.27905 47.7317 24.2071 24.7153 47.0612 72.3747 25.3469 24.7989 72.3827 72.5256 0.0074085 -0.00506894
0.05 24.7429 74.3261 -0.701817 -2.09798e-13 -0.327563 1.53143e-13 49.8184 23.7948 25.0564 49.1663 74.4607 24.5224 25.2202 74.4878 74.6109 0.0134693 -0.003319
0.051 25.3688 77.2899 -0.642522 -6.27905 -0.671986 6.27905 52.7853 24.1079 24.8024 52.1334 77.4268 25.1485 24.6529 77.4547 77.5763 0.0113051 -0.00330702
0.052 24.6705 80.3937 -0.69883 -12.5333 -0.678552 12.5333 55.8883 23.8205 25.0332 55.2772 80.5292 24.5737 25.007 80.5986 80.6779 0.0170866 -0.0012921
0.053 25.0271 83.5715 -0.646909 -18.7381 -0.568019 18.7381 59.0739 23.9989 24.9064 58.4062 83.714 24.9306 24.7016 83.7274 83.8619 0.00818315 -0.00475991
0.054 24.8323 86.5598 -0.696653 -24.869 -0.673518 24.869 62.0613 23.9062 24.9491 61.4432 86.7005 24.7452 24.7534 86.7645 86.8476 0.01621 -0.00151777
0.055 24.8326 89.6175 -0.647566 -30.9017 -0.620303 30.9017 65.1258 23.9065 24.9977 64.4638 89.7642 24.7458 24.8017 89.7851 89.9104 0.00875376 -0.00416905
0.056 24.8321 92.5334 -0.694337 -36.8125 -0.662213 36.8125 68.0419 23.9064 24.9508 67.4157 92.6794 24.7455 24.7547 92.7369 92.8248 0.0147954 -0.00182977
0.057 24.8314 95.4446 -0.646567 -42.5779 -0.625265 42.5779 70.9588 23.9062 24.9985 70.3002 95.5954 24.7451 24.8025 95.6214 95.7399 0.00856196 -0.00385213
0.058 24.831 98.2107 -0.691491 -48.1754 -0.656841 48.1754 73.7249 23.9061 24.9534 73.099 98.3606 24.7449 24.7574 98.4201 98.5042 0.0137358 -0.0018143
0.059 24.8303 100.938 -0.644012 -53.5827 -0.626897 53.5827 76.4575 23.9059 25.0009 75.8027 101.092 24.7445 24.8048 101.124 101.235 0.00814216 -0.00353086
0.06 24.8299 103.508 -0.688001 -58.7785 -0.651157 58.7785 79.0272 23.9058 24.9567 78.4036 103.661 24.7443 24.7607 103.724 103.803 0.0125579 -0.00172531
0.061 24.8293 106.009 -0.639811 -63.7424 -0.626321 63.7424 81.5344 23.9056 25.0048 80.884 106.167 24.744 24.8088 106.205 106.308 0.00752181 -0.00318909
0.062 24.829 108.341 -0.683722 -68.4547 -0.644743 68.4547 83.8655 23.9055 24.9607 83.2457 108.497 24.7439 24.7647 108.566 108.637 0.0112521 -0.00157754
0.063 24.8284 110.579 -0.633701 -72.8969 -0.623905 72.8969 86.1091 23.9054 25.0107 85.464 110.74 24.7435 24.8146 110.785 110.879 0.00672892 -0.00282373
0.064 24.8281 112.636 -0.678443 -77.0513 -0.637189 77.0513 88.1636 23.9053 24.9657 87.5496 112.794 24.7435 24.7697 112.87 112.931 0.00982144 -0.00138088
0.065 24.8275 114.575 -0.625165 -80.9017 -0.619658 80.9017 90.1093 23.9052 25.0189 89.4707 114.738 24.7432 24.8229 114.791 114.875 0.00579071 -0.00243494
0.066 24.8273 116.323 -0.671842 -84.4328 -0.627944 84.4328 91.8537 23.9052 24.972 91.2479 116.482 24.7432 24.7759 116.568 116.618 0.00827443 -0.00114369
0.067 24.8268 117.934 -0.613214 -87.6307 -0.613297 87.6307 93.4718 23.9051 25.0305 92.8412 118.099 24.7429 24.8344 118.161 118.234 0.00473643 -0.00202451
0.068 24.8266 119.346 -0.663359 -90.4827 -0.616091 90.4827 94.8776 23.9051 24.98 94.2834 119.504 24.743 24.784 119.603 119.638 0.00662238 -0.000874164
0.069 24.8261 120.603 -0.595817 -92.9776 -0.604117 92.9776 96.1435 23.905 25.0474 95.5232 120.769 24.7428 24.8514 120.843 120.902 0.00360031 -0.00159502
0.07 24.8261 121.659 -0.651882 -95.1057 -0.599764 95.1057 97.1871 23.9051 24.991 96.6107 121.811 24.743 24.795 121.93 121.944 0.0048768 -0.000581387
0.071 24.8258 122.542 -0.568074 -96.8583 -0.59048 96.8583 98.0823 23.9051 25.0746 97.4763 122.706 24.743 24.8786 122.795 122.837 0.00242801 -0.00114871
0.072 24.8261 123.23 -0.634667 -98.2287 -0.573914 98.2287 98.7444 23.9054 25.0075 98.2 123.367 24.7435 24.8114 123.518 123.498 0.00304707 -0.000278652
0.073 24.8273 123.722 -0.515478 -99.2115 -0.567788 99.2115 99.2577 23.9061 25.1257 98.6743 123.88 24.745 24.9297 123.992 124.01 0.00129565 -0.000684208
0.074 24.8283 124.084 -0.601137 -99.8027 -0.509297 99.8027 99.5061 23.9067 25.0391 99.0743 124.128 24.7462 24.8431 124.391 124.257 0.00116918 -2.08672e-05
0.075 24.8467 124.145 -0.408511 -100 -0.512841 100 99.6476 23.916 25.2222 99.1254 124.269 24.7648 25.0262 124.441 124.398 0.000275002 -0.000167283
0.076 24.8776 124.514 -0.372516 -99.8027 -0.179403 99.8027 99.3992 23.9316 25.2424 99.5086 124.02 24.7959 25.0463 124.823 124.149 -2.50865e-05 -8.08087e-11
0.077 25.1293 124.728 0.0937607 -99.2115 0.178867 99.2115 98.9495 24.0574 25.5826 99.7241 123.571 25.0476 25.3863 125.038 123.7 -0.000225129 -4.16334e-17
0.078 25.6001 125.706 0.814637 -98.2287 1.16014 98.2287 97.9668 24.2928 26.0678 100.704 122.588 25.5184 25.8712 126.016 122.717 -0.000313806 -1.38778e-17
0.079 26.2817 127.073 1.84416 -96.8583 2.52928 96.8583 96.5964 24.6334 26.7565 102.072 121.218 26.1997 26.5592 127.383 121.347 -0.000371733 0
0.08 27.1517 128.821 3.16178 -95.1057 4.28066 95.1057 94.8437 25.0682 27.639 103.822 119.465 27.0692 27.4411 129.132 119.594 -0.00050123 1.38778e-17
0.081 28.2134 130.944 4.75893 -92.9776 6.40736 92.9776 92.7157 25.5988 28.7053 105.948 117.337 28.1304 28.5066 131.256 117.466 -0.000564101 1.38778e-17
0.082 29.457 133.434 6.63206 -90.4827 8.90098 90.4827 90.2207 26.2203 29.9567 108.44 114.842 29.3734 29.757 133.747 114.971 -0.000682319 -1.38778e-17
0.083 30.8816 136.281 8.77189 -87.6307 11.7517 87.6307 87.3687 26.9322 31.3843 111.289 111.99 30.7972 31.1836 136.595 112.119 -0.00074519 1.38778e-17
0.084 32.478 137.501 11.1716 -84.4328 13.9614 84.4328 85.1576 27.73 32.9859 112.511 110.765 32.3929 32.7841 137.815 111.881 -0.00282738 0.00197345
0.085 34.2426 138.21 13.8205 -80.9017 16.0824 80.9017 83.0353 28.6119 34.7525 113.222 110.052 34.1566 34.5496 138.525 112.577 -0.00373103 0.00281757
0.086 36.166 138.938 16.7092 -77.0513 18.3723 77.0513 80.7439 29.5732 36.6796 113.951 109.32 36.0792 36.4755 139.253 113.403 -0.00131434 0.000301668
0.087 38.2426 139.806 19.8255 -72.8969 20.8841 72.8969 78.2307 30.6111 38.7576 114.82 108.448 38.1549 38.5522 140.12 114.173 -0.00407072 0.00300401
0.088 40.4624 140.665 23.1578 -68.4547 23.5357 68.4547 75.5777 31.7205 40.98 115.681 107.584 40.3739 40.7734 140.98 115.098 -0.00183955 0.00068369
0.089 42.8182 141.63 26.6922 -63.7424 26.3753 63.7424 72.7367 32.898 43.3366 116.648 106.614 42.7287 43.1287 141.946 115.999 -0.0042739 0.00307115
0.09 45.2991 142.599 30.4156 -58.7785 29.3426 58.7785 69.768 34.138 45.8195 117.619 105.641 45.2088 45.6103 142.915 117.021 -0.00223397 0.000952846
0.091 47.8968 143.656 34.3126 -53.5827 32.4698 53.5827 66.6394 35.4364 48.4176 118.677 104.579 47.8057 48.2071 143.972 118.027 -0.00450953 0.00319
0.092 50.6223 144.717 37.8914 -48.1754 35.7046 48.1754 63.4031 37.2644 51.0987 119.74 103.514 50.5309 50.8873 145.033 119.133 -0.00351183 0.00117154
0.093 53.9461 145.851 40.7089 -42.5779 39.0712 42.5779 60.0351 40.0438 53.3715 120.875 102.375 53.8545 53.3073 146.167 120.224 -0.00747009 0.00329367
0.094 56.3335 146.985 43.5685 -36.8125 42.5218 36.8125 56.583 42.9492 56.7489 122.011 101.237 56.2415 56.6836 147.301 121.398 -0.00302661 0.00134639
0.095 59.5778 148.179 46.5452 -30.9017 46.0753 30.9017 53.028 45.8826 59.4136 123.208 100.037 59.4864 59.0363 148.496 122.555 -0.00757316 0.00337033
0.096 62.3971 149.368 49.544 -24.869 49.6869 24.869 49.4149 48.916 62.6095 124.398 98.844 62.3219 62.2479 149.685 123.781 -0.00338727 0.001479
0.097 65.5035 150.605 52.6262 -18.7381 53.3718 18.7381 45.7285 51.9639 65.6321 125.637 97.6021 65.4289 65.2108 150.923 124.984 -0.00761587 0.00341449
0.098 68.6194 151.828 55.7128 -12.5333 57.087 12.5333 42.0118 55.0815 68.719 126.863 96.3734 68.5455 68.2978 152.147 126.243 -0.00362549 0.00156975
0.099 71.7293 153.089 58.855 -6.27905 60.8454 6.27905 38.2518 58.1929 71.8613 128.125 95.1078 71.6561 71.4403 153.408 127.472 -0.00760322 0.003423
0.1 74.8814 154.328 61.9796 4.19596e-13 64.6054 -3.18532e-13 34.4903 61.3465 74.986 129.366 93.8638 74.809 74.5651 154.647 128.745 -0.00376431 0.00161891
0.101 78.0048 155.593 65.1329 6.27905 68.3784 -6.27905 30.7158 64.4715 78.1394 130.633 92.5939 77.9331 77.7187 155.912 129.98 -0.00751102 0.00339406
0.102 81.1437 156.827 68.2459 12.5333 72.1236 -12.5333 26.969 67.6121 81.2523 131.869 91.3545 81.0728 80.8318 157.147 131.248 -0.00380723 0.001627
0.103 84.2307 158.077 71.3611 18.7381 75.8518 -18.7381 23.2393 70.7008 84.3677 133.121 90.0999 84.1606 83.9473 158.397 132.468 -0.00733606 0.00332687
0.104 87.3073 159.287 74.4127 24.869 79.5229 -24.869 19.5665 73.7792 87.4193 134.332 88.8852 87.2381 86.9991 159.607 133.712 -0.00375729 0.00159498
0.105 90.3088 160.501 77.4412 30.9017 83.1477 -30.9017 15.9402 76.7826 90.4478 135.549 87.6652 90.2405 90.0278 160.822 134.898 -0.0070775 0.0032214
0.106 93.2751 161.667 80.3828 36.8125 86.6867 -36.8125 12.3996 79.7507 93.3895 136.716 86.4948 93.2077 92.9696 161.988 136.098 -0.00361844 0.00152438
0.107 96.1433 162.985 83.2772 42.5779 88.769 -42.5779 10.3156 82.6209 96.284 138.037 88.0923 96.0769 95.8642 163.306 138.456 -0.00950051 0.00584253
0.108 98.9529 163.309 86.0621 48.1754 90.6296 -48.1754 8.45339 85.4325 99.0689 138.362 89.9653 98.8874 98.6493 163.63 141.862 -0.00637233 0.00439388
0.109 101.642 165.1 88.7771 53.5827 92.4246 -53.5827 6.65678 88.1238 101.784 140.155 91.7794 101.578 101.365 165.422 143.677 -0.00624469 0.00282859
0.11 104.251 166.832 91.3608 58.7785 94.1607 -58.7785 4.91894 90.7349 104.368 141.89 93.4996 104.188 103.949 167.155 145.397 -0.005909 0.00408984
0.111 106.718 168.475 93.854 63.7424 95.8074 -63.7424 3.27063 93.2045 106.861 143.535 95.1668 106.656 106.442 168.798 147.064 -0.005676 0.0025435
0.112 109.086 170.047 96.1953 68.4547 97.3826 -68.4547 1.69375 95.5744 109.202 145.108 96.7254 109.025 108.784 170.37 148.622 -0.00535065 0.00373015
0.113 111.292 171.515 98.4278 72.8969 98.8546 -72.8969 0.22005 97.783 111.435 146.578 98.2201 111.232 111.016 171.838 150.117 -0.00501896 0.00220915
0.114 113.382 173.171 100.489 77.0513 100.515 -77.0513 -0.621522 99.875 113.496 148.237 99.8707 113.323 113.078 173.495 151.768 -0.00416618 0.00441996
0.115 115.292 175.042 102.426 80.9017 102.39 -80.9017 -0.656613 101.787 115.434 150.11 101.81 115.234 115.015 175.366 153.707 -0.00308154 0.00431279
0.116 117.071 176.891 104.174 84.4328 104.242 -84.4328 -0.544079 103.569 117.182 151.961 103.599 117.015 116.764 177.216 155.496 -0.00386178 0.003011
0.117 118.654 178.404 105.786 87.6307 105.759 -87.6307 -0.643057 105.154 118.793 153.476 105.179 118.599 118.375 178.729 157.076 -0.00269313 0.00332841
0.118 120.096 179.873 107.192 90.4827 107.233 -90.4827 -0.595536 106.599 120.2 154.948 106.603 120.042 119.782 180.199 158.501 -0.00280336 0.00286052
0.119 121.326 181.08 108.453 92.9776 108.444 -92.9776 -0.617441 107.832 121.461 156.157 107.864 121.273 121.043 181.406 159.761 -0.0022668 0.00212234
0.12 122.411 182.172 109.493 95.1057 109.539 -95.1057 -0.588083 108.919 122.501 157.251 108.923 122.359 122.084 182.498 160.821 -0.0019984 0.00220554
0.121 123.267 183.011 110.385 96.8583 110.382 -96.8583 -0.596215 109.778 123.394 158.091 109.824 123.216 122.977 183.337 161.721 -0.00157209 0.00129932
0.122 123.981 183.722 111.037 98.2287 111.097 -98.2287 -0.573539 110.495 124.046 158.805 110.5 123.932 123.63 184.049 162.397 -0.0012135 0.00149068
0.123 124.448 184.172 111.549 99.2115 111.551 -99.2115 -0.55906 110.964 124.559 159.257 111.041 124.399 124.142 184.499 162.938 -0.000833644 0.000514438
0.124 124.8 184.498 111.782 99.8027 111.881 -99.8027 -0.543353 111.321 124.794 159.585 111.317 124.753 124.38 184.825 163.214 -0.000474695 0.000709099
0.125 124.862 184.489 111.912 100 111.875 -100 -0.38769 111.387 124.925 159.578 111.673 124.817 124.512 184.816 163.57 -0.000179227 7.6375e-06
0.126 124.865 184.381 111.678 99.8027 111.771 -99.8027 -0.295107 111.423 124.721 159.472 111.67 124.821 124.338 184.708 163.568 6.47058e-05 9.03657e-07
0.127 124.614 183.785 111.269 99.2115 111.178 -99.2115 0.292149 111.24 124.377 158.877 112.258 124.571 124.06 184.111 164.155 0.000125535 1.19821e-12
0.128 124.23 182.797 110.476 98.2287 110.194 -98.2287 1.26923 111.048 123.775 157.891 113.235 124.188 123.647 183.123 165.132 0.000254227 -2.77556e-17
0.129 123.682 181.422 109.378 96.8583 108.822 -96.8583 2.63964 110.774 122.949 156.516 114.605 123.641 123.094 181.747 166.502 0.000291694 -1.38778e-17
0.13 122.983 179.664 107.973 95.1057 107.067 -95.1057 4.3923 110.426 121.891 154.76 116.358 122.944 122.383 179.989 168.255 0.000399494 -1.38778e-17
0.131 122.131 177.531 106.269 92.9776 104.937 -92.9776 6.52031 110 120.611 152.629 118.486 122.093 121.528 177.856 170.383 0.000446135 -2.77556e-17
0.132 121.134 175.031 104.271 90.4827 102.441 -90.4827 9.01525 109.502 119.11 150.13 120.981 121.097 120.523 175.356 172.878 0.00054401 -1.38778e-17
0.133 119.992 175.398 101.988 87.6307 99.5879 -87.6307 11.8664 108.932 117.396 147.276 123.831 119.956 119.379 172.501 175.727 0.000592993 -1.75598e-06
0.134 118.713 178.597 99.4282 84.4328 96.3891 -84.4328 15.0634 108.293 115.474 144.077 127.027 118.678 118.095 169.301 178.922 0.000682811 -1.78797e-06
0.135 117.299 182.122 96.6023 80.9017 92.858 -80.9017 18.5927 107.587 113.353 140.546 130.554 117.265 116.679 165.77 182.448 0.000727749 -1.82322e-06
0.136 115.758 185.966 93.5206 77.0513 89.0076 -77.0513 22.4412 106.817 111.04 136.695 134.401 115.726 115.135 161.919 186.293 0.000809653 -1.86166e-06
0.137 114.095 190.114 90.1962 72.8969 84.8532 -72.8969 26.5938 105.986 108.546 132.541 138.552 114.063 113.47 157.765 190.442 0.000850456 -1.90314e-06
0.138 112.317 194.549 86.6413 68.4547 80.411 -68.4547 31.034 105.097 105.878 128.099 142.99 112.287 111.69 153.323 194.878 0.000924078 -1.94749e-06
0.139 110.5 199.254 83.0418 63.7424 75.6987 -63.7424 35.7444 103.983 103.392 123.386 147.699 110.471 109.903 148.61 199.584 0.0013016 -1.99454e-06
0.14 108.379 200.868 79.7172 58.7785 72.4068 -58.7785 39.0343 102.343 101.706 121.766 149.315 108.351 108.697 148.662 201.198 0.00566308 -0.00334586
0.141 107.001 201.906 76.2624 53.5827 69.2866 -53.5827 42.1525 100.601 99.9926 120.722 150.355 106.973 106.618 149.693 202.237 0.00536083 -0.00415331
0.142 105.182 202.932 72.6474 48.1754 66.0667 -48.1754 45.3703 98.8074 98.1699 119.689 151.383 105.166 104.808 150.848 203.263 0.00260383 -0.000226111
0.143 103.302 204.098 68.9233 42.5779 62.6819 -42.5779 48.7531 96.933 96.3192 118.517 152.551 103.287 102.96 151.889 204.429 0.0056106 -0.00423736
0.144 101.383 205.214 65.0709 36.8125 59.2381 -36.8125 52.1948 95.0189 94.3799 117.395 153.67 101.37 101.023 153.088 205.545 0.00310373 -0.000651266
0.145 99.401 206.423 61.1372 30.9017 55.6749 -30.9017 55.756 93.0409 92.4232 116.179 154.881 99.3886 99.0689 154.22 206.755 0.00556897 -0.00406574
0.146 97.393 207.598 57.1077 24.869 52.0681 -24.869 59.3607 91.0367 90.3969 114.998 156.058 97.3816 97.0445 155.465 207.929 0.00335009 -0.000848126
0.147 95.3384 208.846 53.0266 18.7381 48.3751 -18.7381 63.0516 88.9859 88.3656 113.743 157.309 95.328 95.0151 156.648 209.178 0.00564316 -0.00404534
0.148 93.2726 210.058 48.8831 12.5333 44.6637 -12.5333 66.7609 86.9237 86.2835 112.525 158.523 93.2631 92.9346 157.923 210.39 0.00350649 -0.000983324
0.149 91.1778 211.328 44.7194 6.27905 40.8981 -6.27905 70.5244 84.8322 84.2102 111.248 159.795 91.1692 90.863 159.135 211.661 0.00566671 -0.00400957
0.15 89.087 212.556 40.527 -6.73803e-13 37.1413 6.61557e-13 74.2791 82.7446 82.1046 110.014 161.026 89.0794 88.7586 160.423 212.889 0.00358205 -0.00106785
0.151 86.9845 213.83 36.3465 -6.27905 33.3617 6.27905 78.0566 80.6452 80.0226 108.734 162.302 86.9777 86.678 161.642 214.163 0.0056269 -0.00394544
0.152 84.9019 215.053 32.1711 -12.5333 29.6193 12.5333 81.7968 78.5654 77.9261 107.503 163.528 84.896 84.5826 162.923 215.387 0.0035805 -0.00110646
0.153 82.8246 216.311 28.04 -18.7381 25.8847 18.7381 85.5292 76.4909 75.8686 106.239 164.788 82.8195 82.5263 164.129 216.645 0.00551925 -0.00384787
0.154 80.7831 217.51 23.9472 -24.869 22.2162 24.869 89.1956 74.452 73.8139 105.033 165.99 80.7788 80.4726 165.385 217.844 0.0035047 -0.00110228
0.155 78.7634 218.733 19.9308 -30.9017 18.5851 30.9017 92.8245 72.435 71.8138 103.803 167.215 78.76 78.4734 166.558 219.067 0.00534254 -0.00371467
