t 1 2 3 jxH0100
1.724 0.000158488 0.52 0.52 0.000158488
1.725 9.99991e-05 0.5 0.5 9.99991e-05
1.726 6.30948e-05 0.48 0.48 6.30948e-05
1.727 3.98097e-05 0.46 0.46 3.98097e-05
1.728 2.51179e-05 0.44 0.44 2.51179e-05
1.729 1.58479e-05 0.42 0.42 1.58479e-05
1.73 9.99901e-06 0.4 0.4 9.99901e-06
1.731 6.30858e-06 0.38 0.38 6.30858e-06
1.732 3.98007e-06 0.36 0.36 3.98007e-06
1.733 2.51089e-06 0.34 0.34 2.51089e-06
1.734 1.58389e-06 0.32 0.32 1.58389e-06
1.735 9.99001e-07 0.3 0.3 9.99001e-07
1.736 6.29958e-07 0.28 0.28 6.29958e-07
1.737 3.97107e-07 0.26 0.26 3.97107e-07
1.738 2.50189e-07 0.24 0.24 2.50189e-07
1.739 1.57489e-07 0.22 0.22 1.57489e-07
1.74 9.9e-08 0.2 0.2 9.9e-08
1.741 6.20958e-08 0.18 0.18 6.20958e-08
1.742 3.88107e-08 0.16 0.16 3.88107e-08
1.743 2.41189e-08 0.14 0.14 2.41189e-08
1.744 1.48489e-08 0.12 0.12 1.48489e-08
1.745 9e-09 0.1 0.1 9e-09
1.746 5.30957e-09 0.08 0.08 5.30957e-09
1.747 2.98107e-09 0.06 0.06 2.98107e-09
1.748 1.51189e-09 0.04 0.04 1.51189e-09
1.749 5.84893e-10 0.02 0.02 5.84893e-10
1.75 3.77323e-20 1.63869e-12 1.63869e-12 3.77323e-20
1.751 -3.69043e-10 -0.02 -0.02 -3.69043e-10
1.752 -6.01893e-10 -0.04 -0.04 -6.01893e-10
1.753 -7.48811e-10 -0.06 -0.06 -7.48811e-10
1.754 -8.41511e-10 -0.08 -0.08 -8.41511e-10
1.755 -9e-10 -0.1 -0.1 -9e-10
1.756 -9.36904e-10 -0.12 -0.12 -9.36904e-10
1.757 -9.60189e-10 -0.14 -0.14 -9.60189e-10
1.758 -9.74881e-10 -0.16 -0.16 -9.74881e-10
1.759 -9.84151e-10 -0.18 -0.18 -9.84151e-10
1.76 -9.9e-10 -0.2 -0.2 -9.9e-10
1.761 -9.9369e-10 -0.22 -0.22 -9.9369e-10
1.762 -9.96019e-10 -0.24 -0.24 -9.96019e-10
1.763 -9.97488e-10 -0.26 -0.26 -9.97488e-10
1.764 -9.98415e-10 -0.28 -0.28 -9.98415e-10
1.765 -9.99e-10 -0.3 -0.3 -9.99e-10
1.766 -9.99369e-10 -0.32 -0.32 -9.99369e-10
1.767 -9.99602e-10 -0.34 -0.34 -9.99602e-10
1.768 -9.99749e-10 -0.36 -0.36 -9.99749e-10
1.769 -9.99842e-10 -0.38 -0.38 -9.99842e-10
1.77 -9.999e-10 -0.4 -0.4 -9.999e-10
1.771 -9.99937e-10 -0.42 -0.42 -9.99937e-10
1.772 -9.9996e-10 -0.44 -0.44 -9.9996e-10
1.773 -9.99975e-10 -0.46 -0.46 -9.99975e-10
1.774 -9.99984e-10 -0.48 -0.48 -9.99984e-10
1.775 -9.9999e-10 -0.5 -0.5 -9.9999e-10
1.776 -9.99994e-10 -0.52 -0.52 -9.99994e-10
1.777 -9.99996e-10 -0.54 -0.54 -9.99996e-10
1.778 -9.99997e-10 -0.56 -0.56 -9.99997e-10
1.779 -9.99998e-10 -0.58 -0.58 -9.99998e-10
1.78 -9.99999e-10 -0.6 -0.6 -9.99999e-10
1.781 -9.99999e-10 -0.62 -0.62 -9.99999e-10
1.782 -1e-09 -0.64 -0.64 -1e-09
1.783 -1e-09 -0.66 -0.66 -1e-09
1.784 -1e-09 -0.68 -0.68 -1e-09
1.785 -1e-09 -0.7 -0.7 -1e-09
1.786 -1e-09 -0.72 -0.72 -1e-09
1.787 -1e-09 -0.74 -0.74 -1e-09
1.788 -1e-09 -0.76 -0.76 -1e-09
1.789 -1e-09 -0.78 -0.78 -1e-09
1.79 -1e-09 -0.8 -0.8 -1e-09
1.791 -1e-09 -0.82 -0.82 -1e-09
1.792 -1e-09 -0.84 -0.84 -1e-09
1.793 -1e-09 -0.86 -0.86 -1e-09
1.794 -1e-09 -0.88 -0.88 -1e-09
1.795 -1e-09 -0.9 -0.9 -1e-09
1.796 -1e-09 -0.92 -0.92 -1e-09
1.797 -1e-09 -0.94 -0.94 -1e-09
1.798 -1e-09 -0.96 -0.96 -1e-09
1.799 -1e-09 -0.98 -0.98 -1e-09
1.8 -1e-09 -1 -1 -1e-09
1.801 -1e-09 -1.02 -1.02 -1e-09
1.802 -1e-09 -1.04 -1.04 -1e-09
1.803 -1e-09 -1.06 -1.06 -1e-09
1.804 -1e-09 -1.08 -1.08 -1e-09
1.805 -1e-09 -1.1 -1.1 -1e-09
1.806 -1e-09 -1.12 -1.12 -1e-09
1.807 -1e-09 -1.14 -1.14 -1e-09
1.808 -1e-09 -1.16 -1.16 -1e-09
1.809 -1e-09 -1.18 -1.18 -1e-09
1.81 -1e-09 -1.2 -1.2 -1e-09
1.811 -1e-09 -1.22 -1.22 -1e-09
1.812 -1e-09 -1.24 -1.24 -1e-09
1.813 -1e-09 -1.26 -1.26 -1e-09
1.814 -1e-09 -1.28 -1.28 -1e-09
1.815 -1e-09 -1.3 -1.3 -1e-09
1.816 -1e-09 -1.32 -1.32 -1e-09
1.817 -1e-09 -1.34 -1.34 -1e-09
1.818 -1e-09 -1.36 -1.36 -1e-09
1.819 -1e-09 -1.38 -1.38 -1e-09
1.82 -1e-09 -1.4 -1.4 -1e-09
1.821 -1e-09 -1.42 -1.42 -1e-09
1.822 -1e-09 -1.44 -1.44 -1e-09
1.823 -1e-09 -1.46 -1.46 -1e-09
1.824 -1e-09 -1.48 -1.48 -1e-09
1.825 -1e-09 -1.5 -1.5 -1e-09
1.826 -1e-09 -1.52 -1.52 -1e-09
1.827 -1e-09 -1.54 -1.54 -1e-09
1.828 -1e-09 -1.56 -1.56 -1e-09
1.829 -1e-09 -1.58 -1.58 -1e-09
1.83 -1e-09 -1.6 -1.6 -1e-09
1.831 -1e-09 -1.62 -1.62 -1e-09
1.832 -1e-09 -1.64 -1.64 -1e-09
1.833 -1e-09 -1.66 -1.66 -1e-09
1.834 -1e-09 -1.68 -1.68 -1e-09
1.835 -1e-09 -1.7 -1.7 -1e-09
1.836 -1e-09 -1.72 -1.72 -1e-09
1.837 -1e-09 -1.74 -1.74 -1e-09
1.838 -1e-09 -1.76 -1.76 -1e-09
1.839 -1e-09 -1.78 -1.78 -1e-09
1.84 -1e-09 -1.8 -1.8 -1e-09
1.841 -1e-09 -1.82 -1.82 -1e-09
1.842 -1e-09 -1.84 -1.84 -1e-09
1.843 -1e-09 -1.86 -1.86 -1e-09
1.844 -1e-09 -1.88 -1.88 -1e-09
1.845 -1e-09 -1.9 -1.9 -1e-09
1.846 -1e-09 -1.92 -1.92 -1e-09
1.847 -1e-09 -1.94 -1.94 -1e-09
1.848 -1e-09 -1.96 -1.96 -1e-09
1.849 -1e-09 -1.98 -1.98 -1e-09
1.85 -1e-09 -2 -2 -1e-09
1.851 -1e-09 -2.02 -2.02 -1e-09
1.852 -1e-09 -2.04 -2.04 -1e-09
1.853 -1e-09 -2.06 -2.06 -1e-09
1.854 -1e-09 -2.08 -2.08 -1e-09
1.855 -1e-09 -2.1 -2.1 -1e-09
1.856 -1e-09 -2.12 -2.12 -1e-09
1.857 -1e-09 -2.14 -2.14 -1e-09
1.858 -1e-09 -2.16 -2.16 -1e-09
1.859 -1e-09 -2.18 -2.18 -1e-09
1.86 -1e-09 -2.2 -2.2 -1e-09
1.861 -1e-09 -2.22 -2.22 -1e-09
1.862 -1e-09 -2.24 -2.24 -1e-09
1.863 -1e-09 -2.26 -2.26 -1e-09
1.864 -1e-09 -2.28 -2.28 -1e-09
1.865 -1e-09 -2.3 -2.3 -1e-09
1.866 -1e-09 -2.32 -2.32 -1e-09
1.867 -1e-09 -2.34 -2.34 -1e-09
1.868 -1e-09 -2.36 -2.36 -1e-09
1.869 -1e-09 -2.38 -2.38 -1e-09
1.87 -1e-09 -2.4 -2.4 -1e-09
1.871 -1e-09 -2.42 -2.42 -1e-09
1.872 -1e-09 -2.44 -2.44 -1e-09
1.873 -1e-09 -2.46 -2.46 -1e-09
1.874 -1e-09 -2.48 -2.48 -1e-09
1.875 -1e-09 -2.5 -2.5 -1e-09
1.876 -1e-09 -2.52 -2.52 -1e-09
1.877 -1e-09 -2.54 -2.54 -1e-09
1.878 -1e-09 -2.56 -2.56 -1e-09
1.879 -1e-09 -2.58 -2.58 -1e-09
1.88 -1e-09 -2.6 -2.6 -1e-09
1.881 -1e-09 -2.62 -2.62 -1e-09
1.882 -1e-09 -2.64 -2.64 -1e-09
1.883 -1e-09 -2.66 -2.66 -1e-09
1.884 -1e-09 -2.68 -2.68 -1e-09
1.885 -1e-09 -2.7 -2.7 -1e-09
1.886 -1e-09 -2.72 -2.72 -1e-09
1.887 -1e-09 -2.74 -2.74 -1e-09
1.888 -1e-09 -2.76 -2.76 -1e-09
1.889 -1e-09 -2.78 -2.78 -1e-09
1.89 -1e-09 -2.8 -2.8 -1e-09
1.891 -1e-09 -2.82 -2.82 -1e-09
1.892 -1e-09 -2.84 -2.84 -1e-09
1.893 -1e-09 -2.86 -2.86 -1e-09
1.894 -1e-09 -2.88 -2.88 -1e-09
1.895 -1e-09 -2.9 -2.9 -1e-09
1.896 -1e-09 -2.92 -2.92 -1e-09
1.897 -1e-09 -2.94 -2.94 -1e-09
1.898 -1e-09 -2.96 -2.96 -1e-09
1.899 -1e-09 -2.98 -2.98 -1e-09
1.9 -1e-09 -3 -3 -1e-09
1.901 -1e-09 -3.02 -3.02 -1e-09
1.902 -1e-09 -3.04 -3.04 -1e-09
1.903 -1e-09 -3.06 -3.06 -1e-09
1.904 -1e-09 -3.08 -3.08 -1e-09
1.905 -1e-09 -3.1 -3.1 -1e-09
1.906 -1e-09 -3.12 -3.12 -1e-09
1.907 -1e-09 -3.14 -3.14 -1e-09
1.908 -1e-09 -3.16 -3.16 -1e-09
1.909 -1e-09 -3.18 -3.18 -1e-09
1.91 -1e-09 -3.2 -3.2 -1e-09
1.911 -1e-09 -3.22 -3.22 -1e-09
1.912 -1e-09 -3.24 -3.24 -1e-09
1.913 -1e-09 -3.26 -3.26 -1e-09
1.914 -1e-09 -3.28 -3.28 -1e-09
1.915 -1e-09 -3.3 -3.3 -1e-09
1.916 -1e-09 -3.32 -3.32 -1e-09
1.917 -1e-09 -3.34 -3.34 -1e-09
1.918 -1e-09 -3.36 -3.36 -1e-09
1.919 -1e-09 -3.38 -3.38 -1e-09
1.92 -1e-09 -3.4 -3.4 -1e-09
1.921 -1e-09 -3.42 -3.42 -1e-09
1.922 -1e-09 -3.44 -3.44 -1e-09
1.923 -1e-09 -3.46 -3.46 -1e-09
1.924 -1e-09 -3.48 -3.48 -1e-09
1.925 -1e-09 -3.5 -3.5 -1e-09
1.926 -1e-09 -3.52 -3.52 -1e-09
1.927 -1e-09 -3.54 -3.54 -1e-09
1.928 -1e-09 -3.56 -3.56 -1e-09
1.929 -1e-09 -3.58 -3.58 -1e-09
1.93 -1e-09 -3.6 -3.6 -1e-09
1.931 -1e-09 -3.62 -3.62 -1e-09
1.932 -1e-09 -3.64 -3.64 -1e-09
1.933 -1e-09 -3.66 -3.66 -1e-09
1.934 -1e-09 -3.68 -3.68 -1e-09
1.935 -1e-09 -3.7 -3.7 -1e-09
1.936 -1e-09 -3.72 -3.72 -1e-09
1.937 -1e-09 -3.74 -3.74 -1e-09
1.938 -1e-09 -3.76 -3.76 -1e-09
1.939 -1e-09 -3.78 -3.78 -1e-09
1.94 -1e-09 -3.8 -3.8 -1e-09
1.941 -1e-09 -3.82 -3.82 -1e-09
1.942 -1e-09 -3.84 -3.84 -1e-09
1.943 -1e-09 -3.86 -3.86 -1e-09
1.944 -1e-09 -3.88 -3.88 -1e-09
1.945 -1e-09 -3.9 -3.9 -1e-09
1.946 -1e-09 -3.92 -3.92 -1e-09
1.947 -1e-09 -3.94 -3.94 -1e-09
1.948 -1e-09 -3.96 -3.96 -1e-09
1.949 -1e-09 -3.98 -3.98 -1e-09
1.95 -1e-09 -4 -4 -1e-09
1.951 -1e-09 -4.02 -4.02 -1e-09
1.952 -1e-09 -4.04 -4.04 -1e-09
1.953 -1e-09 -4.06 -4.06 -1e-09
1.954 -1e-09 -4.08 -4.08 -1e-09
1.955 -1e-09 -4.1 -4.1 -1e-09
1.956 -1e-09 -4.12 -4.12 -1e-09
1.957 -1e-09 -4.14 -4.14 -1e-09
1.958 -1e-09 -4.16 -4.16 -1e-09
1.959 -1e-09 -4.18 -4.18 -1e-09
1.96 -1e-09 -4.2 -4.2 -1e-09
1.961 -1e-09 -4.22 -4.22 -1e-09
1.962 -1e-09 -4.24 -4.24 -1e-09
1.963 -1e-09 -4.26 -4.26 -1e-09
1.964 -1e-09 -4.28 -4.28 -1e-09
1.965 -1e-09 -4.3 -4.3 -1e-09
1.966 -1e-09 -4.32 -4.32 -1e-09
1.967 -1e-09 -4.34 -4.34 -1e-09
1.968 -1e-09 -4.36 -4.36 -1e-09
1.969 -1e-09 -4.38 -4.38 -1e-09
1.97 -1e-09 -4.4 -4.4 -1e-09
1.971 -1e-09 -4.42 -4.42 -1e-09
1.972 -1e-09 -4.44 -4.44 -1e-09
1.973 -1e-09 -4.46 -4.46 -1e-09
1.974 -1e-09 -4.48 -4.48 -1e-09
1.975 -1e-09 -4.5 -4.5 -1e-09
1.976 -1e-09 -4.52 -4.52 -1e-09
1.977 -1e-09 -4.54 -4.54 -1e-09
1.978 -1e-09 -4.56 -4.56 -1e-09
1.979 -1e-09 -4.58 -4.58 -1e-09
1.98 -1e-09 -4.6 -4.6 -1e-09
1.981 -1e-09 -4.62 -4.62 -1e-09
1.982 -1e-09 -4.64 -4.64 -1e-09
1.983 -1e-09 -4.66 -4.66 -1e-09
1.984 -1e-09 -4.68 -4.68 -1e-09
1.985 -1e-09 -4.7 -4.7 -1e-09
1.986 -1e-09 -4.72 -4.72 -1e-09
1.987 -1e-09 -4.74 -4.74 -1e-09
1.988 -1e-09 -4.76 -4.76 -1e-09
1.989 -1e-09 -4.78 -4.78 -1e-09
1.99 -1e-09 -4.8 -4.8 -1e-09
1.991 -1e-09 -4.82 -4.82 -1e-09
1.992 -1e-09 -4.84 -4.84 -1e-09
1.993 -1e-09 -4.86 -4.86 -1e-09
1.994 -1e-09 -4.88 -4.88 -1e-09
1.995 -1e-09 -4.9 -4.9 -1e-09
1.996 -1e-09 -4.92 -4.92 -1e-09
1.997 -1e-09 -4.94 -4.94 -1e-09
1.998 -1e-09 -4.96 -4.96 -1e-09
1.999 -1e-09 -4.98 -4.98 -1e-09
2 -1e-09 -5 -5 -1e-09
2.001 -1e-09 -4.98 -4.98 -1e-09
2.002 -1e-09 -4.96 -4.96 -1e-09
2.003 -1e-09 -4.94 -4.94 -1e-09
2.004 -1e-09 -4.92 -4.92 -1e-09
2.005 -1e-09 -4.9 -4.9 -1e-09
2.006 -1e-09 -4.88 -4.88 -1e-09
2.007 -1e-09 -4.86 -4.86 -1e-09
2.008 -1e-09 -4.84 -4.84 -1e-09
2.009 -1e-09 -4.82 -4.82 -1e-09
2.01 -1e-09 -4.8 -4.8 -1e-09
2.011 -1e-09 -4.78 -4.78 -1e-09
2.012 -1e-09 -4.76 -4.76 -1e-09
2.013 -1e-09 -4.74 -4.74 -1e-09
2.014 -1e-09 -4.72 -4.72 -1e-09
2.015 -1e-09 -4.7 -4.7 -1e-09
2.016 -1e-09 -4.68 -4.68 -1e-09
2.017 -1e-09 -4.66 -4.66 -1e-09
2.018 -1e-09 -4.64 -4.64 -1e-09
2.019 -1e-09 -4.62 -4.62 -1e-09
2.02 -1e-09 -4.6 -4.6 -1e-09
2.021 -1e-09 -4.58 -4.58 -1e-09
2.022 -1e-09 -4.56 -4.56 -1e-09
2.023 -1e-09 -4.54 -4.54 -1e-09
2.024 -1e-09 -4.52 -4.52 -1e-09
2.025 -1e-09 -4.5 -4.5 -1e-09
2.026 -1e-09 -4.48 -4.48 -1e-09
2.027 -1e-09 -4.46 -4.46 -1e-09
2.028 -1e-09 -4.44 -4.44 -1e-09
2.029 -1e-09 -4.42 -4.42 -1e-09
2.03 -1e-09 -4.4 -4.4 -1e-09
2.031 -1e-09 -4.38 -4.38 -1e-09
2.032 -1e-09 -4.36 -4.36 -1e-09
2.033 -1e-09 -4.34 -4.34 -1e-09
2.034 -1e-09 -4.32 -4.32 -1e-09
2.035 -1e-09 -4.3 -4.3 -1e-09
2.036 -1e-09 -4.28 -4.28 -1e-09
2.037 -1e-09 -4.26 -4.26 -1e-09
2.038 -1e-09 -4.24 -4.24 -1e-09
2.039 -1e-09 -4.22 -4.22 -1e-09
2.04 -1e-09 -4.2 -4.2 -1e-09
2.041 -1e-09 -4.18 -4.18 -1e-09
2.042 -1e-09 -4.16 -4.16 -1e-09
2.043 -1e-09 -4.14 -4.14 -1e-09
2.044 -1e-09 -4.12 -4.12 -1e-09
2.045 -1e-09 -4.1 -4.1 -1e-09
2.046 -1e-09 -4.08 -4.08 -1e-09
2.047 -1e-09 -4.06 -4.06 -1e-09
2.048 -1e-09 -4.04 -4.04 -1e-09
2.049 -1e-09 -4.02 -4.02 -1e-09
2.05 -1e-09 -4 -4 -1e-09
2.051 -1e-09 -3.98 -3.98 -1e-09
2.052 -1e-09 -3.96 -3.96 -1e-09
2.053 -1e-09 -3.94 -3.94 -1e-09
2.054 -1e-09 -3.92 -3.92 -1e-09
2.055 -1e-09 -3.9 -3.9 -1e-09
2.056 -1e-09 -3.88 -3.88 -1e-09
2.057 -1e-09 -3.86 -3.86 -1e-09
2.058 -1e-09 -3.84 -3.84 -1e-09
2.059 -1e-09 -3.82 -3.82 -1e-09
2.06 -1e-09 -3.8 -3.8 -1e-09
2.061 -1e-09 -3.78 -3.78 -1e-09
2.062 -1e-09 -3.76 -3.76 -1e-09
2.063 -1e-09 -3.74 -3.74 -1e-09
2.064 -1e-09 -3.72 -3.72 -1e-09
2.065 -1e-09 -3.7 -3.7 -1e-09
2.066 -1e-09 -3.68 -3.68 -1e-09
2.067 -1e-09 -3.66 -3.66 -1e-09
2.068 -1e-09 -3.64 -3.64 -1e-09
2.069 -1e-09 -3.62 -3.62 -1e-09
2.07 -1e-09 -3.6 -3.6 -1e-09
2.071 -1e-09 -3.58 -3.58 -1e-09
2.072 -1e-09 -3.56 -3.56 -1e-09
2.073 -1e-09 -3.54 -3.54 -1e-09
2.074 -1e-09 -3.52 -3.52 -1e-09
2.075 -1e-09 -3.5 -3.5 -1e-09
2.076 -1e-09 -3.48 -3.48 -1e-09
2.077 -1e-09 -3.46 -3.46 -1e-09
2.078 -1e-09 -3.44 -3.44 -1e-09
2.079 -1e-09 -3.42 -3.42 -1e-09
2.08 -1e-09 -3.4 -3.4 -1e-09
2.081 -1e-09 -3.38 -3.38 -1e-09
2.082 -1e-09 -3.36 -3.36 -1e-09
2.083 -1e-09 -3.34 -3.34 -1e-09
2.084 -1e-09 -3.32 -3.32 -1e-09
2.085 -1e-09 -3.3 -3.3 -1e-09
2.086 -1e-09 -3.28 -3.28 -1e-09
2.087 -1e-09 -3.26 -3.26 -1e-09
2.088 -1e-09 -3.24 -3.24 -1e-09
2.089 -1e-09 -3.22 -3.22 -1e-09
2.09 -1e-09 -3.2 -3.2 -1e-09
2.091 -1e-09 -3.18 -3.18 -1e-09
2.092 -1e-09 -3.16 -3.16 -1e-09
2.093 -1e-09 -3.14 -3.14 -1e-09
2.094 -1e-09 -3.12 -3.12 -1e-09
2.095 -1e-09 -3.1 -3.1 -1e-09
2.096 -1e-09 -3.08 -3.08 -1e-09
2.097 -1e-09 -3.06 -3.06 -1e-09
2.098 -1e-09 -3.04 -3.04 -1e-09
2.099 -1e-09 -3.02 -3.02 -1e-09
2.1 -1e-09 -3 -3 -1e-09
2.101 -1e-09 -2.98 -2.98 -1e-09
2.102 -1e-09 -2.96 -2.96 -1e-09
2.103 -1e-09 -2.94 -2.94 -1e-09
2.104 -1e-09 -2.92 -2.92 -1e-09
2.105 -1e-09 -2.9 -2.9 -1e-09
2.106 -1e-09 -2.88 -2.88 -1e-09
2.107 -1e-09 -2.86 -2.86 -1e-09
2.108 -1e-09 -2.84 -2.84 -1e-09
2.109 -1e-09 -2.82 -2.82 -1e-09
2.11 -1e-09 -2.8 -2.8 -1e-09
2.111 -1e-09 -2.78 -2.78 -1e-09
2.112 -1e-09 -2.76 -2.76 -1e-09
2.113 -1e-09 -2.74 -2.74 -1e-09
2.114 -1e-09 -2.72 -2.72 -1e-09
2.115 -1e-09 -2.7 -2.7 -1e-09
2.116 -1e-09 -2.68 -2.68 -1e-09
2.117 -1e-09 -2.66 -2.66 -1e-09
2.118 -1e-09 -2.64 -2.64 -1e-09
2.119 -1e-09 -2.62 -2.62 -1e-09
2.12 -1e-09 -2.6 -2.6 -1e-09
2.121 -1e-09 -2.58 -2.58 -1e-09
2.122 -1e-09 -2.56 -2.56 -1e-09
2.123 -1e-09 -2.54 -2.54 -1e-09
2.124 -1e-09 -2.52 -2.52 -1e-09
2.125 -1e-09 -2.5 -2.5 -1e-09
2.126 -1e-09 -2.48 -2.48 -1e-09
2.127 -1e-09 -2.46 -2.46 -1e-09
2.128 -1e-09 -2.44 -2.44 -1e-09
2.129 -1e-09 -2.42 -2.42 -1e-09
2.13 -1e-09 -2.4 -2.4 -1e-09
2.131 -1e-09 -2.38 -2.38 -1e-09
2.132 -1e-09 -2.36 -2.36 -1e-09
2.133 -1e-09 -2.34 -2.34 -1e-09
2.134 -1e-09 -2.32 -2.32 -1e-09
2.135 -1e-09 -2.3 -2.3 -1e-09
2.136 -1e-09 -2.28 -2.28 -1e-09
2.137 -1e-09 -2.26 -2.26 -1e-09
2.138 -1e-09 -2.24 -2.24 -1e-09
2.139 -1e-09 -2.22 -2.22 -1e-09
2.14 -1e-09 -2.2 -2.2 -1e-09
2.141 -1e-09 -2.18 -2.18 -1e-09
2.142 -1e-09 -2.16 -2.16 -1e-09
2.143 -1e-09 -2.14 -2.14 -1e-09
2.144 -1e-09 -2.12 -2.12 -1e-09
2.145 -1e-09 -2.1 -2.1 -1e-09
2.146 -1e-09 -2.08 -2.08 -1e-09
2.147 -1e-09 -2.06 -2.06 -1e-09
2.148 -1e-09 -2.04 -2.04 -1e-09
2.149 -1e-09 -2.02 -2.02 -1e-09
2.15 -1e-09 -2 -2 -1e-09
2.151 -1e-09 -1.98 -1.98 -1e-09
2.152 -1e-09 -1.96 -1.96 -1e-09
2.153 -1e-09 -1.94 -1.94 -1e-09
2.154 -1e-09 -1.92 -1.92 -1e-09
2.155 -1e-09 -1.9 -1.9 -1e-09
2.156 -1e-09 -1.88 -1.88 -1e-09
2.157 -1e-09 -1.86 -1.86 -1e-09
2.158 -1e-09 -1.84 -1.84 -1e-09
2.159 -1e-09 -1.82 -1.82 -1e-09
2.16 -1e-09 -1.8 -1.8 -1e-09
2.161 -1e-09 -1.78 -1.78 -1e-09
2.162 -1e-09 -1.76 -1.76 -1e-09
2.163 -1e-09 -1.74 -1.74 -1e-09
2.164 -1e-09 -1.72 -1.72 -1e-09
2.165 -1e-09 -1.7 -1.7 -1e-09
2.166 -1e-09 -1.68 -1.68 -1e-09
2.167 -1e-09 -1.66 -1.66 -1e-09
2.168 -1e-09 -1.64 -1.64 -1e-09
2.169 -1e-09 -1.62 -1.62 -1e-09
2.17 -1e-09 -1.6 -1.6 -1e-09
2.171 -1e-09 -1.58 -1.58 -1e-09
2.172 -1e-09 -1.56 -1.56 -1e-09
2.173 -1e-09 -1.54 -1.54 -1e-09
2.174 -1e-09 -1.52 -1.52 -1e-09
2.175 -1e-09 -1.5 -1.5 -1e-09
2.176 -1e-09 -1.48 -1.48 -1e-09
2.177 -1e-09 -1.46 -1.46 -1e-09
2.178 -1e-09 -1.44 -1.44 -1e-09
2.179 -1e-09 -1.42 -1.42 -1e-09
2.18 -1e-09 -1.4 -1.4 -1e-09
2.181 -1e-09 -1.38 -1.38 -1e-09
2.182 -1e-09 -1.36 -1.36 -1e-09
2.183 -1e-09 -1.34 -1.34 -1e-09
2.184 -1e-09 -1.32 -1.32 -1e-09
2.185 -1e-09 -1.3 -1.3 -1e-09
2.186 -1e-09 -1.28 -1.28 -1e-09
2.187 -1e-09 -1.26 -1.26 -1e-09
2.188 -1e-09 -1.24 -1.24 -1e-09
2.189 -1e-09 -1.22 -1.22 -1e-09
2.19 -1e-09 -1.2 -1.2 -1e-09
2.191 -1e-09 -1.18 -1.18 -1e-09
2.192 -1e-09 -1.16 -1.16 -1e-09
2.193 -1e-09 -1.14 -1.14 -1e-09
2.194 -1e-09 -1.12 -1.12 -1e-09
2.195 -1e-09 -1.1 -1.1 -1e-09
2.196 -1e-09 -1.08 -1.08 -1e-09
2.197 -1e-09 -1.06 -1.06 -1e-09
2.198 -1e-09 -1.04 -1.04 -1e-09
2.199 -1e-09 -1.02 -1.02 -1e-09
2.2 -1e-09 -1 -1 -1e-09
2.201 -1e-09 -0.98 -0.98 -1e-09
2.202 -1e-09 -0.96 -0.96 -1e-09
2.203 -1e-09 -0.94 -0.94 -1e-09
2.204 -1e-09 -0.92 -0.92 -1e-09
2.205 -1e-09 -0.9 -0.9 -1e-09
2.206 -1e-09 -0.88 -0.88 -1e-09
2.207 -1e-09 -0.86 -0.86 -1e-09
2.208 -1e-09 -0.84 -0.84 -1e-09
2.209 -1e-09 -0.82 -0.82 -1e-09
2.21 -1e-09 -0.8 -0.8 -1e-09
2.211 -1e-09 -0.78 -0.78 -1e-09
2.212 -1e-09 -0.76 -0.76 -1e-09
2.213 -1e-09 -0.74 -0.74 -1e-09
2.214 -1e-09 -0.72 -0.72 -1e-09
2.215 -1e-09 -0.7 -0.7 -1e-09
2.216 -1e-09 -0.68 -0.68 -1e-09
2.217 -1e-09 -0.66 -0.66 -1e-09
2.218 -1e-09 -0.64 -0.64 -1e-09
2.219 -9.99999e-10 -0.62 -0.62 -9.99999e-10
2.22 -9.99999e-10 -0.6 -0.6 -9.99999e-10
2.221 -9.99998e-10 -0.58 -0.58 -9.99998e-10
2.222 -9.99997e-10 -0.56 -0.56 -9.99997e-10
2.223 -9.99996e-10 -0.54 -0.54 -9.99996e-10
2.224 -9.99994e-10 -0.52 -0.52 -9.99994e-10
2.225 -9.9999e-10 -0.5 -0.5 -9.9999e-10
2.226 -9.99984e-10 -0.48 -0.48 -9.99984e-10
2.227 -9.99975e-10 -0.46 -0.46 -9.99975e-10
2.228 -9.9996e-10 -0.44 -0.44 -9.9996e-10
2.229 -9.99937e-10 -0.42 -0.42 -9.99937e-10
2.23 -9.999e-10 -0.4 -0.4 -9.999e-10
2.231 -9.99842e-10 -0.38 -0.38 -9.99842e-10
2.232 -9.99749e-10 -0.36 -0.36 -9.99749e-10
2.233 -9.99602e-10 -0.34 -0.34 -9.99602e-10
2.234 -9.99369e-10 -0.32 -0.32 -9.99369e-10
2.235 -9.99e-10 -0.3 -0.3 -9.99e-10
2.236 -9.98415e-10 -0.28 -0.28 -9.98415e-10
2.237 -9.97488e-10 -0.26 -0.26 -9.97488e-10
2.238 -9.96019e-10 -0.24 -0.24 -9.96019e-10
2.239 -9.9369e-10 -0.22 -0.22 -9.9369e-10
2.24 -9.9e-10 -0.2 -0.2 -9.9e-10
2.241 -9.84151e-10 -0.18 -0.18 -9.84151e-10
2.242 -9.74881e-10 -0.16 -0.16 -9.74881e-10
2.243 -9.60189e-10 -0.14 -0.14 -9.60189e-10
2.244 -9.36904e-10 -0.12 -0.12 -9.36904e-10
2.245 -9e-10 -0.1 -0.1 -9e-10
2.246 -8.41511e-10 -0.08 -0.08 -8.41511e-10
2.247 -7.48811e-10 -0.06 -0.06 -7.48811e-10
