t 1 2 3 jxH0100
5.095 -1e-09 -3.1 -3.1 -1e-09
5.096 -1e-09 -3.08 -3.08 -1e-09
5.097 -1e-09 -3.06 -3.06 -1e-09
5.098 -1e-09 -3.04 -3.04 -1e-09
5.099 -1e-09 -3.02 -3.02 -1e-09
5.1 -1e-09 -3 -3 -1e-09
5.101 -1e-09 -2.98 -2.98 -1e-09
5.102 -1e-09 -2.96 -2.96 -1e-09
5.103 -1e-09 -2.94 -2.94 -1e-09
5.104 -1e-09 -2.92 -2.92 -1e-09
5.105 -1e-09 -2.9 -2.9 -1e-09
5.106 -1e-09 -2.88 -2.88 -1e-09
5.107 -1e-09 -2.86 -2.86 -1e-09
5.108 -1e-09 -2.84 -2.84 -1e-09
5.109 -1e-09 -2.82 -2.82 -1e-09
5.11 -1e-09 -2.8 -2.8 -1e-09
5.111 -1e-09 -2.78 -2.78 -1e-09
5.112 -1e-09 -2.76 -2.76 -1e-09
5.113 -1e-09 -2.74 -2.74 -1e-09
5.114 -1e-09 -2.72 -2.72 -1e-09
5.115 -1e-09 -2.7 -2.7 -1e-09
5.116 -1e-09 -2.68 -2.68 -1e-09
5.117 -1e-09 -2.66 -2.66 -1e-09
5.118 -1e-09 -2.64 -2.64 -1e-09
5.119 -1e-09 -2.62 -2.62 -1e-09
5.12 -1e-09 -2.6 -2.6 -1e-09
5.121 -1e-09 -2.58 -2.58 -1e-09
5.122 -1e-09 -2.56 -2.56 -1e-09
5.123 -1e-09 -2.54 -2.54 -1e-09
5.124 -1e-09 -2.52 -2.52 -1e-09
5.125 -1e-09 -2.5 -2.5 -1e-09
5.126 -1e-09 -2.48 -2.48 -1e-09
5.127 -1e-09 -2.46 -2.46 -1e-09
5.128 -1e-09 -2.44 -2.44 -1e-09
5.129 -1e-09 -2.42 -2.42 -1e-09
5.13 -1e-09 -2.4 -2.4 -1e-09
5.131 -1e-09 -2.38 -2.38 -1e-09
5.132 -1e-09 -2.36 -2.36 -1e-09
5.133 -1e-09 -2.34 -2.34 -1e-09
5.134 -1e-09 -2.32 -2.32 -1e-09
5.135 -1e-09 -2.3 -2.3 -1e-09
5.136 -1e-09 -2.28 -2.28 -1e-09
5.137 -1e-09 -2.26 -2.26 -1e-09
5.138 -1e-09 -2.24 -2.24 -1e-09
5.139 -1e-09 -2.22 -2.22 -1e-09
5.14 -1e-09 -2.2 -2.2 -1e-09
5.141 -1e-09 -2.18 -2.18 -1e-09
5.142 -1e-09 -2.16 -2.16 -1e-09
5.143 -1e-09 -2.14 -2.14 -1e-09
5.144 -1e-09 -2.12 -2.12 -1e-09
5.145 -1e-09 -2.1 -2.1 -1e-09
5.146 -1e-09 -2.08 -2.08 -1e-09
5.147 -1e-09 -2.06 -2.06 -1e-09
5.148 -1e-09 -2.04 -2.04 -1e-09
5.149 -1e-09 -2.02 -2.02 -1e-09
5.15 -1e-09 -2 -2 -1e-09
5.151 -1e-09 -1.98 -1.98 -1e-09
5.152 -1e-09 -1.96 -1.96 -1e-09
5.153 -1e-09 -1.94 -1.94 -1e-09
5.154 -1e-09 -1.92 -1.92 -1e-09
5.155 -1e-09 -1.9 -1.9 -1e-09
5.156 -1e-09 -1.88 -1.88 -1e-09
5.157 -1e-09 -1.86 -1.86 -1e-09
5.158 -1e-09 -1.84 -1.84 -1e-09
5.159 -1e-09 -1.82 -1.82 -1e-09
5.16 -1e-09 -1.8 -1.8 -1e-09
5.161 -1e-09 -1.78 -1.78 -1e-09
5.162 -1e-09 -1.76 -1.76 -1e-09
5.163 -1e-09 -1.74 -1.74 -1e-09
5.164 -1e-09 -1.72 -1.72 -1e-09
5.165 -1e-09 -1.7 -1.7 -1e-09
5.166 -1e-09 -1.68 -1.68 -1e-09
5.167 -1e-09 -1.66 -1.66 -1e-09
5.168 -1e-09 -1.64 -1.64 -1e-09
5.169 -1e-09 -1.62 -1.62 -1e-09
5.17 -1e-09 -1.6 -1.6 -1e-09
5.171 -1e-09 -1.58 -1.58 -1e-09
5.172 -1e-09 -1.56 -1.56 -1e-09
5.173 -1e-09 -1.54 -1.54 -1e-09
5.174 -1e-09 -1.52 -1.52 -1e-09
5.175 -1e-09 -1.5 -1.5 -1e-09
5.176 -1e-09 -1.48 -1.48 -1e-09
5.177 -1e-09 -1.46 -1.46 -1e-09
5.178 -1e-09 -1.44 -1.44 -1e-09
5.179 -1e-09 -1.42 -1.42 -1e-09
5.18 -1e-09 -1.4 -1.4 -1e-09
5.181 -1e-09 -1.38 -1.38 -1e-09
5.182 -1e-09 -1.36 -1.36 -1e-09
5.183 -1e-09 -1.34 -1.34 -1e-09
5.184 -1e-09 -1.32 -1.32 -1e-09
5.185 -1e-09 -1.3 -1.3 -1e-09
5.186 -1e-09 -1.28 -1.28 -1e-09
5.187 -1e-09 -1.26 -1.26 -1e-09
5.188 -1e-09 -1.24 -1.24 -1e-09
5.189 -1e-09 -1.22 -1.22 -1e-09
5.19 -1e-09 -1.2 -1.2 -1e-09
5.191 -1e-09 -1.18 -1.18 -1e-09
5.192 -1e-09 -1.16 -1.16 -1e-09
5.193 -1e-09 -1.14 -1.14 -1e-09
5.194 -1e-09 -1.12 -1.12 -1e-09
5.195 -1e-09 -1.1 -1.1 -1e-09
5.196 -1e-09 -1.08 -1.08 -1e-09
5.197 -1e-09 -1.06 -1.06 -1e-09
5.198 -1e-09 -1.04 -1.04 -1e-09
5.199 -1e-09 -1.02 -1.02 -1e-09
5.2 -1e-09 -1 -1 -1e-09
5.201 -1e-09 -0.98 -0.98 -1e-09
5.202 -1e-09 -0.96 -0.96 -1e-09
5.203 -1e-09 -0.94 -0.94 -1e-09
5.204 -1e-09 -0.92 -0.92 -1e-09
5.205 -1e-09 -0.9 -0.9 -1e-09
5.206 -1e-09 -0.88 -0.88 -1e-09
5.207 -1e-09 -0.86 -0.86 -1e-09
5.208 -1e-09 -0.84 -0.84 -1e-09
5.209 -1e-09 -0.82 -0.82 -1e-09
5.21 -1e-09 -0.8 -0.8 -1e-09
5.211 -1e-09 -0.78 -0.78 -1e-09
5.212 -1e-09 -0.76 -0.76 -1e-09
5.213 -1e-09 -0.74 -0.74 -1e-09
5.214 -1e-09 -0.72 -0.72 -1e-09
5.215 -1e-09 -0.7 -0.7 -1e-09
5.216 -1e-09 -0.68 -0.68 -1e-09
5.217 -1e-09 -0.66 -0.66 -1e-09
5.218 -1e-09 -0.64 -0.64 -1e-09
5.219 -9.99999e-10 -0.62 -0.62 -9.99999e-10
5.22 -9.99999e-10 -0.6 -0.6 -9.99999e-10
5.221 -9.99998e-10 -0.58 -0.58 -9.99998e-10
5.222 -9.99997e-10 -0.56 -0.56 -9.99997e-10
5.223 -9.99996e-10 -0.54 -0.54 -9.99996e-10
5.224 -9.99994e-10 -0.52 -0.52 -9.99994e-10
5.225 -9.9999e-10 -0.5 -0.5 -9.9999e-10
5.226 -9.99984e-10 -0.48 -0.48 -9.99984e-10
5.227 -9.99975e-10 -0.46 -0.46 -9.99975e-10
5.228 -9.9996e-10 -0.44 -0.44 -9.9996e-10
5.229 -9.99937e-10 -0.42 -0.42 -9.99937e-10
5.23 -9.999e-10 -0.4 -0.4 -9.999e-10
5.231 -9.99842e-10 -0.38 -0.38 -9.99842e-10
5.232 -9.99749e-10 -0.36 -0.36 -9.99749e-10
5.233 -9.99602e-10 -0.34 -0.34 -9.99602e-10
5.234 -9.99369e-10 -0.32 -0.32 -9.99369e-10
5.235 -9.99e-10 -0.3 -0.3 -9.99e-10
5.236 -9.98415e-10 -0.28 -0.28 -9.98415e-10
5.237 -9.97488e-10 -0.26 -0.26 -9.97488e-10
5.238 -9.96019e-10 -0.24 -0.24 -9.96019e-10
5.239 -9.9369e-10 -0.22 -0.22 -9.9369e-10
5.24 -9.9e-10 -0.2 -0.2 -9.9e-10
5.241 -9.84151e-10 -0.18 -0.18 -9.84151e-10
5.242 -9.74881e-10 -0.16 -0.16 -9.74881e-10
5.243 -9.60189e-10 -0.14 -0.14 -9.60189e-10
5.244 -9.36904e-10 -0.12 -0.12 -9.36904e-10
5.245 -9e-10 -0.1 -0.1 -9e-10
5.246 -8.41511e-10 -0.08 -0.08 -8.41511e-10
5.247 -7.48811e-10 -0.06 -0.06 -7.48811e-10
5.248 -6.01893e-10 -0.04 -0.04 -6.01893e-10
5.249 -3.69043e-10 -0.02 -0.02 -3.69043e-10
5.25 4.04932e-20 1.75859e-12 1.75859e-12 4.04932e-20
5.251 5.84893e-10 0.02 0.02 5.84893e-10
5.252 1.51189e-09 0.04 0.04 1.51189e-09
5.253 2.98107e-09 0.06 0.06 2.98107e-09
5.254 5.30957e-09 0.08 0.08 5.30957e-09
5.255 9e-09 0.1 0.1 9e-09
5.256 1.48489e-08 0.12 0.12 1.48489e-08
5.257 2.41189e-08 0.14 0.14 2.41189e-08
5.258 3.88107e-08 0.16 0.16 3.88107e-08
5.259 6.20958e-08 0.18 0.18 6.20958e-08
5.26 9.9e-08 0.2 0.2 9.9e-08
5.261 1.57489e-07 0.22 0.22 1.57489e-07
5.262 2.50189e-07 0.24 0.24 2.50189e-07
5.263 3.97107e-07 0.26 0.26 3.97107e-07
5.264 6.29958e-07 0.28 0.28 6.29958e-07
5.265 9.99001e-07 0.3 0.3 9.99001e-07
5.266 1.58389e-06 0.32 0.32 1.58389e-06
5.267 2.51089e-06 0.34 0.34 2.51089e-06
5.268 3.98007e-06 0.36 0.36 3.98007e-06
5.269 6.30858e-06 0.38 0.38 6.30858e-06
5.27 9.99901e-06 0.4 0.4 9.99901e-06
5.271 1.58479e-05 0.42 0.42 1.58479e-05
5.272 2.51179e-05 0.44 0.44 2.51179e-05
5.273 3.98097e-05 0.46 0.46 3.98097e-05
5.274 6.30948e-05 0.48 0.48 6.30948e-05
5.275 9.99991e-05 0.5 0.5 9.99991e-05
5.276 0.000158488 0.52 0.52 0.000158488
5.277 0.000251188 0.54 0.54 0.000251188
5.278 0.000398107 0.56 0.56 0.000398107
5.279 0.000630957 0.58 0.58 0.000630957
5.28 0.001 0.6 0.6 0.001
5.281 0.00158489 0.62 0.62 0.00158489
5.282 0.00251189 0.64 0.64 0.00251189
5.283 0.00398108 0.66 0.66 0.00398108
5.284 0.00630958 0.68 0.68 0.00630958
5.285 0.01 0.7 0.7 0.01
5.286 0.015849 0.72 0.72 0.015849
5.287 0.0251189 0.74 0.74 0.0251189
5.288 0.0398108 0.76 0.76 0.0398108
5.289 0.0630958 0.78 0.78 0.0630958
5.29 0.1 0.8 0.8 0.1
5.291 0.146052 0.82 0.82 0.146052
5.292 0.192104 0.84 0.84 0.192104
5.293 0.238155 0.86 0.86 0.238155
5.294 0.284207 0.88 0.88 0.284207
5.295 0.330259 0.9 0.9 0.330259
5.296 0.376311 0.92 0.92 0.376311
5.297 0.422363 0.94 0.94 0.422363
5.298 0.468414 0.96 0.96 0.468414
5.299 0.514466 0.98 0.98 0.514466
5.3 0.560518 1 1 0.560518
5.301 0.60657 1.02 1.02 0.60657
5.302 0.652621 1.04 1.04 0.652621
5.303 0.698673 1.06 1.06 0.698673
5.304 0.744725 1.08 1.08 0.744725
5.305 0.790777 1.1 1.1 0.790777
5.306 0.836828 1.12 1.12 0.836828
5.307 0.88288 1.14 1.14 0.88288
5.308 0.928932 1.16 1.16 0.928932
5.309 0.974984 1.18 1.18 0.974984
5.31 1.02104 1.2 1.2 1.02104
5.311 1.06709 1.22 1.22 1.06709
5.312 1.11314 1.24 1.24 1.11314
5.313 1.15919 1.26 1.26 1.15919
5.314 1.20524 1.28 1.28 1.20524
5.315 1.25129 1.3 1.3 1.25129
5.316 1.29735 1.32 1.32 1.29735
5.317 1.3434 1.34 1.34 1.3434
5.318 1.38945 1.36 1.36 1.38945
5.319 1.4355 1.38 1.38 1.4355
5.32 1.48155 1.4 1.4 1.48155
5.321 1.5276 1.42 1.42 1.5276
5.322 1.57366 1.44 1.44 1.57366
5.323 1.61971 1.46 1.46 1.61971
5.324 1.66576 1.48 1.48 1.66576
5.325 1.71181 1.5 1.5 1.71181
5.326 1.75786 1.52 1.52 1.75786
5.327 1.80392 1.54 1.54 1.80392
5.328 1.84997 1.56 1.56 1.84997
5.329 1.89602 1.58 1.58 1.89602
5.33 1.94207 1.6 1.6 1.94207
5.331 1.98812 1.62 1.62 1.98812
5.332 2.03417 1.64 1.64 2.03417
5.333 2.08023 1.66 1.66 2.08023
5.334 2.12628 1.68 1.68 2.12628
5.335 2.17233 1.7 1.7 2.17233
5.336 2.21838 1.72 1.72 2.21838
5.337 2.26443 1.74 1.74 2.26443
5.338 2.31048 1.76 1.76 2.31048
5.339 2.35654 1.78 1.78 2.35654
5.34 2.40259 1.8 1.8 2.40259
5.341 2.44864 1.82 1.82 2.44864
5.342 2.49469 1.84 1.84 2.49469
5.343 2.54074 1.86 1.86 2.54074
5.344 2.5868 1.88 1.88 2.5868
5.345 2.63285 1.9 1.9 2.63285
5.346 2.6789 1.92 1.92 2.6789
5.347 2.72495 1.94 1.94 2.72495
5.348 2.771 1.96 1.96 2.771
5.349 2.81705 1.98 1.98 2.81705
5.35 2.86311 2 2 2.86311
5.351 2.90916 2.02 2.02 2.90916
5.352 2.95521 2.04 2.04 2.95521
5.353 3.00126 2.06 2.06 3.00126
5.354 3.04731 2.08 2.08 3.04731
5.355 3.09337 2.1 2.1 3.09337
5.356 3.13942 2.12 2.12 3.13942
5.357 3.18547 2.14 2.14 3.18547
5.358 3.23152 2.16 2.16 3.23152
5.359 3.27757 2.18 2.18 3.27757
5.36 3.32362 2.2 2.2 3.32362
5.361 3.36968 2.22 2.22 3.36968
5.362 3.41573 2.24 2.24 3.41573
5.363 3.46178 2.26 2.26 3.46178
5.364 3.50783 2.28 2.28 3.50783
5.365 3.55388 2.3 2.3 3.55388
5.366 3.59993 2.32 2.32 3.59993
5.367 3.64599 2.34 2.34 3.64599
5.368 3.69204 2.36 2.36 3.69204
5.369 3.73809 2.38 2.38 3.73809
5.37 3.78414 2.4 2.4 3.78414
5.371 3.83019 2.42 2.42 3.83019
5.372 3.87625 2.44 2.44 3.87625
5.373 3.9223 2.46 2.46 3.9223
5.374 3.96835 2.48 2.48 3.96835
5.375 4.0144 2.5 2.5 4.0144
5.376 4.06045 2.52 2.52 4.06045
5.377 4.1065 2.54 2.54 4.1065
5.378 4.15256 2.56 2.56 4.15256
5.379 4.19861 2.58 2.58 4.19861
5.38 4.24466 2.6 2.6 4.24466
5.381 4.29071 2.62 2.62 4.29071
5.382 4.33676 2.64 2.64 4.33676
5.383 4.38281 2.66 2.66 4.38281
5.384 4.42887 2.68 2.68 4.42887
5.385 4.47492 2.7 2.7 4.47492
5.386 4.52097 2.72 2.72 4.52097
5.387 4.56702 2.74 2.74 4.56702
5.388 4.61307 2.76 2.76 4.61307
5.389 4.65913 2.78 2.78 4.65913
5.39 4.70518 2.8 2.8 4.70518
5.391 4.75123 2.82 2.82 4.75123
5.392 4.79728 2.84 2.84 4.79728
5.393 4.84333 2.86 2.86 4.84333
5.394 4.88938 2.88 2.88 4.88938
5.395 4.93544 2.9 2.9 4.93544
5.396 4.98149 2.92 2.92 4.98149
5.397 5.02754 2.94 2.94 5.02754
5.398 5.07359 2.96 2.96 5.07359
5.399 5.11964 2.98 2.98 5.11964
5.4 5.16569 3 3 5.16569
5.401 5.21175 3.02 3.02 5.21175
5.402 5.2578 3.04 3.04 5.2578
5.403 5.30385 3.06 3.06 5.30385
5.404 5.3499 3.08 3.08 5.3499
5.405 5.39595 3.1 3.1 5.39595
5.406 5.44201 3.12 3.12 5.44201
5.407 5.48806 3.14 3.14 5.48806
5.408 5.53411 3.16 3.16 5.53411
5.409 5.58016 3.18 3.18 5.58016
5.41 5.62621 3.2 3.2 5.62621
5.411 5.67226 3.22 3.22 5.67226
5.412 5.71832 3.24 3.24 5.71832
5.413 5.76437 3.26 3.26 5.76437
5.414 5.81042 3.28 3.28 5.81042
5.415 5.85647 3.3 3.3 5.85647
5.416 5.90252 3.32 3.32 5.90252
5.417 5.94857 3.34 3.34 5.94857
5.418 5.99463 3.36 3.36 5.99463
5.419 6.04068 3.38 3.38 6.04068
5.42 6.08673 3.4 3.4 6.08673
5.421 6.13278 3.42 3.42 6.13278
5.422 6.17883 3.44 3.44 6.17883
5.423 6.22489 3.46 3.46 6.22489
5.424 6.27094 3.48 3.48 6.27094
5.425 6.31699 3.5 3.5 6.31699
5.426 6.36304 3.52 3.52 6.36304
5.427 6.40909 3.54 3.54 6.40909
5.428 6.45514 3.56 3.56 6.45514
5.429 6.5012 3.58 3.58 6.5012
5.43 6.54725 3.6 3.6 6.54725
5.431 6.5933 3.62 3.62 6.5933
5.432 6.63935 3.64 3.64 6.63935
5.433 6.6854 3.66 3.66 6.6854
5.434 6.73145 3.68 3.68 6.73145
5.435 6.77751 3.7 3.7 6.77751
5.436 6.82356 3.72 3.72 6.82356
5.437 6.86961 3.74 3.74 6.86961
5.438 6.91566 3.76 3.76 6.91566
5.439 6.96171 3.78 3.78 6.96171
5.44 7.00777 3.8 3.8 7.00777
5.441 7.05382 3.82 3.82 7.05382
5.442 7.09987 3.84 3.84 7.09987
5.443 7.14592 3.86 3.86 7.14592
5.444 7.19197 3.88 3.88 7.19197
5.445 7.23802 3.9 3.9 7.23802
5.446 7.28408 3.92 3.92 7.28408
5.447 7.33013 3.94 3.94 7.33013
5.448 7.37618 3.96 3.96 7.37618
5.449 7.42223 3.98 3.98 7.42223
5.45 7.46828 4 4 7.46828
5.451 7.51433 4.02 4.02 7.51433
5.452 7.56039 4.04 4.04 7.56039
5.453 7.60644 4.06 4.06 7.60644
5.454 7.65249 4.08 4.08 7.65249
5.455 7.69854 4.1 4.1 7.69854
5.456 7.74459 4.12 4.12 7.74459
5.457 7.79065 4.14 4.14 7.79065
5.458 7.8367 4.16 4.16 7.8367
5.459 7.88275 4.18 4.18 7.88275
5.46 7.9288 4.2 4.2 7.9288
5.461 7.97485 4.22 4.22 7.97485
5.462 8.0209 4.24 4.24 8.0209
5.463 8.06696 4.26 4.26 8.06696
5.464 8.11301 4.28 4.28 8.11301
5.465 8.15906 4.3 4.3 8.15906
5.466 8.20511 4.32 4.32 8.20511
5.467 8.25116 4.34 4.34 8.25116
5.468 8.29721 4.36 4.36 8.29721
5.469 8.34327 4.38 4.38 8.34327
5.47 8.38932 4.4 4.4 8.38932
5.471 8.43537 4.42 4.42 8.43537
5.472 8.48142 4.44 4.44 8.48142
5.473 8.52747 4.46 4.46 8.52747
5.474 8.57353 4.48 4.48 8.57353
5.475 8.61958 4.5 4.5 8.61958
5.476 8.66563 4.52 4.52 8.66563
5.477 8.71168 4.54 4.54 8.71168
5.478 8.75773 4.56 4.56 8.75773
5.479 8.80378 4.58 4.58 8.80378
5.48 8.84984 4.6 4.6 8.84984
5.481 8.89589 4.62 4.62 8.89589
5.482 8.94194 4.64 4.64 8.94194
5.483 8.98799 4.66 4.66 8.98799
5.484 9.03404 4.68 4.68 9.03404
5.485 9.08009 4.7 4.7 9.08009
5.486 9.12615 4.72 4.72 9.12615
5.487 9.1722 4.74 4.74 9.1722
5.488 9.21825 4.76 4.76 9.21825
5.489 9.2643 4.78 4.78 9.2643
5.49 9.31035 4.8 4.8 9.31035
5.491 9.35641 4.82 4.82 9.35641
5.492 9.40246 4.84 4.84 9.40246
5.493 9.44851 4.86 4.86 9.44851
5.494 9.49456 4.88 4.88 9.49456
5.495 9.54061 4.9 4.9 9.54061
5.496 9.58666 4.92 4.92 9.58666
5.497 9.63272 4.94 4.94 9.63272
5.498 9.67877 4.96 4.96 9.67877
5.499 9.72482 4.98 4.98 9.72482
5.5 9.77087 5 5 9.77087
5.501 9.72482 4.98 4.98 9.72482
5.502 9.67877 4.96 4.96 9.67877
5.503 9.63272 4.94 4.94 9.63272
5.504 9.58666 4.92 4.92 9.58666
5.505 9.54061 4.9 4.9 9.54061
5.506 9.49456 4.88 4.88 9.49456
5.507 9.44851 4.86 4.86 9.44851
5.508 9.40246 4.84 4.84 9.40246
5.509 9.35641 4.82 4.82 9.35641
5.51 9.31035 4.8 4.8 9.31035
5.511 9.2643 4.78 4.78 9.2643
5.512 9.21825 4.76 4.76 9.21825
5.513 9.1722 4.74 4.74 9.1722
5.514 9.12615 4.72 4.72 9.12615
5.515 9.08009 4.7 4.7 9.08009
5.516 9.03404 4.68 4.68 9.03404
5.517 8.98799 4.66 4.66 8.98799
5.518 8.94194 4.64 4.64 8.94194
5.519 8.89589 4.62 4.62 8.89589
5.52 8.84984 4.6 4.6 8.84984
5.521 8.80378 4.58 4.58 8.80378
5.522 8.75773 4.56 4.56 8.75773
5.523 8.71168 4.54 4.54 8.71168
5.524 8.66563 4.52 4.52 8.66563
5.525 8.61958 4.5 4.5 8.61958
5.526 8.57353 4.48 4.48 8.57353
5.527 8.52747 4.46 4.46 8.52747
5.528 8.48142 4.44 4.44 8.48142
5.529 8.43537 4.42 4.42 8.43537
5.53 8.38932 4.4 4.4 8.38932
5.531 8.34327 4.38 4.38 8.34327
5.532 8.29721 4.36 4.36 8.29721
5.533 8.25116 4.34 4.34 8.25116
5.534 8.20511 4.32 4.32 8.20511
5.535 8.15906 4.3 4.3 8.15906
5.536 8.11301 4.28 4.28 8.11301
5.537 8.06696 4.26 4.26 8.06696
5.538 8.0209 4.24 4.24 8.0209
5.539 7.97485 4.22 4.22 7.97485
5.54 7.9288 4.2 4.2 7.9288
5.541 7.88275 4.18 4.18 7.88275
5.542 7.8367 4.16 4.16 7.8367
5.543 7.79065 4.14 4.14 7.79065
5.544 7.74459 4.12 4.12 7.74459
5.545 7.69854 4.1 4.1 7.69854
5.546 7.65249 4.08 4.08 7.65249
5.547 7.60644 4.06 4.06 7.60644
5.548 7.56039 4.04 4.04 7.56039
5.549 7.51433 4.02 4.02 7.51433
5.55 7.46828 4 4 7.46828
5.551 7.42223 3.98 3.98 7.42223
5.552 7.37618 3.96 3.96 7.37618
5.553 7.33013 3.94 3.94 7.33013
5.554 7.28408 3.92 3.92 7.28408
5.555 7.23802 3.9 3.9 7.23802
5.556 7.19197 3.88 3.88 7.19197
5.557 7.14592 3.86 3.86 7.14592
5.558 7.09987 3.84 3.84 7.09987
5.559 7.05382 3.82 3.82 7.05382
5.56 7.00777 3.8 3.8 7.00777
5.561 6.96171 3.78 3.78 6.96171
5.562 6.91566 3.76 3.76 6.91566
5.563 6.86961 3.74 3.74 6.86961
5.564 6.82356 3.72 3.72 6.82356
5.565 6.77751 3.7 3.7 6.77751
5.566 6.73145 3.68 3.68 6.73145
5.567 6.6854 3.66 3.66 6.6854
5.568 6.63935 3.64 3.64 6.63935
5.569 6.5933 3.62 3.62 6.5933
5.57 6.54725 3.6 3.6 6.54725
5.571 6.5012 3.58 3.58 6.5012
5.572 6.45514 3.56 3.56 6.45514
5.573 6.40909 3.54 3.54 6.40909
5.574 6.36304 3.52 3.52 6.36304
5.575 6.31699 3.5 3.5 6.31699
5.576 6.27094 3.48 3.48 6.27094
5.577 6.22489 3.46 3.46 6.22489
5.578 6.17883 3.44 3.44 6.17883
5.579 6.13278 3.42 3.42 6.13278
5.58 6.08673 3.4 3.4 6.08673
5.581 6.04068 3.38 3.38 6.04068
5.582 5.99463 3.36 3.36 5.99463
5.583 5.94857 3.34 3.34 5.94857
5.584 5.90252 3.32 3.32 5.90252
5.585 5.85647 3.3 3.3 5.85647
5.586 5.81042 3.28 3.28 5.81042
5.587 5.76437 3.26 3.26 5.76437
5.588 5.71832 3.24 3.24 5.71832
5.589 5.67226 3.22 3.22 5.67226
5.59 5.62621 3.2 3.2 5.62621
5.591 5.58016 3.18 3.18 5.58016
5.592 5.53411 3.16 3.16 5.53411
5.593 5.48806 3.14 3.14 5.48806
5.594 5.44201 3.12 3.12 5.44201
5.595 5.39595 3.1 3.1 5.39595
5.596 5.3499 3.08 3.08 5.3499
5.597 5.30385 3.06 3.06 5.30385
5.598 5.2578 3.04 3.04 5.2578
5.599 5.21175 3.02 3.02 5.21175
5.6 5.16569 3 3 5.16569
5.601 5.11964 2.98 2.98 5.11964
5.602 5.07359 2.96 2.96 5.07359
5.603 5.02754 2.94 2.94 5.02754
5.604 4.98149 2.92 2.92 4.98149
5.605 4.93544 2.9 2.9 4.93544
5.606 4.88938 2.88 2.88 4.88938
5.607 4.84333 2.86 2.86 4.84333
5.608 4.79728 2.84 2.84 4.79728
5.609 4.75123 2.82 2.82 4.75123
5.61 4.70518 2.8 2.8 4.70518
5.611 4.65913 2.78 2.78 4.65913
5.612 4.61307 2.76 2.76 4.61307
5.613 4.56702 2.74 2.74 4.56702
5.614 4.52097 2.72 2.72 4.52097
5.615 4.47492 2.7 2.7 4.47492
5.616 4.42887 2.68 2.68 4.42887
5.617 4.38281 2.66 2.66 4.38281
5.618 4.33676 2.64 2.64 4.33676
5.619 4.29071 2.62 2.62 4.29071
5.62 4.24466 2.6 2.6 4.24466
5.621 4.19861 2.58 2.58 4.19861
5.622 4.15256 2.56 2.56 4.15256
5.623 4.1065 2.54 2.54 4.1065
5.624 4.06045 2.52 2.52 4.06045
5.625 4.0144 2.5 2.5 4.0144
5.626 3.96835 2.48 2.48 3.96835
5.627 3.9223 2.46 2.46 3.9223
5.628 3.87625 2.44 2.44 3.87625
5.629 3.83019 2.42 2.42 3.83019
5.63 3.78414 2.4 2.4 3.78414
5.631 3.73809 2.38 2.38 3.73809
5.632 3.69204 2.36 2.36 3.69204
5.633 3.64599 2.34 2.34 3.64599
5.634 3.59993 2.32 2.32 3.59993
5.635 3.55388 2.3 2.3 3.55388
5.636 3.50783 2.28 2.28 3.50783
5.637 3.46178 2.26 2.26 3.46178
5.638 3.41573 2.24 2.24 3.41573
5.639 3.36968 2.22 2.22 3.36968
5.64 3.32362 2.2 2.2 3.32362
5.641 3.27757 2.18 2.18 3.27757
5.642 3.23152 2.16 2.16 3.23152
5.643 3.18547 2.14 2.14 3.18547
5.644 3.13942 2.12 2.12 3.13942
5.645 3.09337 2.1 2.1 3.09337
5.646 3.04731 2.08 2.08 3.04731
5.647 3.00126 2.06 2.06 3.00126
5.648 2.95521 2.04 2.04 2.95521
5.649 2.90916 2.02 2.02 2.90916
5.65 2.86311 2 2 2.86311
5.651 2.81705 1.98 1.98 2.81705
5.652 2.771 1.96 1.96 2.771
5.653 2.72495 1.94 1.94 2.72495
5.654 2.6789 1.92 1.92 2.6789
5.655 2.63285 1.9 1.9 2.63285
5.656 2.5868 1.88 1.88 2.5868
5.657 2.54074 1.86 1.86 2.54074
5.658 2.49469 1.84 1.84 2.49469
5.659 2.44864 1.82 1.82 2.44864
5.66 2.40259 1.8 1.8 2.40259
5.661 2.35654 1.78 1.78 2.35654
5.662 2.31048 1.76 1.76 2.31048
5.663 2.26443 1.74 1.74 2.26443
5.664 2.21838 1.72 1.72 2.21838
5.665 2.17233 1.7 1.7 2.17233
5.666 2.12628 1.68 1.68 2.12628
5.667 2.08023 1.66 1.66 2.08023
5.668 2.03417 1.64 1.64 2.03417
5.669 1.98812 1.62 1.62 1.98812
5.67 1.94207 1.6 1.6 1.94207
5.671 1.89602 1.58 1.58 1.89602
5.672 1.84997 1.56 1.56 1.84997
5.673 1.80392 1.54 1.54 1.80392
5.674 1.75786 1.52 1.52 1.75786
5.675 1.71181 1.5 1.5 1.71181
5.676 1.66576 1.48 1.48 1.66576
5.677 1.61971 1.46 1.46 1.61971
5.678 1.57366 1.44 1.44 1.57366
5.679 1.5276 1.42 1.42 1.5276
5.68 1.48155 1.4 1.4 1.48155
5.681 1.4355 1.38 1.38 1.4355
5.682 1.38945 1.36 1.36 1.38945
5.683 1.3434 1.34 1.34 1.3434
5.684 1.29735 1.32 1.32 1.29735
5.685 1.25129 1.3 1.3 1.25129
5.686 1.20524 1.28 1.28 1.20524
5.687 1.15919 1.26 1.26 1.15919
5.688 1.11314 1.24 1.24 1.11314
