t 1 2 3 4 5 jL0100 jL0201 jL0302 jL0403 jV0500
9.24 0.00010654 0.00413653 -0.179044 -2.32799 1 5.07361e-05 -0.0134229 0.0667648 2.93234 -0.0134736
9.28 3.94812e-05 0.00459556 -0.123647 -2.43547 1 0.000107495 -0.010092 -0.0126234 2.44165 -0.0101995
9.32 -8.67304e-06 0.00422918 -0.0774253 -2.52267 1 0.00011947 -0.00668045 -0.0661306 1.91837 -0.00679992
9.36 -3.87986e-05 0.0033184 -0.0414778 -2.58843 1 0.000101018 -0.00373401 -0.0983655 1.36923 -0.00383503
9.4 -5.43758e-05 0.00209128 -0.0166573 -2.63184 1 6.48006e-05 -0.00159922 -0.114564 0.801396 -0.00166402
9.44 -6.04672e-05 0.000714423 -0.00354961 -2.65231 1 2.01609e-05 -0.000466211 -0.120431 0.222362 -0.000486372
9.48 -6.29497e-05 -0.000713155 -0.00246067 -2.64956 1 -2.78115e-05 -0.00041784 -0.121963 -0.360183 -0.000390029
9.52 -6.80323e-05 -0.00216336 -0.0134094 -2.62358 1 -7.87245e-05 -0.00148295 -0.125276 -0.938483 -0.00140423
9.56 -8.20786e-05 -0.00367963 -0.0361273 -2.57472 1 -0.000137073 -0.00369146 -0.136414 -1.50485 -0.00355439
9.6 -0.000111739 -0.00537475 -0.0700644 -2.50359 1 -0.00021241 -0.00712886 -0.161176 -2.05178 -0.00691645
9.64 -0.000164383 -0.00742586 -0.114402 -2.41111 1 -0.00031974 -0.0119876 -0.204937 -2.5721 -0.0116679
9.68 -0.000248801 -0.0100671 -0.168069 -2.29848 1 -0.000480345 -0.0186136 -0.272486 -3.05909 -0.0181333
9.72 -0.000376144 -0.0135794 -0.22977 -2.16717 1 -0.000723262 -0.0275446 -0.367875 -3.50655 -0.0268214
9.76 -0.000561046 -0.0182792 -0.298011 -2.01886 1 -0.00108755 -0.0395404 -0.494296 -3.90896 -0.0384528
9.8 -0.000822867 -0.0245043 -0.371135 -1.85545 1 -0.00162548 -0.055601 -0.653969 -4.26152 -0.0539756
9.84 -0.00118699 -0.0325992 -0.447358 -1.67902 1 -0.00240672 -0.0769742 -0.848063 -4.56028 -0.0745675
9.88 -0.00168609 -0.0428997 -0.524808 -1.49177 1 -0.00352349 -0.105149 -1.07664 -4.80213 -0.101625
9.92 -0.00236131 -0.0557166 -0.601572 -1.29603 1 -0.00509672 -0.141836 -1.33864 -4.98488 -0.136739
9.96 -0.00326322 -0.0713202 -0.675731 -1.09418 1 -0.00728299 -0.188937 -1.63187 -5.1073 -0.181654
10 -0.00445259 -0.0899251 -0.745411 -0.888656 1 -0.0102821 -0.248498 -1.95304 -5.16909 -0.238216
10.04 -0.00600072 -0.111676 -0.808818 -0.681856 1 -0.0143454 -0.322652 -2.29785 -5.17088 -0.308307
10.08 -0.0079895 -0.136637 -0.864281 -0.476154 1 -0.0197834 -0.413556 -2.66106 -5.11422 -0.393773
10.12 -0.0105109 -0.164778 -0.910288 -0.273839 1 -0.0269745 -0.523311 -3.0366 -5.00152 -0.496336
10.16 -0.0136661 -0.195972 -0.945517 -0.0770892 1 -0.0363722 -0.653882 -3.41772 -4.83598 -0.61751
10.2 -0.0175639 -0.229984 -0.968871 0.112062 1 -0.0485114 -0.807013 -3.79715 -4.62155 -0.758501
10.24 -0.022319 -0.266474 -0.979492 0.291749 1 -0.0640139 -0.984138 -4.16727 -4.36281 -0.920124
10.28 -0.028049 -0.304997 -0.976786 0.460303 1 -0.0835921 -1.1863 -4.52029 -4.0649 -1.1027
10.32 -0.0348721 -0.345005 -0.960433 0.616269 1 -0.10805 -1.41405 -4.84842 -3.73338 -1.306
10.36 -0.0429032 -0.385857 -0.930391 0.75842 1 -0.138281 -1.66741 -5.14412 -3.37417 -1.52913
10.4 -0.0522501 -0.426828 -0.886897 0.885772 1 -0.175267 -1.94577 -5.40022 -2.99341 -1.7705
10.44 -0.0630095 -0.467121 -0.830462 0.997586 1 -0.220069 -2.24786 -5.61012 -2.59733 -2.02779
10.48 -0.0752628 -0.50589 -0.761853 1.09338 1 -0.273816 -2.57169 -5.76799 -2.19217 -2.29787
10.52 -0.0890714 -0.542246 -0.682081 1.1729 1 -0.337693 -2.91455 -5.86889 -1.78405 -2.57686
10.56 -0.104473 -0.57529 -0.592372 1.23616 1 -0.412924 -3.27301 -5.90889 -1.37886 -2.86009
10.6 -0.121475 -0.604126 -0.494144 1.28338 1 -0.50075 -3.6429 -5.88521 -0.982197 -3.14215
10.64 -0.140055 -0.627883 -0.38897 1.31501 1 -0.602408 -4.01939 -5.79627 -0.599231 -3.41698
10.68 -0.160153 -0.645744 -0.278547 1.33169 1 -0.719099 -4.39702 -5.64176 -0.234668 -3.67792
10.72 -0.181669 -0.656961 -0.164656 1.33423 1 -0.851966 -4.76979 -5.42265 0.107336 -3.91782
10.76 -0.204464 -0.660879 -0.0491277 1.32362 1 -1.00206 -5.13124 -5.14121 0.423216 -4.12918
10.8 -0.228354 -0.656956 0.0662027 1.30096 1 -1.17029 -5.47458 -4.80091 0.710042 -4.30428
10.84 -0.25311 -0.644779 0.179529 1.26745 1 -1.35744 -5.79279 -4.40643 0.965535 -4.43535
10.88 -0.278463 -0.62408 0.289113 1.22437 1 -1.56406 -6.07882 -3.96351 1.18808 -4.51475
10.92 -0.304099 -0.594749 0.39332 1.17308 1 -1.79051 -6.32565 -3.47883 1.37674 -4.53515
10.96 -0.329664 -0.556839 0.490649 1.11492 1 -2.03685 -6.52654 -2.95993 1.53118 -4.48969
11 -0.354767 -0.510574 0.579763 1.05126 1 -2.30289 -6.67512 -2.41495 1.65171 -4.37222
11.04 -0.378985 -0.456351 0.659512 0.983442 1 -2.5881 -6.76557 -1.85255 1.73921 -4.17747
11.08 -0.40187 -0.394733 0.728952 0.912757 1 -2.89162 -6.79282 -1.28164 1.79506 -3.9012
11.12 -0.42295 -0.326446 0.787361 0.840433 1 -3.21223 -6.75261 -0.711258 1.82112 -3.54038
11.16 -0.441741 -0.252364 0.834245 0.767618 1 -3.54834 -6.64171 -0.150326 1.81963 -3.09337
11.2 -0.457755 -0.173499 0.869343 0.695362 1 -3.89797 -6.45796 0.392515 1.79316 -2.55999
11.24 -0.470507 -0.090981 0.892628 0.624608 1 -4.25879 -6.20045 0.909099 1.74454 -1.94166
11.28 -0.479524 -0.00603328 0.904294 0.556182 1 -4.62807 -5.86953 1.3919 1.67677 -1.24146
11.32 -0.484355 0.0800466 0.904748 0.490788 1 -5.00273 -5.46689 1.8342 1.59294 -0.464158
11.36 -0.484583 0.165916 0.894593 0.429006 1 -5.37936 -4.99558 2.23019 1.49619 0.383782
11.4 -0.47983 0.250212 0.874605 0.37129 1 -5.75423 -4.46001 2.57511 1.38961 1.29422
11.44 -0.469769 0.331586 0.845711 0.317974 1 -6.12334 -3.86591 2.86534 1.27619 2.25743
11.48 -0.454134 0.408725 0.808965 0.269274 1 -6.48246 -3.22029 3.09843 1.15878 3.26217
11.52 -0.432724 0.480386 0.765513 0.225299 1 -6.82719 -2.53132 3.27315 1.03999 4.29587
11.56 -0.405415 0.54542 0.716566 0.186055 1 -7.15297 -1.80821 3.38946 0.922207 5.34476
11.6 -0.372162 0.602801 0.663373 0.15146 1 -7.45522 -1.06111 3.44853 0.80754 6.39411
11.64 -0.333007 0.651645 0.607185 0.121354 1 -7.72932 -0.300895 3.45264 0.697788 7.42842
11.68 -0.28808 0.691235 0.54923 0.0955092 1 -7.97074 0.461012 3.4051 0.594438 8.43175
11.72 -0.237603 0.721035 0.490685 0.0736473 1 -8.17507 1.21283 3.31018 0.498654 9.3879
11.76 -0.181887 0.740705 0.43265 0.0554485 1 -8.33813 1.94264 3.17293 0.411288 10.2808
11.8 -0.121337 0.750108 0.376129 0.040565 1 -8.45599 2.63862 2.99907 0.332884 11.0946
11.84 -0.056443 0.749316 0.322008 0.0286334 1 -8.5251 3.28928 2.7948 0.2637 11.8144
11.88 0.0122225 0.738608 0.271046 0.0192846 1 -8.54228 3.88366 2.56668 0.203736 12.4259
11.92 0.0840099 0.718468 0.223857 0.0121548 1 -8.50488 4.41159 2.3214 0.152755 12.9165
11.96 0.158201 0.689573 0.180913 0.00689324 1 -8.41073 4.86387 2.06565 0.110325 13.2746
12 0.234019 0.652778 0.142536 0.00316969 1 -8.25827 5.23246 1.80591 0.0758526 13.4907
12.04 0.310638 0.609101 0.108904 0.000680283 1 -8.04656 5.51071 1.54833 0.0486176 13.5573
12.08 0.387195 0.559701 0.0800549 -0.000848342 1 -7.77532 5.69341 1.29855 0.0278136 13.4687
12.12 0.462801 0.505849 0.055899 -0.00165628 1 -7.44492 5.77704 1.06157 0.0125832 13.222
12.16 0.53656 0.448905 0.0362325 -0.00194899 1 -7.05647 5.75973 0.841674 0.00205215 12.8162
12.2 0.607574 0.390284 0.0207529 -0.00189724 1 -6.61174 5.64143 0.642274 -0.00463933 12.2532
12.24 0.674964 0.331427 0.00907839 -0.00163826 1 -6.11321 5.42386 0.465899 -0.00830968 11.5371
12.28 0.737883 0.273768 0.000768057 -0.0012778 1 -5.56404 5.11054 0.314133 -0.00971355 10.6746
12.32 0.795526 0.218704 -0.00465693 -0.000893035 1 -4.968 4.70672 0.1876 -0.00952457 9.67472
12.36 0.847148 0.167559 -0.0076917 -0.000536075 1 -4.32949 4.2193 0.0859859 -0.00832342 8.54879
12.4 0.892072 0.121559 -0.00882647 -0.000237776 1 -3.65345 3.65674 0.00807296 -0.00659155 7.31019
12.44 0.929702 0.0818028 -0.00852639 -1.17416e-05 1 -2.94532 3.02889 -0.0481918 -0.00471018 5.97421
12.48 0.959536 0.0492358 -0.00721301 0.000141753 1 -2.21097 2.34681 -0.0856085 -0.00296454 4.55778
12.52 0.98117 0.0246303 -0.00524797 0.000232098 1 -1.45661 1.62258 -0.107615 -0.00155271 3.0792
12.56 0.994305 0.00856736 -0.00291933 0.000275122 1 -0.688744 0.869091 -0.11816 -0.000598513 1.55783
12.6 0.998757 0.00142335 -0.000431044 0.000290448 1 0.0859638 0.099773 -0.121561 -0.00016776 0.0138092
12.64 0.994455 0.00336179 0.00210416 0.000299541 1 0.86073 -0.671623 -0.122354 -0.000286904 -1.53235
12.68 0.981447 0.0143293 0.00466833 0.000324544 1 1.62877 -1.4313 -0.125137 -0.000963229 -3.06006
12.72 0.959892 0.0340569 0.00733807 0.00038792 1 2.38337 -2.16565 -0.134411 -0.00220556 -4.54902
12.76 0.930068 0.0620657 0.0102807 0.000512921 1 3.118 -2.86156 -0.154424 -0.00404453 -5.97956
12.8 0.892358 0.097678 0.0137467 0.00072484 1 3.82638 -3.50659 -0.189021 -0.0065514 -7.33297
12.84 0.847248 0.140032 0.0180591 0.00105296 1 4.50257 -4.08924 -0.24151 -0.00985448 -8.5918
12.88 0.795319 0.188103 0.0235994 0.0015331 1 5.14104 -4.59916 -0.314539 -0.0141524 -9.7402
12.92 0.737236 0.240723 0.0307913 0.00221062 1 5.73674 -5.02734 -0.40999 -0.0197236 -10.7641
12.96 0.67374 0.296611 0.0400823 0.0031437 1 6.28519 -5.36627 -0.528901 -0.0269307 -11.6515
13 0.60563 0.354397 0.0519238 0.00440673 1 6.78249 -5.61004 -0.671402 -0.0362209 -12.3925
13.04 0.533758 0.412659 0.0667496 0.00609355 1 7.22537 -5.75448 -0.836688 -0.0481199 -12.9798
13.08 0.459008 0.469949 0.0849556 0.00832039 1 7.61126 -5.79721 -1.02301 -0.0632219 -13.4085
13.12 0.382286 0.524828 0.106879 0.0112283 1 7.93827 -5.73767 -1.2277 -0.0821733 -13.6759
13.16 0.304505 0.575899 0.132777 0.0149848 1 8.20523 -5.57709 -1.4472 -0.105652 -13.7823
13.2 0.226571 0.621835 0.162813 0.0197847 1 8.41166 -5.31846 -1.67718 -0.134342 -13.7301
13.24 0.149367 0.66141 0.197036 0.0258496 1 8.55779 -4.96648 -1.91257 -0.168906 -13.5243
13.28 0.0737449 0.693528 0.235372 0.0334268 1 8.64451 -4.5274 -2.14774 -0.20995 -13.1719
13.32 0.000507864 0.717243 0.277612 0.0427857 1 8.67337 -4.0089 -2.37661 -0.257995 -12.6823
13.36 -0.0695979 0.731781 0.323409 0.0542143 1 8.64652 -3.41996 -2.59278 -0.313437 -12.0665
13.4 -0.135894 0.736558 0.372274 0.0680134 1 8.56664 -2.77061 -2.78975 -0.376517 -11.3373
13.44 -0.197777 0.731188 0.423579 0.0844895 1 8.43695 -2.07176 -2.96102 -0.447286 -10.5087
13.48 -0.254727 0.715496 0.476567 0.103947 1 8.26106 -1.33499 -3.10035 -0.525574 -9.59604
13.52 -0.306314 0.689518 0.530358 0.126677 1 8.04298 -0.57227 -3.20183 -0.610967 -8.61525
13.56 -0.352199 0.653497 0.583967 0.152953 1 7.78701 0.204208 -3.26013 -0.702783 -7.58281
13.6 -0.392134 0.607879 0.636324 0.183009 1 7.49769 0.982308 -3.2706 -0.80006 -6.51538
13.64 -0.425971 0.553306 0.686291 0.217041 1 7.17969 1.75016 -3.22945 -0.901542 -5.42953
13.68 -0.453649 0.49059 0.732693 0.255186 1 6.83778 2.49637 -3.13383 -1.00568 -4.34141
13.72 -0.4752 0.420707 0.77434 0.297513 1 6.47674 3.21025 -2.98197 -1.11066 -3.26649
13.76 -0.490739 0.344766 0.810059 0.344014 1 6.10127 3.88193 -2.77321 -1.21438 -2.21934
13.8 -0.500463 0.263987 0.83872 0.394591 1 5.71599 4.50263 -2.50808 -1.3145 -1.21336
13.84 -0.504639 0.179673 0.85927 0.449051 1 5.3253 5.06466 -2.18833 -1.40848 -0.260642
13.88 -0.503597 0.0931855 0.870757 0.507092 1 4.9334 5.56165 -1.81686 -1.4936 0.628253
13.92 -0.497726 0.00590972 0.872361 0.568305 1 4.54419 5.98855 -1.39777 -1.56705 1.44437
13.96 -0.487458 -0.0807713 0.863415 0.632165 1 4.16124 6.34171 -0.9362 -1.62594 2.18047
14 -0.473262 -0.165507 0.843435 0.698031 1 3.78781 6.61887 -0.438307 -1.66737 2.83106
14.04 -0.455633 -0.247005 0.812127 0.765149 1 3.42674 6.8192 0.0888878 -1.68853 3.39245
14.08 -0.435081 -0.324061 0.769415 0.832654 1 3.08052 6.9432 0.637632 -1.68674 3.86268
14.12 -0.412124 -0.395577 0.715438 0.89958 1 2.75121 6.99269 1.1996 -1.65953 4.24148
14.16 -0.387277 -0.460585 0.650564 0.964864 1 2.44048 6.97067 1.76608 -1.6047 4.53019
14.2 -0.361041 -0.518263 0.575388 1.02737 1 2.14961 6.88124 2.32813 -1.52041 4.73163
14.24 -0.333899 -0.56795 0.490723 1.08588 1 1.87949 6.72945 2.8768 -1.40522 4.84996
14.28 -0.306307 -0.609153 0.397592 1.13915 1 1.63064 6.52116 3.40332 -1.25819 4.89053
14.32 -0.278688 -0.641554 0.297212 1.18589 1 1.40325 6.2629 3.89927 -1.07886 4.85966
14.36 -0.251426 -0.665012 0.190973 1.22481 1 1.19719 5.96168 4.35679 -0.867384 4.76449
14.4 -0.224863 -0.67956 0.080412 1.25465 1 1.01206 5.62484 4.76873 -0.624495 4.61278
14.44 -0.199296 -0.685395 -0.0328172 1.27417 1 0.847185 5.25987 5.12881 -0.35156 4.41268
14.48 -0.174977 -0.682874 -0.146975 1.28221 1 0.701704 4.87425 5.43178 -0.0505804 4.17255
14.52 -0.152108 -0.672496 -0.260271 1.27771 1 0.574565 4.47534 5.67348 0.275808 3.90077
14.56 -0.130845 -0.654887 -0.370904 1.25971 1 0.464581 4.07016 5.85096 0.624353 3.60558
14.6 -0.111298 -0.630782 -0.477097 1.2274 1 0.37046 3.66533 5.96253 0.991215 3.29487
14.64 -0.093534 -0.601002 -0.577138 1.18013 1 0.290841 3.26693 6.00779 1.37201 2.97609
14.68 -0.0775798 -0.566434 -0.669415 1.11745 1 0.224329 2.88041 5.98762 1.76186 2.65608
14.72 -0.0634245 -0.528007 -0.752454 1.03911 1 0.16952 2.51053 5.90415 2.15549 2.34101
14.76 -0.051025 -0.486671 -0.824952 0.945051 1 0.125034 2.1613 5.7607 2.54726 2.03626
14.8 -0.0403099 -0.443371 -0.885805 0.83548 1 0.0895316 1.83593 5.56168 2.9313 1.74639
14.84 -0.0311843 -0.39903 -0.934136 0.710822 1 0.0617417 1.53686 5.31248 3.30159 1.47512
14.88 -0.0235349 -0.354525 -0.969313 0.571749 1 0.0404722 1.26575 5.01935 3.65205 1.22528
14.92 -0.0172345 -0.310669 -0.990971 0.419174 1 0.0246251 1.02351 4.68921 3.97669 0.998884
14.96 -0.0121469 -0.268199 -0.999014 0.254248 1 0.0132044 0.81034 4.32948 4.26966 0.797135
15 -0.00813126 -0.22776 -0.993623 0.0783456 1 0.00532225 0.625803 3.94795 4.52544 0.620481
15.04 -0.00504597 -0.189895 -0.975256 -0.106941 1 0.000200233 0.468889 3.55251 4.73887 0.468689
15.08 -0.00275256 -0.15504 -0.944634 -0.299824 1 -0.00283107 0.3381 3.15102 4.90531 0.340931
15.12 -0.00111865 -0.123519 -0.902732 -0.498345 1 -0.00433582 0.231536 2.7511 5.02072 0.235872
15.16 -2.05743e-05 -0.0955452 -0.850756 -0.700394 1 -0.00477864 0.146994 2.35995 5.08175 0.151772
15.2 0.000654618 -0.0712208 -0.790115 -0.903745 1 -0.00453219 0.0820521 1.98417 5.08579 0.0865843
15.24 0.00100768 -0.0505464 -0.722397 -1.10608 1 -0.00388605 0.0341685 1.62964 5.03108 0.0380545
15.28 0.0011263 -0.0334276 -0.649329 -1.30504 1 -0.00305656 0.000763446 1.30136 4.91675 0.00382001
15.32 0.00108471 -0.0196864 -0.572742 -1.49823 1 -0.00219714 -0.0206995 1.00337 4.74282 -0.0185024
15.36 0.000943817 -0.00907402 -0.494527 -1.68329 1 -0.00140865 -0.0326439 0.738633 4.51025 -0.0312352
15.4 0.000751743 -0.00128558 -0.4166 -1.85792 1 -0.000749582 -0.0373206 0.509009 4.22094 -0.036571
15.44 0.000544711 0.00402439 -0.340849 -2.01989 1 -0.000245647 -0.036761 0.315221 3.8777 -0.0365154
15.48 0.000348236 0.00722575 -0.269104 -2.16713 1 0.000101443 -0.032743 0.156863 3.48422 -0.0328445
15.52 0.000178497 0.00869648 -0.203085 -2.29771 1 0.000306185 -0.0267705 0.0324339 3.04503 -0.0270766
15.56 4.38432e-05 0.00880684 -0.144368 -2.40992 1 0.00039261 -0.0200664 -0.060601 2.56541 -0.020459
15.6 -5.36793e-05 0.00790439 -0.0943531 -2.50226 1 0.000388786 -0.0135796 -0.125716 2.05133 -0.0139684
15.64 -0.000116831 0.00630045 -0.0542246 -2.57347 1 0.000322509 -0.0080028 -0.167213 1.50935 -0.00832531
15.68 -0.000151803 0.00425824 -0.0249309 -2.62259 1 0.00021809 -0.00380242 -0.190083 0.946488 -0.00402051
15.72 -0.00016702 0.00198321 -0.00715989 -2.64892 1 9.41633e-05 -0.00125741 -0.199854 0.370153 -0.00135157
15.76 -0.000172174 -0.000384266 -0.00132424 -2.65208 1 -3.76821e-05 -0.000505523 -0.202425 -0.212024 -0.000467841
15.8 -0.000177525 -0.00277355 -0.00755148 -2.63199 1 -0.000173611 -0.00159491 -0.203882 -0.792296 -0.0014213
15.84 -0.000193508 -0.0051857 -0.0256812 -2.58889 1 -0.000317832 -0.00453871 -0.210325 -1.36294 -0.00422088
15.88 -0.00023064 -0.00769254 -0.0552684 -2.5233 1 -0.000482699 -0.00937018 -0.227678 -1.91637 -0.00888748
15.92 -0.000299743 -0.0104331 -0.0955935 -2.43607 1 -0.00068886 -0.0161961 -0.261515 -2.44531 -0.0155073
15.96 -0.000412449 -0.0136071 -0.145679 -2.32831 1 -0.000965691 -0.025246 -0.316892 -2.94285 -0.0242804
16 -0.000581967 -0.0174665 -0.204309 -2.2014 1 -0.00135222 -0.0369151 -0.39819 -3.40262 -0.0355628
16.04 -0.000824056 -0.0223045 -0.270061 -2.05697 1 -0.00189875 -0.0517985 -0.508978 -3.81886 -0.0498997
16.08 -0.00115816 -0.0284423 -0.341335 -1.89686 1 -0.00266924 -0.0707163 -0.651899 -4.18653 -0.0680471
16.12 -0.00160864 -0.0362155 -0.416387 -1.7231 1 -0.0037447 -0.0947265 -0.828576 -4.50137 -0.0909818
16.16 -0.002206 -0.0459585 -0.493375 -1.53787 1 -0.00522747 -0.125125 -1.03955 -4.76001 -0.119898
16.2 -0.00298808 -0.0579887 -0.570393 -1.34348 1 -0.00724641 -0.163436 -1.28422 -4.95994 -0.15619
16.24 -0.00400107 -0.0725908 -0.645519 -1.14228 1 -0.00996311 -0.211382 -1.5609 -5.09963 -0.201419
16.28 -0.0053004 -0.0900013 -0.716854 -0.936722 1 -0.0135786 -0.27085 -1.86675 -5.17845 -0.257271
16.32 -0.00695121 -0.110394 -0.782568 -0.729218 1 -0.0183408 -0.343839 -2.19789 -5.19677 -0.325498
16.36 -0.00902856 -0.133868 -0.840936 -0.522166 1 -0.0245522 -0.4324 -2.54949 -5.15584 -0.407847
16.4 -0.0116172 -0.160434 -0.890381 -0.317893 1 -0.0325773 -0.538563 -2.91582 -5.0578 -0.505985
16.44 -0.0148107 -0.190009 -0.929506 -0.118624 1 -0.0428498 -0.664262 -3.29041 -4.90563 -0.621412
16.48 -0.0187108 -0.222409 -0.957123 0.0735496 1 -0.0558797 -0.811252 -3.66621 -4.70306 -0.755373
16.52 -0.0234248 -0.257341 -0.97228 0.256701 1 -0.0722579 -0.981022 -4.03576 -4.4545 -0.908764
16.56 -0.0290641 -0.294411 -0.974283 0.429089 1 -0.0926604 -1.17471 -4.39133 -4.16494 -1.08205
16.6 -0.0357414 -0.333121 -0.962707 0.589185 1 -0.11785 -1.39301 -4.72513 -3.83986 -1.27516
16.64 -0.043567 -0.372876 -0.937406 0.735685 1 -0.148678 -1.63613 -5.02954 -3.48511 -1.48746
16.68 -0.052646 -0.412994 -0.898514 0.867523 1 -0.186076 -1.90368 -5.29722 -3.10681 -1.7176
16.72 -0.0630737 -0.452718 -0.846442 0.983883 1 -0.231056 -2.19464 -5.52136 -2.71121 -1.96358
16.76 -0.0749319 -0.49123 -0.781866 1.0842 1 -0.2847 -2.5073 -5.69581 -2.3046 -2.2226
16.8 -0.0882844 -0.527669 -0.705711 1.16816 1 -0.348142 -2.83925 -5.81529 -1.89321 -2.49111
16.84 -0.103173 -0.56115 -0.619131 1.23568 1 -0.422562 -3.18738 -5.87546 -1.48306 -2.76481
16.88 -0.119612 -0.590784 -0.523479 1.28694 1 -0.509159 -3.54783 -5.87308 -1.07988 -3.03867
16.92 -0.137588 -0.615701 -0.420281 1.32232 1 -0.609133 -3.9161 -5.8061 -0.689049 -3.30697
16.96 -0.157049 -0.635069 -0.311199 1.34241 1 -0.723659 -4.28703 -5.67373 -0.315466 -3.56337
17 -0.17791 -0.648122 -0.197996 1.34799 1 -0.853858 -4.65489 -5.47642 0.0364889 -3.80103
17.04 -0.200044 -0.654175 -0.0824934 1.34 1 -1.00077 -5.01348 -5.21594 0.363021 -4.01271
17.08 -0.223283 -0.652647 0.0334602 1.31952 1 -1.16532 -5.35622 -4.8953 0.660962 -4.19091
17.12 -0.247414 -0.643081 0.148035 1.28774 1 -1.34828 -5.67629 -4.51873 0.927796 -4.32801
17.16 -0.272185 -0.625154 0.259454 1.24595 1 -1.55025 -5.96672 -4.09155 1.16168 -4.41647
17.2 -0.297298 -0.598698 0.366031 1.19549 1 -1.77161 -6.22058 -3.62012 1.36143 -4.44897
17.24 -0.322417 -0.563705 0.466203 1.13773 1 -2.01249 -6.43111 -3.11164 1.52654 -4.41862
17.28 -0.347168 -0.520334 0.558562 1.07406 1 -2.27276 -6.59189 -2.57407 1.65712 -4.31913
17.32 -0.371145 -0.468914 0.641877 1.00584 1 -2.55197 -6.697 -2.01587 1.75386 -4.14503
17.36 -0.393911 -0.409943 0.71512 0.934402 1 -2.84935 -6.74115 -1.4459 1.81801 -3.8918
17.4 -0.415008 -0.344083 0.777479 0.861015 1 -3.16378 -6.71985 -0.873193 1.85132 -3.55608
17.44 -0.433964 -0.272148 0.828371 0.78687 1 -3.49377 -6.62956 -0.306738 1.85595 -3.13579
17.48 -0.450298 -0.195096 0.867445 0.713063 1 -3.83749 -6.46778 0.24467 1.8344 -2.6303
17.52 -0.463529 -0.114007 0.894588 0.640585 1 -4.19269 -6.23319 0.772646 1.78948 -2.04049
17.56 -0.473186 -0.0300645 0.909912 0.570312 1 -4.5568 -5.92569 1.26938 1.72418 -1.36889
17.6 -0.478819 0.0554647 0.913751 0.502996 1 -4.92684 -5.54651 1.72779 1.64164 -0.619663
17.64 -0.480004 0.141259 0.906641 0.439262 1 -5.29954 -5.09822 2.1417 1.54505 0.20132
17.68 -0.476356 0.225968 0.889303 0.379609 1 -5.67128 -4.58475 2.50591 1.43757 1.08654
17.72 -0.467537 0.30824 0.862621 0.324412 1 -6.03817 -4.01133 2.81633 1.3223 2.02685
17.76 -0.453265 0.386751 0.827613 0.273922 1 -6.39609 -3.38449 3.07004 1.20219 3.0116
17.8 -0.433321 0.460236 0.785406 0.228278 1 -6.74071 -2.71196 3.26531 1.08 4.02875
17.84 -0.407562 0.527513 0.737207 0.187513 1 -7.06756 -2.00256 3.40166 0.958251 5.065
17.88 -0.375917 0.58751 0.684266 0.151564 1 -7.3721 -1.26605 3.47978 0.839188 6.10605
17.92 -0.338405 0.639293 0.627853 0.120286 1 -7.64976 -0.513002 3.50153 0.724758 7.13676
17.96 -0.295126 0.682083 0.569227 0.0934586 1 -7.89602 0.24539 3.46984 0.616591 8.14141
18 -0.246275 0.715277 0.509602 0.070807 1 -8.10646 0.997519 3.38864 0.515989 9.10398
18.04 -0.192135 0.738462 0.450127 0.0520086 1 -8.27687 1.73157 3.26271 0.423929 10.0084
18.08 -0.133081 0.751425 0.391862 0.0367086 1 -8.40328 2.43572 3.09755 0.341069 10.839
18.12 -0.0695734 0.75416 0.335757 0.0245319 1 -8.48205 3.09842 2.89923 0.267767 11.5805
18.16 -0.00215811 0.746868 0.282633 0.0150945 1 -8.50994 3.70856 2.67423 0.204103 12.2185
18.2 0.0685414 0.729958 0.233175 0.00801432 1 -8.48413 4.25573 2.42924 0.149906 12.7399
18.24 0.141831 0.704033 0.187924 0.00292043 1 -8.40236 4.73043 2.17104 0.104788 13.1328
18.28 0.216954 0.669882 0.147267 -0.000538923 1 -8.2629 5.12424 1.90624 0.0681792 13.3871
18.32 0.293102 0.628464 0.111447 -0.00268982 1 -8.06464 5.43005 1.64122 0.0393655 13.4947
18.36 0.369426 0.580885 0.080559 -0.00382769 1 -7.80712 5.64219 1.38188 0.0175279 13.4493
18.4 0.445049 0.528376 0.0545664 -0.00421384 1 -7.49053 5.75655 1.13355 0.00177957 13.2471
18.44 0.519077 0.472263 0.0333084 -0.00407346 1 -7.11577 5.77071 0.900868 -0.00879826 12.8865
18.48 0.590617 0.413943 0.0165177 -0.00359504 1 -6.68443 5.68401 0.687658 -0.0151227 12.3684
18.52 0.658785 0.35485 0.00383722 -0.002931 1 -6.19878 5.49756 0.496865 -0.0180796 11.6963
18.56 0.722726 0.296423 -0.00515926 -0.00219944 1 -5.66179 5.21427 0.330505 -0.0184985 10.8761
18.6 0.781623 0.240073 -0.0109466 -0.00148682 1 -5.07704 4.8388 0.189635 -0.0171323 9.91585
18.64 0.834714 0.187156 -0.0140266 -0.000851325 1 -4.44877 4.3775 0.0743598 -0.0146425 8.82627
18.68 0.881301 0.138936 -0.0149059 -0.000326686 1 -3.78175 3.83828 -0.0161431 -0.0115895 7.62004
18.72 0.920766 0.0965622 -0.0140761 7.36896e-05 1 -3.08129 3.23054 -0.0835645 -0.00842929 6.31183
18.76 0.952577 0.0610402 -0.0119934 0.00035257 1 -2.35311 2.56494 -0.130386 -0.00551475 4.91805
