t 1 2 3 4 5 6 7 jK0406 jL0406
0.0009148 1.88757e-11 0 58.6244 180 180 781.743 60.1743 -1.78735 0.178735
0.0009149 1.88757e-11 0 58.6362 180 180 781.343 60.1343 -1.66704 0.166704
0.000915 1.88757e-11 0 58.6468 180 180 780.933 60.0933 -1.54682 0.154682
0.0009151 1.88757e-11 0 58.6562 180 180 780.51 60.051 -1.42667 0.142667
0.0009152 1.88757e-11 0 58.6645 180 180 780.076 60.0076 -1.30661 0.130661
0.0009153 1.88757e-11 0 58.6715 180 180 779.63 59.963 -1.18664 0.118664
0.0009154 1.88757e-11 0 58.6774 180 180 779.173 59.9173 -1.06676 0.106676
0.0009155 1.88757e-11 0 58.682 180 180 778.705 59.8705 -0.946974 0.0946974
0.0009156 1.88757e-11 0 58.6855 180 180 778.225 59.8225 -0.827281 0.0827281
0.0009157 1.88757e-11 0 58.6878 180 180 777.733 59.7733 -0.707686 0.0707686
0.0009158 1.88757e-11 0 58.6889 180 180 777.23 59.723 -0.588189 0.0588189
0.0009159 1.88757e-11 0 58.6889 180 180 776.716 59.6716 -0.468795 0.0468795
0.000916 1.88757e-11 0 58.6876 180 180 776.19 59.619 -0.349504 0.0349504
0.0009161 1.88757e-11 0 58.6852 180 180 775.653 59.5653 -0.23032 0.023032
0.0009162 1.88757e-11 0 58.6816 180 180 775.105 59.5105 -0.111244 0.0111244
0.0009163 1.88757e-11 0 58.6768 180 180 774.512 59.4512 0.00771804 -0.000771804
0.0009164 1.88757e-11 0 58.6712 180 180 773.562 59.3562 0.126525 -0.0126525
0.0009165 1.88757e-11 0 58.6652 180 180 771.868 59.1868 0.245068 -0.0245068
0.0009166 1.88757e-11 0 58.6592 180 180 768.917 58.8917 0.363147 -0.0363147
0.0009167 1.88757e-11 0 58.6534 180 180 764.703 58.4703 0.480509 -0.0480509
0.0009168 1.88757e-11 0 58.6475 180 180 759.316 57.9316 0.596911 -0.0596911
0.0009169 1.88757e-11 0 58.6416 180 180 752.771 57.2771 0.712119 -0.0712119
0.000917 1.88757e-11 0 58.6358 180 180 745.081 56.5081 0.825904 -0.0825904
0.0009171 1.88757e-11 0 58.6299 180 180 736.261 55.6261 0.938039 -0.0938039
0.0009172 1.88757e-11 0 58.624 180 180 726.329 54.6329 1.0483 -0.10483
0.0009173 1.88757e-11 0 58.6182 180 180 715.305 53.5305 1.15646 -0.115646
0.0009174 1.88757e-11 0 58.6123 180 180 703.212 52.3212 1.26231 -0.126231
0.0009175 1.88757e-11 0 58.6065 180 180 690.072 51.0072 1.36564 -0.136564
0.0009176 1.88757e-11 0 58.6006 180 180 675.912 49.5912 1.46624 -0.146624
0.0009177 1.88757e-11 0 58.5947 180 180 660.762 48.0762 1.56391 -0.156391
0.0009178 1.88757e-11 0 58.5889 180 180 644.65 46.465 1.65845 -0.165845
0.0009179 1.88757e-11 0 58.583 180 180 627.609 44.7609 1.74967 -0.174967
0.000918 1.88757e-11 0 58.5772 180 180 609.674 42.9674 1.8374 -0.18374
0.0009181 1.88757e-11 0 58.5713 180 180 590.88 41.088 1.92146 -0.192146
0.0009182 1.88757e-11 0 58.5655 180 180 571.264 39.1264 2.00167 -0.200167
0.0009183 1.88757e-11 0 58.5596 180 180 550.866 37.0866 2.07788 -0.207788
0.0009184 1.88757e-11 0 58.5537 180 180 529.727 34.9727 2.14994 -0.214994
0.0009185 1.88757e-11 0 58.5479 180 180 507.889 32.7889 2.21771 -0.221771
0.0009186 1.88757e-11 0 58.542 180 180 485.395 30.5395 2.28103 -0.228103
0.0009187 1.88757e-11 0 58.5362 180 180 462.291 28.2291 2.3398 -0.23398
0.0009188 1.88757e-11 0 58.5303 180 180 438.622 25.8622 2.39389 -0.239389
0.0009189 1.88757e-11 0 58.5245 180 180 414.437 23.4437 2.4432 -0.24432
0.000919 1.88757e-11 0 58.5186 180 180 389.783 20.9783 2.48762 -0.248762
0.0009191 1.88757e-11 0 58.5128 180 180 364.709 18.4709 2.52707 -0.252707
0.0009192 1.88757e-11 0 58.5069 180 180 339.267 15.9267 2.56147 -0.256147
0.0009193 1.88757e-11 0 58.5011 180 180 313.506 13.3506 2.59075 -0.259075
0.0009194 1.88757e-11 0 58.4952 180 180 287.478 10.7478 2.61484 -0.261484
0.0009195 1.88757e-11 0 58.4894 180 180 261.235 8.12348 2.63372 -0.263372
0.0009196 1.88757e-11 0 58.4835 180 180 234.83 5.48296 2.64732 -0.264732
0.0009197 1.88757e-11 0 58.4777 180 180 208.315 2.83148 2.65564 -0.265564
0.0009198 1.88757e-11 0 58.4718 180 180 181.743 0.174345 2.65864 -0.265864
0.0009199 1.88757e-11 0 58.466 180 180 155.169 -2.48314 2.65633 -0.265633
0.00092 1.88757e-11 0 58.4601 180 180 128.643 -5.13567 2.64871 -0.264871
0.0009201 1.88757e-11 0 58.4543 180 180 102.221 -7.77793 2.6358 -0.26358
0.0009202 1.88757e-11 0 58.4484 180 180 75.9536 -10.4046 2.61762 -0.261762
0.0009203 1.88757e-11 0 58.4426 180 180 49.8945 -13.0105 2.5942 -0.25942
0.0009204 1.88757e-11 0 58.4368 180 180 24.0955 -15.5904 2.5656 -0.25656
0.0009205 -0.710629 0 58.4309 180.001 180 -1.31942 -18.1321 2.51767 -0.253188
0.0009206 -23.3673 0 58.4251 180.047 180 -24.0634 -20.411 2.02599 -0.249334
0.0009207 -41.602 0 58.4192 180.083 180 -42.3125 -22.2396 1.61865 -0.245069
0.0009208 -56.0755 0 58.4134 180.112 180 -56.7935 -23.6906 1.28325 -0.240476
0.0009209 -67.4959 0 58.4075 180.135 180 -68.2186 -24.8354 1.00631 -0.235623
0.000921 -76.3954 0 58.4017 180.153 180 -77.1212 -25.7274 0.777759 -0.230567
0.0009211 -83.2146 0 58.3959 180.166 180 -83.9425 -26.4109 0.589236 -0.225353
0.0009212 -88.3183 0 58.39 180.177 180 -89.0476 -26.9224 0.43383 -0.22002
0.0009213 -92.0081 0 58.3842 180.184 180 -92.7385 -27.2923 0.305818 -0.214598
0.0009214 -94.5338 0 58.3783 180.189 180 -95.2649 -27.5454 0.200467 -0.209114
0.0009215 -96.1019 0 58.3725 180.192 180 -96.8334 -27.7026 0.113857 -0.20359
0.0009216 -96.8832 0 58.3667 180.194 180 -97.6148 -27.7809 0.0427487 -0.198041
0.0009217 -97.0189 0 58.3608 180.194 180 -97.7506 -27.7945 -0.0155413 -0.192484
0.0009218 -96.6259 0 58.355 180.193 180 -97.3575 -27.7551 -0.0632313 -0.186929
0.0009219 -95.8009 0 58.3492 180.192 180 -96.5322 -27.6724 -0.102157 -0.181386
0.000922 -94.6235 0 58.3433 180.189 180 -95.3546 -27.5544 -0.133838 -0.175863
0.0009221 -93.16 0 58.3375 180.186 180 -93.8907 -27.4077 -0.159529 -0.170367
0.0009222 -91.4649 0 58.3317 180.183 180 -92.1951 -27.2378 -0.180272 -0.164903
0.0009223 -89.5832 0 58.3258 180.179 180 -90.3129 -27.0492 -0.196925 -0.159474
0.0009224 -87.5522 0 58.32 180.175 180 -88.2813 -26.8456 -0.2102 -0.154084
0.0009225 -85.4027 0 58.3142 180.171 180 -86.1312 -26.6302 -0.220686 -0.148737
0.0009226 -83.16 0 58.3083 180.166 180 -83.8879 -26.4054 -0.228869 -0.143433
0.0009227 -80.8453 0 58.3025 180.162 180 -81.5724 -26.1734 -0.235152 -0.138175
0.0009228 -78.4757 0 58.2967 180.157 180 -79.2021 -25.9359 -0.239869 -0.132964
0.0009229 -76.0654 0 58.2908 180.152 180 -76.7911 -25.6943 -0.243295 -0.127801
0.000923 -73.6264 0 58.285 180.147 180 -74.3512 -25.4498 -0.245658 -0.122687
0.0009231 -71.1681 0 58.2792 180.142 180 -71.8921 -25.2034 -0.247146 -0.117622
0.0009232 -68.6986 0 58.2734 180.137 180 -69.4217 -24.9559 -0.247916 -0.112606
0.0009233 -66.2244 0 58.2675 180.132 180 -66.9466 -24.7079 -0.248096 -0.107639
0.0009234 -63.7509 0 58.2617 180.128 180 -64.4721 -24.46 -0.247793 -0.102723
0.0009235 -61.2824 0 58.2559 180.123 180 -62.0026 -24.2125 -0.247095 -0.0978553
0.0009236 -58.8225 0 58.2501 180.118 180 -59.5417 -23.9659 -0.246075 -0.0930374
0.0009237 -56.3741 0 58.2442 180.113 180 -57.0922 -23.7205 -0.244794 -0.0882688
0.0009238 -53.9396 0 58.2384 180.108 180 -54.6566 -23.4765 -0.243301 -0.0835491
0.0009239 -51.5209 0 58.2326 180.103 180 -52.2368 -23.234 -0.241637 -0.0788781
0.000924 -49.1195 0 58.2268 180.098 180 -49.8342 -22.9932 -0.239837 -0.0742553
0.0009241 -46.7367 0 58.2209 180.093 180 -47.4501 -22.7544 -0.237928 -0.0696806
0.0009242 -44.3734 0 58.2151 180.089 180 -45.0856 -22.5174 -0.235934 -0.0651534
0.0009243 -42.0304 0 58.2093 180.084 180 -42.7412 -22.2825 -0.233874 -0.0606734
0.0009244 -39.7083 0 58.2035 180.079 180 -40.4177 -22.0497 -0.231764 -0.0562402
0.0009245 -37.4075 0 58.1977 180.075 180 -38.1154 -21.819 -0.229617 -0.0518533
0.0009246 -35.1283 0 58.1918 180.07 180 -35.8346 -21.5905 -0.227443 -0.0475124
0.0009247 -32.871 0 58.186 180.066 180 -33.5757 -21.3641 -0.225252 -0.0432169
0.0009248 -30.6358 0 58.1802 180.061 180 -31.3386 -21.14 -0.22305 -0.0389665
0.0009249 -28.4226 0 58.1744 180.057 180 -29.1236 -20.918 -0.220845 -0.0347607
0.000925 -26.2316 0 58.1686 180.052 180 -26.9306 -20.6983 -0.218641 -0.030599
0.0009251 -24.0626 0 58.1627 180.048 180 -24.7595 -20.4808 -0.216442 -0.0264811
0.0009252 -21.9158 0 58.1569 180.044 180 -22.6103 -20.2654 -0.214251 -0.0224065
0.0009253 -19.791 0 58.1511 180.04 180 -20.483 -20.0523 -0.212073 -0.0183747
0.0009254 -17.6881 0 58.1453 180.035 180 -18.3773 -19.8413 -0.209909 -0.0143854
0.0009255 -15.6071 0 58.1395 180.031 180 -16.2931 -19.6324 -0.207761 -0.010438
0.0009256 -13.5478 0 58.1337 180.027 180 -14.2303 -19.4257 -0.205633 -0.00653221
0.0009257 -11.5101 0 58.1279 180.023 180 -12.1886 -19.2212 -0.203528 -0.00266752
0.0009258 -9.49414 0 58.122 180.019 180 -10.1677 -19.0187 -0.201447 0.00115646
0.0009259 -7.49983 0 58.1162 180.015 180 -8.16754 -18.8183 -0.199398 0.00494016
0.000926 -5.52753 0 58.1104 180.011 180 -6.1876 -18.6199 -0.19739 0.00868397
0.0009261 -3.57821 0 58.1046 180.007 180 -4.22741 -18.4235 -0.195447 0.0123883
0.0009262 -1.65599 0 58.0988 180.003 180 -2.28593 -18.2289 -0.193655 0.0160535
0.0009263 -1.37585e-05 0 58.093 180 180 -0.337496 -18.0337 -0.196798 0.0196798
0.0009264 1.88757e-11 0 58.0872 180 180 1.78583 -17.8214 -0.232653 0.0232653
0.0009265 1.88756e-11 0 58.0814 180 180 4.28921 -17.5711 -0.268046 0.0268046
0.0009266 1.88756e-11 0 58.0756 180 180 7.14395 -17.2856 -0.302902 0.0302902
0.0009267 1.88756e-11 0 58.0698 180 180 10.3442 -16.9656 -0.337154 0.0337154
0.0009268 1.88756e-11 0 58.0639 180 180 13.8837 -16.6116 -0.370731 0.0370731
0.0009269 1.88757e-11 0 58.0581 180 180 17.7551 -16.2245 -0.403567 0.0403567
0.000927 1.88757e-11 0 58.0523 180 180 21.951 -15.8049 -0.435596 0.0435596
0.0009271 1.88757e-11 0 58.0465 180 180 26.4627 -15.3537 -0.466755 0.0466755
0.0009272 1.88757e-11 0 58.0407 180 180 31.2814 -14.8719 -0.496981 0.0496981
0.0009273 1.88757e-11 0 58.0349 180 180 36.3974 -14.3603 -0.526213 0.0526213
0.0009274 1.88757e-11 0 58.0291 180 180 41.8004 -13.82 -0.554393 0.0554393
0.0009275 1.88757e-11 0 58.0233 180 180 47.4797 -13.252 -0.581465 0.0581465
0.0009276 1.88757e-11 0 58.0175 180 180 53.4239 -12.6576 -0.607375 0.0607375
0.0009277 1.88757e-11 0 58.0117 180 180 59.6211 -12.0379 -0.63207 0.063207
0.0009278 1.88757e-11 0 58.0059 180 180 66.059 -11.3941 -0.655502 0.0655502
0.0009279 1.88757e-11 0 58.0001 180 180 72.7246 -10.7275 -0.677624 0.0677624
0.000928 1.88757e-11 0 57.9943 180 180 79.6047 -10.0395 -0.698391 0.0698391
0.0009281 1.88757e-11 0 57.9885 180 180 86.6854 -9.33146 -0.717762 0.0717762
0.0009282 1.88757e-11 0 57.9827 180 180 93.9527 -8.60473 -0.735698 0.0735698
0.0009283 1.88757e-11 0 57.9769 180 180 101.392 -7.8608 -0.752163 0.0752163
0.0009284 1.88757e-11 0 57.9711 180 180 108.988 -7.10115 -0.767125 0.0767125
0.0009285 1.88757e-11 0 57.9653 180 180 116.727 -6.32731 -0.780554 0.0780554
0.0009286 1.88757e-11 0 57.9595 180 180 124.592 -5.54083 -0.792422 0.0792422
0.0009287 1.88757e-11 0 57.9537 180 180 132.567 -4.74326 -0.802706 0.0802706
0.0009288 1.88757e-11 0 57.9479 180 180 140.638 -3.93622 -0.811386 0.0811386
0.0009289 1.88757e-11 0 57.9421 180 180 148.787 -3.1213 -0.818443 0.0818443
0.000929 1.88757e-11 0 57.9363 180 180 156.999 -2.30015 -0.823865 0.0823865
0.0009291 1.88757e-11 0 57.9306 180 180 165.256 -1.4744 -0.827639 0.0827639
0.0009292 1.88757e-11 0 57.9248 180 180 173.543 -0.645697 -0.829759 0.0829759
0.0009293 1.88757e-11 0 57.919 180 180 181.843 0.184293 -0.830221 0.0830221
0.0009294 1.88757e-11 0 57.9132 180 180 190.139 1.01391 -0.829022 0.0829022
0.0009295 1.88757e-11 0 57.9074 180 180 198.415 1.84151 -0.826167 0.0826167
0.0009296 1.88757e-11 0 57.9016 180 180 206.654 2.66542 -0.82166 0.082166
0.0009297 1.88757e-11 0 57.8958 180 180 214.84 3.48401 -0.815511 0.0815511
0.0009298 1.88757e-11 0 57.89 180 180 222.956 4.29563 -0.807731 0.0807731
0.0009299 1.88757e-11 0 57.8842 180 180 230.987 5.09866 -0.798337 0.0798337
0.00093 1.88757e-11 0 57.8784 180 180 238.915 5.8915 -0.787347 0.0787347
0.0009301 1.88757e-11 0 57.8727 180 180 246.726 6.67257 -0.774782 0.0774782
0.0009302 1.88757e-11 0 57.8669 180 180 254.403 7.44029 -0.76067 0.076067
0.0009303 1.88757e-11 0 57.8611 180 180 261.931 8.19315 -0.745036 0.0745036
0.0009304 1.88757e-11 0 57.8553 180 180 269.296 8.92962 -0.727913 0.0727913
0.0009305 1.88757e-11 0 57.8495 180 180 276.482 9.64825 -0.709335 0.0709336
0.0009306 1.88757e-11 0 57.8437 180 180 283.476 10.3476 -0.68934 0.068934
0.0009307 1.88757e-11 0 57.8379 180 180 290.262 11.0262 -0.667966 0.0667966
0.0009308 1.88757e-11 0 57.8322 180 180 296.828 11.6828 -0.645257 0.0645257
0.0009309 1.88757e-11 0 57.8264 180 180 303.161 12.3161 -0.621258 0.0621258
0.000931 1.88757e-11 0 57.8206 180 180 309.247 12.9247 -0.596017 0.0596017
0.0009311 1.88757e-11 0 57.8148 180 180 315.075 13.5075 -0.569585 0.0569585
0.0009312 1.88757e-11 0 57.809 180 180 320.633 14.0633 -0.542014 0.0542014
0.0009313 1.88757e-11 0 57.8032 180 180 325.91 14.591 -0.513359 0.0513359
0.0009314 1.88757e-11 0 57.7975 180 180 330.895 15.0895 -0.483679 0.0483679
0.0009315 1.88757e-11 0 57.7917 180 180 335.579 15.5579 -0.453031 0.0453031
0.0009316 1.88757e-11 0 57.7859 180 180 339.952 15.9952 -0.421478 0.0421478
0.0009317 1.88757e-11 0 57.7801 180 180 344.004 16.4004 -0.389083 0.0389083
0.0009318 1.88757e-11 0 57.7744 180 180 347.729 16.7729 -0.355909 0.0355909
0.0009319 1.88757e-11 0 57.7686 180 180 351.119 17.1119 -0.322025 0.0322025
0.000932 1.88757e-11 0 57.7628 180 180 354.167 17.4167 -0.287496 0.0287496
0.0009321 1.88757e-11 0 57.757 180 180 356.866 17.6866 -0.252393 0.0252393
0.0009322 1.88757e-11 0 57.7512 180 180 359.212 17.9212 -0.216785 0.0216785
0.0009323 1.88757e-11 0 57.7455 180 180 361.2 18.12 -0.180744 0.0180744
0.0009324 1.88757e-11 0 57.7397 180 180 362.825 18.2825 -0.144341 0.0144341
0.0009325 1.88757e-11 0 57.7339 180 180 364.085 18.4085 -0.10765 0.010765
0.0009326 1.88757e-11 0 57.7282 180 180 364.977 18.4977 -0.0707441 0.00707441
0.0009327 1.88757e-11 0 57.7224 180 180 365.499 18.5499 -0.0336965 0.00336965
0.0009328 1.88757e-11 0 57.7166 180 180 365.651 18.5651 0.00341849 -0.000341849
0.0009329 1.88757e-11 0 57.7108 180 180 365.431 18.5431 0.0405266 -0.00405266
0.000933 1.88757e-11 0 57.7051 180 180 364.84 18.484 0.0775537 -0.00775537
0.0009331 1.88757e-11 0 57.6993 180 180 363.881 18.3881 0.114426 -0.0114426
0.0009332 1.88757e-11 0 57.6935 180 180 362.553 18.2553 0.151069 -0.0151069
0.0009333 1.88757e-11 0 57.6878 180 180 360.861 18.0861 0.187411 -0.0187411
0.0009334 1.88757e-11 0 57.682 180 180 358.807 17.8807 0.223377 -0.0223377
0.0009335 1.88757e-11 0 57.6762 180 180 356.395 17.6395 0.258897 -0.0258897
0.0009336 1.88757e-11 0 57.6705 180 180 353.631 17.3631 0.2939 -0.02939
0.0009337 1.88757e-11 0 57.6647 180 180 350.52 17.052 0.328315 -0.0328315
0.0009338 1.88757e-11 0 57.6589 180 180 347.068 16.7068 0.362074 -0.0362074
0.0009339 1.88757e-11 0 57.6532 180 180 343.282 16.3282 0.395109 -0.0395109
0.000934 1.88757e-11 0 57.6474 180 180 339.17 15.917 0.427354 -0.0427355
0.0009341 1.88757e-11 0 57.6416 180 180 334.74 15.474 0.458745 -0.0458745
0.0009342 1.88757e-11 0 57.6359 180 180 330 15 0.489219 -0.0489219
0.0009343 1.88757e-11 0 57.6301 180 180 324.96 14.496 0.518715 -0.0518715
0.0009344 1.88757e-11 0 57.6243 180 180 319.631 13.9631 0.547174 -0.0547174
0.0009345 1.88757e-11 0 57.6186 180 180 314.022 13.4022 0.57454 -0.057454
0.0009346 1.88757e-11 0 57.6128 180 180 308.146 12.8146 0.600756 -0.0600756
0.0009347 1.88757e-11 0 57.6071 180 180 302.013 12.2013 0.625772 -0.0625772
0.0009348 1.88757e-11 0 57.6013 180 180 295.636 11.5636 0.649537 -0.0649537
0.0009349 1.88757e-11 0 57.5955 180 180 289.029 10.9029 0.672004 -0.0672004
0.000935 1.88757e-11 0 57.5898 180 180 282.203 10.2203 0.693127 -0.0693127
0.0009351 1.88757e-11 0 57.584 180 180 275.173 9.51731 0.712865 -0.0712865
0.0009352 1.88757e-11 0 57.5783 180 180 267.953 8.79529 0.731177 -0.0731177
0.0009353 1.88757e-11 0 57.5725 180 180 260.557 8.05568 0.748028 -0.0748028
0.0009354 1.88757e-11 0 57.5667 180 180 253 7.29998 0.763384 -0.0763384
0.0009355 1.88757e-11 0 57.561 180 180 245.297 6.52968 0.777213 -0.0777213
0.0009356 1.88757e-11 0 57.5552 180 180 237.463 5.74633 0.789489 -0.0789489
0.0009357 1.88757e-11 0 57.5495 180 180 229.515 4.95149 0.800187 -0.0800187
0.0009358 1.88757e-11 0 57.5437 180 180 221.468 4.14675 0.809286 -0.0809286
0.0009359 1.88757e-11 0 57.538 180 180 213.337 3.33373 0.816766 -0.0816766
0.000936 1.88757e-11 0 57.5322 180 180 205.14 2.51404 0.822614 -0.0822614
0.0009361 1.88757e-11 0 57.5265 180 180 196.893 1.68932 0.826817 -0.0826817
0.0009362 1.88757e-11 0 57.5207 180 180 188.612 0.86123 0.829368 -0.0829368
0.0009363 1.88757e-11 0 57.515 180 180 180.314 0.0314158 0.83026 -0.083026
0.0009364 1.88757e-11 0 57.5092 180 180 172.015 -0.798461 0.829493 -0.0829493
0.0009365 1.88757e-11 0 57.5035 180 180 163.733 -1.62674 0.827068 -0.0827068
0.0009366 1.88757e-11 0 57.4977 180 180 155.482 -2.45177 0.82299 -0.082299
0.0009367 1.88757e-11 0 57.492 180 180 147.281 -3.2719 0.817266 -0.0817266
0.0009368 1.88757e-11 0 57.4862 180 180 139.145 -4.08549 0.809908 -0.0809909
0.0009369 1.88757e-11 0 57.4805 180 180 131.091 -4.89091 0.800932 -0.0800932
0.000937 1.88757e-11 0 57.4747 180 180 123.135 -5.68655 0.790355 -0.0790355
0.0009371 1.88757e-11 0 57.469 180 180 115.292 -6.47082 0.778197 -0.0778197
0.0009372 1.88757e-11 0 57.4632 180 180 107.578 -7.24217 0.764484 -0.0764484
0.0009373 1.88757e-11 0 57.4575 180 180 100.01 -7.99903 0.749243 -0.0749243
0.0009374 1.88757e-11 0 57.4517 180 180 92.601 -8.7399 0.732504 -0.0732504
0.0009375 1.88757e-11 0 57.446 180 180 85.3669 -9.46331 0.714301 -0.0714301
0.0009376 1.88757e-11 0 57.4402 180 180 78.3221 -10.1678 0.69467 -0.069467
0.0009377 1.88757e-11 0 57.4345 180 180 71.4805 -10.852 0.67365 -0.067365
0.0009378 1.88757e-11 0 57.4287 180 180 64.8558 -11.5144 0.651284 -0.0651284
0.0009379 1.88757e-11 0 57.423 180 180 58.4613 -12.1539 0.627615 -0.0627615
0.000938 1.88757e-11 0 57.4173 180 180 52.3098 -12.769 0.602693 -0.0602693
0.0009381 1.88757e-11 0 57.4115 180 180 46.4135 -13.3587 0.576565 -0.0576565
0.0009382 1.88757e-11 0 57.4058 180 180 40.7843 -13.9216 0.549285 -0.0549285
0.0009383 1.88757e-11 0 57.4 180 180 35.4333 -14.4567 0.520906 -0.0520906
0.0009384 1.88757e-11 0 57.3943 180 180 30.3713 -14.9629 0.491487 -0.0491487
0.0009385 1.88757e-11 0 57.3886 180 180 25.6085 -15.4392 0.461085 -0.0461085
0.0009386 1.88757e-11 0 57.3828 180 180 21.1542 -15.8846 0.429761 -0.0429761
0.0009387 1.88757e-11 0 57.3771 180 180 17.0175 -16.2982 0.397578 -0.0397578
0.0009388 1.88756e-11 0 57.3713 180 180 13.2066 -16.6793 0.364601 -0.0364601
0.0009389 1.88756e-11 0 57.3656 180 180 9.72917 -17.0271 0.330894 -0.0330894
0.000939 1.88756e-11 0 57.3599 180 180 6.59207 -17.3408 0.296526 -0.0296526
0.0009391 1.88756e-11 0 57.3541 180 180 3.80161 -17.6198 0.261566 -0.0261566
0.0009392 1.88756e-11 0 57.3484 180 180 1.36337 -17.8637 0.226082 -0.0226082
0.0009393 -0.13636 0 57.3427 180 180 -0.703877 -18.0704 0.187421 -0.0190148
0.0009394 -1.62851 0 57.3369 180.003 180 -2.25803 -18.2261 0.121281 -0.0153852
0.0009395 -2.56785 0 57.3312 180.005 180 -3.20875 -18.3214 0.0659473 -0.0117304
0.0009396 -2.99657 0 57.3255 180.006 180 -3.64133 -18.3647 0.0206867 -0.00806181
0.0009397 -3.0175 0 57.3197 180.006 180 -3.66244 -18.3668 -0.0164635 -0.00438865
0.0009398 -2.70406 0 57.314 180.005 180 -3.34626 -18.3352 -0.0468968 -0.000718447
0.0009399 -2.11795 0 57.3083 180.004 180 -2.75404 -18.2758 -0.0717855 0.00294265
0.00094 -1.31199 0 57.3025 180.003 180 -1.9361 -18.1939 -0.0921359 0.00658962
0.0009401 -0.341968 0 57.2968 180.001 180 -0.93247 -18.0933 -0.109023 0.0102183
0.0009402 1.90994e-11 0 57.2911 180 180 0.301843 -17.9698 -0.138247 0.0138247
0.0009403 1.88756e-11 0 57.2854 180 180 1.78949 -17.8211 -0.174037 0.0174037
0.0009404 1.88756e-11 0 57.2796 180 180 3.70711 -17.6293 -0.209488 0.0209488
0.0009405 1.88756e-11 0 57.2739 180 180 5.97715 -17.4023 -0.244519 0.0244519
0.0009406 1.88756e-11 0 57.2682 180 180 8.59505 -17.1405 -0.279062 0.0279062
0.0009407 1.88756e-11 0 57.2624 180 180 11.5556 -16.8444 -0.313047 0.0313047
0.0009408 1.88756e-11 0 57.2567 180 180 14.8529 -16.5147 -0.346406 0.0346406
0.0009409 1.88757e-11 0 57.251 180 180 18.4803 -16.152 -0.379073 0.0379073
0.000941 1.88757e-11 0 57.2453 180 180 22.4305 -15.7569 -0.410982 0.0410982
0.0009411 1.88757e-11 0 57.2395 180 180 26.6958 -15.3304 -0.442069 0.0442069
0.0009412 1.88757e-11 0 57.2338 180 180 31.2675 -14.8733 -0.472273 0.0472273
0.0009413 1.88757e-11 0 57.2281 180 180 36.1365 -14.3863 -0.501532 0.0501532
0.0009414 1.88757e-11 0 57.2224 180 180 41.2931 -13.8707 -0.529789 0.0529789
0.0009415 1.88757e-11 0 57.2167 180 180 46.727 -13.3273 -0.556987 0.0556987
0.0009416 1.88757e-11 0 57.2109 180 180 52.4273 -12.7573 -0.583072 0.0583072
0.0009417 1.88757e-11 0 57.2052 180 180 58.3826 -12.1617 -0.607991 0.0607991
0.0009418 1.88757e-11 0 57.1995 180 180 64.5811 -11.5419 -0.631695 0.0631695
0.0009419 1.88757e-11 0 57.1938 180 180 71.0102 -10.899 -0.654136 0.0654136
0.000942 1.88757e-11 0 57.1881 180 180 77.6572 -10.2343 -0.675269 0.0675269
0.0009421 1.88757e-11 0 57.1823 180 180 84.5088 -9.54912 -0.695052 0.0695052
0.0009422 1.88757e-11 0 57.1766 180 180 91.5513 -8.84487 -0.713446 0.0713446
0.0009423 1.88757e-11 0 57.1709 180 180 98.7706 -8.12294 -0.730414 0.0730414
0.0009424 1.88757e-11 0 57.1652 180 180 106.152 -7.38477 -0.745922 0.0745922
0.0009425 1.88757e-11 0 57.1595 180 180 113.682 -6.63184 -0.759938 0.0759938
0.0009426 1.88757e-11 0 57.1537 180 180 121.343 -5.86565 -0.772436 0.0772436
0.0009427 1.88757e-11 0 57.148 180 180 129.123 -5.08774 -0.783389 0.0783389
0.0009428 1.88757e-11 0 57.1423 180 180 137.003 -4.29966 -0.792777 0.0792777
0.0009429 1.88757e-11 0 57.1366 180 180 144.97 -3.50298 -0.800579 0.0800579
0.000943 1.88757e-11 0 57.1309 180 180 153.007 -2.6993 -0.806781 0.0806781
0.0009431 1.88757e-11 0 57.1252 180 180 161.098 -1.89022 -0.811371 0.0811371
0.0009432 1.88757e-11 0 57.1195 180 180 169.226 -1.07737 -0.814339 0.0814339
0.0009433 1.88757e-11 0 57.1138 180 180 177.376 -0.262359 -0.815678 0.0815678
0.0009434 1.88757e-11 0 57.108 180 180 185.532 0.553173 -0.815387 0.0815388
0.0009435 1.88757e-11 0 57.1023 180 180 193.676 1.3676 -0.813467 0.0813467
0.0009436 1.88757e-11 0 57.0966 180 180 201.793 2.17929 -0.80992 0.080992
0.0009437 1.88757e-11 0 57.0909 180 180 209.866 2.98663 -0.804754 0.0804754
0.0009438 1.88757e-11 0 57.0852 180 180 217.88 3.788 -0.797979 0.0797979
0.0009439 1.88757e-11 0 57.0795 180 180 225.818 4.58179 -0.789609 0.0789609
0.000944 1.88757e-11 0 57.0738 180 180 233.664 5.36643 -0.779661 0.0779661
0.0009441 1.88757e-11 0 57.0681 180 180 241.403 6.14033 -0.768155 0.0768155
0.0009442 1.88757e-11 0 57.0624 180 180 249.02 6.90197 -0.755112 0.0755112
0.0009443 1.88757e-11 0 57.0567 180 180 256.498 7.6498 -0.74056 0.074056
0.0009444 1.88757e-11 0 57.051 180 180 263.823 8.38235 -0.724528 0.0724528
0.0009445 1.88757e-11 0 57.0453 180 180 270.981 9.09814 -0.707048 0.0707048
