t 1 2 3 4 5 6 7 jK0406 jL0406
0.0002683 0.787971 10 30.0487 178.167 180 263.033 8.48666 -0.699781 1.90317
0.0002684 0.787971 10 30.0457 178.167 180 269.943 9.17761 -0.682116 1.90141
0.0002685 0.787971 10 30.0427 178.167 180 276.669 9.85022 -0.663089 1.8995
0.0002686 0.787971 10 30.0397 178.167 180 283.198 10.5031 -0.642735 1.89747
0.0002687 0.787971 10 30.0367 178.167 180 289.517 11.135 -0.621097 1.8953
0.0002688 0.787971 10 30.0337 178.167 180 295.614 11.7447 -0.598217 1.89302
0.0002689 0.787971 10 30.0307 178.167 180 301.476 12.3309 -0.574142 1.89061
0.000269 0.787971 10 30.0277 178.167 180 307.091 12.8924 -0.548918 1.88809
0.0002691 0.787971 10 30.0247 178.167 180 312.448 13.4282 -0.522598 1.88545
0.0002692 0.787971 10 30.0217 178.167 180 317.538 13.9371 -0.495233 1.88272
0.0002693 0.787971 10 30.0187 178.167 180 322.348 14.4181 -0.466877 1.87988
0.0002694 0.787971 10 30.0157 178.167 180 326.871 14.8704 -0.437589 1.87695
0.0002695 0.787971 10 30.0127 178.167 180 331.096 15.2929 -0.407426 1.87394
0.0002696 0.787971 10 30.0097 178.167 180 335.015 15.6848 -0.376448 1.87084
0.0002697 0.787971 10 30.0067 178.167 180 338.621 16.0454 -0.344718 1.86767
0.0002698 0.787971 10 30.0037 178.167 180 341.906 16.3739 -0.312298 1.86442
0.0002699 0.787971 10 30.0007 178.167 180 344.864 16.6697 -0.279255 1.86112
0.00027 0.787971 10 29.9977 178.167 180 347.488 16.9321 -0.245653 1.85776
0.0002701 0.787971 10 29.9947 178.167 180 349.774 17.1607 -0.21156 1.85435
0.0002702 0.787971 10 29.9917 178.167 180 351.717 17.355 -0.177044 1.8509
0.0002703 0.787971 10 29.9887 178.167 180 353.313 17.5147 -0.142175 1.84741
0.0002704 0.787971 10 29.9857 178.167 180 354.559 17.6393 -0.107021 1.8439
0.0002705 0.787971 10 29.9827 178.167 180 355.453 17.7286 -0.0716529 1.84036
0.0002706 0.787971 10 29.9797 178.167 180 355.992 17.7825 -0.0361418 1.83681
0.0002707 0.787971 10 29.9767 178.167 180 356.175 17.8008 -0.000558496 1.83325
0.0002708 0.787971 10 29.9737 178.167 180 356.003 17.7836 0.0350259 1.82969
0.0002709 0.787971 10 29.9707 178.167 180 355.475 17.7308 0.0705404 1.82614
0.000271 0.787971 10 29.9677 178.167 180 354.593 17.6426 0.105914 1.8226
0.0002711 0.787971 10 29.9647 178.167 180 353.358 17.5191 0.141075 1.81909
0.0002712 0.787971 10 29.9617 178.167 180 351.773 17.3606 0.175955 1.8156
0.0002713 0.787971 10 29.9587 178.167 180 349.84 17.1674 0.210483 1.81215
0.0002714 0.787971 10 29.9557 178.167 180 347.565 16.9398 0.24459 1.80873
0.0002715 0.787971 10 29.9527 178.167 180 344.951 16.6784 0.278209 1.80537
0.0002716 0.787971 10 29.9497 178.167 180 342.004 16.3837 0.311271 1.80207
0.0002717 0.787971 10 29.9467 178.167 180 338.729 16.0562 0.343711 1.79882
0.0002718 0.787971 10 29.9437 178.167 180 335.133 15.6966 0.375463 1.79565
0.0002719 0.787971 10 29.9407 178.167 180 331.223 15.3056 0.406466 1.79255
0.000272 0.787971 10 29.9377 178.167 180 327.008 14.8841 0.436655 1.78953
0.0002721 0.787971 10 29.9347 178.167 180 322.495 14.4328 0.465972 1.7866
0.0002722 0.787971 10 29.9318 178.167 180 317.693 13.9526 0.494358 1.78376
0.0002723 0.787971 10 29.9288 178.167 180 312.612 13.4446 0.521755 1.78102
0.0002724 0.787971 10 29.9258 178.167 180 307.263 12.9096 0.548109 1.77838
0.0002725 0.787971 10 29.9228 178.167 180 301.656 12.3489 0.573367 1.77586
0.0002726 0.787971 10 29.9198 178.167 180 295.801 11.7635 0.59748 1.77345
0.0002727 0.787971 10 29.9168 178.167 180 289.712 11.1545 0.620398 1.77115
0.0002728 0.787971 10 29.9138 178.167 180 283.4 10.5233 0.642076 1.76899
0.0002729 0.787971 10 29.9108 178.167 180 276.877 9.87101 0.66247 1.76695
0.000273 0.787971 10 29.9078 178.167 180 270.157 9.19901 0.68154 1.76504
0.0002731 0.787971 10 29.9048 178.167 180 263.253 8.50861 0.699247 1.76327
0.0002732 0.787971 10 29.9018 178.167 180 256.179 7.80121 0.715557 1.76164
0.0002733 0.787971 10 29.8988 178.167 180 248.949 7.07821 0.730437 1.76015
0.0002734 0.787971 10 29.8959 178.167 180 241.577 6.34107 0.743856 1.75881
0.0002735 0.787971 10 29.8929 178.167 180 234.079 5.59124 0.755788 1.75761
0.0002736 0.787971 10 29.8899 178.167 180 226.469 4.83024 0.76621 1.75657
0.0002737 0.787971 10 29.8869 178.167 180 218.763 4.05959 0.7751 1.75568
0.0002738 0.787971 10 29.8839 178.167 180 210.975 3.28082 0.78244 1.75495
0.0002739 0.787971 10 29.8809 178.167 180 203.122 2.49549 0.788216 1.75437
0.000274 0.787971 10 29.8779 178.167 180 195.219 1.70518 0.792417 1.75395
0.0002741 0.787971 10 29.8749 178.167 180 187.281 0.91145 0.795034 1.75369
0.0002742 0.787971 10 29.872 178.167 180 179.326 0.115903 0.796061 1.75359
0.0002743 0.787971 10 29.869 178.167 180 171.368 -0.679876 0.795497 1.75364
0.0002744 0.787971 10 29.866 178.167 180 163.424 -1.4743 0.793343 1.75386
0.0002745 0.787971 10 29.863 178.167 180 155.509 -2.26577 0.789603 1.75423
0.0002746 0.787971 10 29.86 178.167 180 147.64 -3.05271 0.784284 1.75477
0.0002747 0.787971 10 29.857 178.167 180 139.831 -3.83355 0.777398 1.75545
0.0002748 0.787971 10 29.854 178.167 180 132.099 -4.60673 0.768958 1.7563
0.0002749 0.787971 10 29.851 178.167 180 124.46 -5.3707 0.75898 1.7573
0.000275 0.787971 10 29.8481 178.167 180 116.927 -6.12393 0.747486 1.75845
0.0002751 0.787971 10 29.8451 178.167 180 109.518 -6.86493 0.734497 1.75974
0.0002752 0.787971 10 29.8421 178.167 180 102.245 -7.59219 0.72004 1.76119
0.0002753 0.787971 10 29.8391 178.167 180 95.124 -8.30428 0.704143 1.76278
0.0002754 0.787971 10 29.8361 178.167 180 88.169 -8.99978 0.686839 1.76451
0.0002755 0.787971 10 29.8331 178.167 180 81.394 -9.67728 0.668162 1.76638
0.0002756 0.787971 10 29.8302 178.167 180 74.8125 -10.3354 0.648149 1.76838
0.0002757 0.787971 10 29.8272 178.167 180 68.4375 -10.9729 0.626841 1.77051
0.0002758 0.787971 10 29.8242 178.167 180 62.2819 -11.5885 0.60428 1.77277
0.0002759 0.787971 10 29.8212 178.167 180 56.358 -12.1809 0.58051 1.77514
0.000276 0.787971 10 29.8182 178.167 180 50.6775 -12.7489 0.55558 1.77764
0.0002761 0.787971 10 29.8152 178.167 180 45.2519 -13.2915 0.52954 1.78024
0.0002762 0.787971 10 29.8123 178.167 180 40.092 -13.8075 0.502441 1.78295
0.0002763 0.787971 10 29.8093 178.167 180 35.2081 -14.2959 0.474338 1.78576
0.0002764 0.787971 10 29.8063 178.167 180 30.61 -14.7557 0.445286 1.78867
0.0002765 0.787971 10 29.8033 178.167 180 26.3068 -15.186 0.415345 1.79166
0.0002766 0.787971 10 29.8003 178.167 180 22.3073 -15.586 0.384573 1.79474
0.0002767 0.787971 10 29.7974 178.167 180 18.6192 -15.9548 0.353032 1.79789
0.0002768 0.787971 10 29.7944 178.167 180 15.2502 -16.2917 0.320785 1.80112
0.0002769 0.787971 10 29.7914 178.167 180 12.2067 -16.596 0.287898 1.8044
0.000277 0.787971 10 29.7884 178.167 180 9.49508 -16.8672 0.254435 1.80775
0.0002771 0.787971 10 29.7854 178.167 180 7.12059 -17.1046 0.220463 1.81115
0.0002772 0.787971 10 29.7825 178.167 180 5.08803 -17.3079 0.18605 1.81459
0.0002773 0.787971 10 29.7795 178.167 180 3.40145 -17.4765 0.151266 1.81807
0.0002774 0.787971 10 29.7765 178.167 180 2.06422 -17.6103 0.116179 1.82158
0.0002775 0.787971 10 29.7735 178.167 180 1.07903 -17.7088 0.08086 1.82511
0.0002776 0.787971 10 29.7706 178.167 180 0.447984 -17.7719 0.0453489 1.82866
0.0002777 0.787941 10 29.7676 178.169 180 0.283558 -17.7885 -0.0120572 1.83221
0.0002778 0.78797 10 29.7646 178.167 180 0.366886 -17.78 -0.026531 1.83577
0.0002779 0.787971 10 29.7616 178.167 180 0.758421 -17.7408 -0.0612704 1.83932
0.000278 0.787971 10 29.7587 178.167 180 1.49878 -17.6668 -0.0966781 1.84286
0.0002781 0.787971 10 29.7557 178.167 180 2.64165 -17.5525 -0.131897 1.84638
0.0002782 0.787971 10 29.7527 178.167 180 4.13541 -17.4031 -0.166853 1.84988
0.0002783 0.787971 10 29.7497 178.167 180 5.97705 -17.219 -0.201475 1.85334
0.0002784 0.787971 10 29.7468 178.167 180 8.1629 -17.0004 -0.235695 1.85676
0.0002785 0.787971 10 29.7438 178.167 180 10.6886 -16.7478 -0.269443 1.86014
0.0002786 0.787971 10 29.7408 178.167 180 13.5491 -16.4618 -0.302652 1.86346
0.0002787 0.787971 10 29.7378 178.167 180 16.7386 -16.1428 -0.335257 1.86672
0.0002788 0.787971 10 29.7349 178.167 180 20.2508 -15.7916 -0.367191 1.86991
0.0002789 0.787971 10 29.7319 178.167 180 24.0788 -15.4088 -0.398392 1.87303
0.000279 0.787971 10 29.7289 178.167 180 28.2147 -14.9952 -0.428796 1.87607
0.0002791 0.787971 10 29.7259 178.167 180 32.6504 -14.5516 -0.458343 1.87903
0.0002792 0.787971 10 29.723 178.167 180 37.377 -14.079 -0.486973 1.88189
0.0002793 0.787971 10 29.72 178.167 180 42.385 -13.5782 -0.51463 1.88466
0.0002794 0.787971 10 29.717 178.167 180 47.6644 -13.0502 -0.541259 1.88732
0.0002795 0.787971 10 29.714 178.167 180 53.2048 -12.4962 -0.566805 1.88987
0.0002796 0.787971 10 29.7111 178.167 180 58.9949 -11.9172 -0.591219 1.89232
0.0002797 0.787971 10 29.7081 178.167 180 65.0232 -11.3144 -0.61445 1.89464
0.0002798 0.787971 10 29.7051 178.167 180 71.2777 -10.6889 -0.636453 1.89684
0.0002799 0.787971 10 29.7022 178.167 180 77.7459 -10.0421 -0.657184 1.89891
0.00028 0.787971 10 29.6992 178.167 180 84.4149 -9.3752 -0.676602 1.90085
0.0002801 0.787971 10 29.6962 178.167 180 91.2712 -8.68956 -0.694667 1.90266
0.0002802 0.787971 10 29.6933 178.167 180 98.3012 -7.98656 -0.711343 1.90433
0.0002803 0.787971 10 29.6903 178.167 180 105.491 -7.26759 -0.726597 1.90585
0.0002804 0.787971 10 29.6873 178.167 180 112.826 -6.53409 -0.740398 1.90723
0.0002805 0.787971 10 29.6843 178.167 180 120.292 -5.78753 -0.75272 1.90847
0.0002806 0.787971 10 29.6814 178.167 180 127.873 -5.0294 -0.763537 1.90955
0.0002807 0.787971 10 29.6784 178.167 180 135.555 -4.26122 -0.772828 1.91048
0.0002808 0.787971 10 29.6754 178.167 180 143.322 -3.48452 -0.780573 1.91125
0.0002809 0.787971 10 29.6725 178.167 180 151.158 -2.70085 -0.786759 1.91187
0.000281 0.787971 10 29.6695 178.167 180 159.049 -1.91179 -0.791371 1.91233
0.0002811 0.787971 10 29.6665 178.167 180 166.978 -1.1189 -0.794402 1.91263
0.0002812 0.787971 10 29.6636 178.167 180 174.929 -0.323777 -0.795845 1.91278
0.0002813 0.787971 10 29.6606 178.167 180 182.887 0.471993 -0.795697 1.91276
0.0002814 0.787971 10 29.6576 178.167 180 190.835 1.26682 -0.793958 1.91259
0.0002815 0.787971 10 29.6547 178.167 180 198.758 2.05912 -0.790632 1.91226
0.0002816 0.787971 10 29.6517 178.167 180 206.64 2.84729 -0.785725 1.91177
0.0002817 0.787971 10 29.6487 178.167 180 214.465 3.62978 -0.779248 1.91112
0.0002818 0.787971 10 29.6458 178.167 180 222.217 4.40501 -0.771213 1.91032
0.0002819 0.787971 10 29.6428 178.167 180 229.881 5.17144 -0.761637 1.90936
0.000282 0.787971 10 29.6399 178.167 180 237.442 5.92752 -0.750538 1.90825
0.0002821 0.787971 10 29.6369 178.167 180 244.884 6.67176 -0.737939 1.90699
0.0002822 0.787971 10 29.6339 178.167 180 252.193 7.40266 -0.723864 1.90558
0.0002823 0.787971 10 29.631 178.167 180 259.354 8.11877 -0.708343 1.90403
0.0002824 0.787971 10 29.628 178.167 180 266.353 8.81864 -0.691406 1.90233
0.0002825 0.787971 10 29.625 178.167 180 273.176 9.50089 -0.673086 1.9005
0.0002826 0.787971 10 29.6221 178.167 180 279.808 10.1641 -0.653421 1.89854
0.0002827 0.787971 10 29.6191 178.167 180 286.238 10.8071 -0.63245 1.89644
0.0002828 0.787971 10 29.6162 178.167 180 292.451 11.4284 -0.610214 1.89422
0.0002829 0.787971 10 29.6132 178.167 180 298.436 12.0269 -0.586759 1.89187
0.000283 0.787971 10 29.6102 178.167 180 304.18 12.6013 -0.562131 1.88941
0.0002831 0.787971 10 29.6073 178.167 180 309.673 13.1506 -0.536379 1.88683
0.0002832 0.787971 10 29.6043 178.167 180 314.902 13.6736 -0.509555 1.88415
0.0002833 0.787971 10 29.6013 178.167 180 319.859 14.1692 -0.481712 1.88137
0.0002834 0.787971 10 29.5984 178.167 180 324.532 14.6365 -0.452906 1.87848
0.0002835 0.787971 10 29.5954 178.167 180 328.912 15.0746 -0.423195 1.87551
0.0002836 0.787971 10 29.5925 178.167 180 332.992 15.4825 -0.392638 1.87246
0.0002837 0.787971 10 29.5895 178.167 180 336.761 15.8594 -0.361296 1.86932
0.0002838 0.787971 10 29.5866 178.167 180 340.214 16.2047 -0.329232 1.86612
0.0002839 0.787971 10 29.5836 178.167 180 343.343 16.5176 -0.29651 1.86284
0.000284 0.787971 10 29.5806 178.167 180 346.141 16.7974 -0.263195 1.85951
0.0002841 0.787971 10 29.5777 178.167 180 348.604 17.0437 -0.229354 1.85613
0.0002842 0.787971 10 29.5747 178.167 180 350.726 17.2559 -0.195054 1.8527
0.0002843 0.787971 10 29.5718 178.167 180 352.503 17.4336 -0.160365 1.84923
0.0002844 0.787971 10 29.5688 178.167 180 353.932 17.5765 -0.125354 1.84573
0.0002845 0.787971 10 29.5658 178.167 180 355.009 17.6842 -0.0900938 1.8422
0.0002846 0.787971 10 29.5629 178.167 180 355.733 17.7566 -0.054653 1.83866
0.0002847 0.787971 10 29.5599 178.167 180 356.101 17.7934 -0.019103 1.8351
0.0002848 0.787971 10 29.557 178.167 180 356.114 17.7948 0.0164852 1.83155
0.0002849 0.787971 10 29.554 178.167 180 355.772 17.7605 0.0520404 1.82799
0.000285 0.787971 10 29.5511 178.167 180 355.074 17.6907 0.0874917 1.82444
0.0002851 0.787971 10 29.5481 178.167 180 354.023 17.5856 0.122768 1.82092
0.0002852 0.787971 10 29.5452 178.167 180 352.62 17.4453 0.157799 1.81741
0.0002853 0.787971 10 29.5422 178.167 180 350.868 17.2702 0.192514 1.81394
0.0002854 0.787971 10 29.5393 178.167 180 348.772 17.0605 0.226845 1.81051
0.0002855 0.787971 10 29.5363 178.167 180 346.334 16.8167 0.260722 1.80712
0.0002856 0.787971 10 29.5333 178.167 180 343.56 16.5393 0.294078 1.80379
0.0002857 0.787971 10 29.5304 178.167 180 340.455 16.2288 0.326846 1.80051
0.0002858 0.787971 10 29.5274 178.167 180 337.026 15.8859 0.358961 1.7973
0.0002859 0.787971 10 29.5245 178.167 180 333.279 15.5113 0.390358 1.79416
0.000286 0.787971 10 29.5215 178.167 180 329.223 15.1056 0.420975 1.7911
0.0002861 0.787971 10 29.5186 178.167 180 324.864 14.6697 0.45075 1.78812
0.0002862 0.787971 10 29.5156 178.167 180 320.212 14.2046 0.479625 1.78523
0.0002863 0.787971 10 29.5127 178.167 180 315.276 13.711 0.50754 1.78244
0.0002864 0.787971 10 29.5097 178.167 180 310.067 13.19 0.534441 1.77975
0.0002865 0.787971 10 29.5068 178.167 180 304.593 12.6426 0.560274 1.77717
0.0002866 0.787971 10 29.5038 178.167 180 298.867 12.07 0.584986 1.7747
0.0002867 0.787971 10 29.5009 178.167 180 292.899 11.4732 0.60853 1.77234
0.0002868 0.787971 10 29.4979 178.167 180 286.702 10.8535 0.630856 1.77011
0.0002869 0.787971 10 29.495 178.167 180 280.288 10.2122 0.651922 1.768
0.000287 0.787971 10 29.492 178.167 180 273.67 9.55035 0.671685 1.76603
0.0002871 0.787971 10 29.4891 178.167 180 266.861 8.86945 0.690104 1.76418
0.0002872 0.787971 10 29.4861 178.167 180 259.875 8.17083 0.707145 1.76248
0.0002873 0.787971 10 29.4832 178.167 180 252.726 7.45587 0.722771 1.76092
0.0002874 0.787971 10 29.4802 178.167 180 245.427 6.72601 0.736953 1.7595
0.0002875 0.787971 10 29.4773 178.167 180 237.994 5.9827 0.749662 1.75823
0.0002876 0.787971 10 29.4743 178.167 180 230.441 5.22743 0.760872 1.75711
0.0002877 0.787971 10 29.4714 178.167 180 222.784 4.46172 0.770561 1.75614
0.0002878 0.787971 10 29.4684 178.167 180 215.038 3.68708 0.77871 1.75532
0.0002879 0.787971 10 29.4655 178.167 180 207.218 2.90507 0.785302 1.75466
0.000288 0.787971 10 29.4625 178.167 180 199.339 2.11726 0.790325 1.75416
0.0002881 0.787971 10 29.4596 178.167 180 191.419 1.32522 0.793767 1.75382
0.0002882 0.787971 10 29.4567 178.167 180 183.472 0.530521 0.795623 1.75363
0.0002883 0.787971 10 29.4537 178.167 180 175.514 -0.265235 0.795888 1.75361
0.0002884 0.787971 10 29.4508 178.167 180 167.562 -1.06046 0.794562 1.75374
0.0002885 0.787971 10 29.4478 178.167 180 159.631 -1.85357 0.791648 1.75403
0.0002886 0.787971 10 29.4449 178.167 180 151.737 -2.64297 0.787152 1.75448
0.0002887 0.787971 10 29.4419 178.167 180 143.896 -3.42708 0.781082 1.75509
0.0002888 0.787971 10 29.439 178.167 180 136.123 -4.20435 0.77345 1.75585
0.0002889 0.787971 10 29.436 178.167 180 128.435 -4.97321 0.764273 1.75677
0.000289 0.787971 10 29.4331 178.167 180 120.846 -5.73213 0.753567 1.75784
0.0002891 0.787971 10 29.4302 178.167 180 113.371 -6.47959 0.741356 1.75906
0.0002892 0.787971 10 29.4272 178.167 180 106.026 -7.2141 0.727662 1.76043
0.0002893 0.787971 10 29.4243 178.167 180 98.8249 -7.93419 0.712514 1.76194
0.0002894 0.787971 10 29.4213 178.167 180 91.7827 -8.63842 0.695941 1.7636
0.0002895 0.787971 10 29.4184 178.167 180 84.9131 -9.32537 0.677977 1.7654
0.0002896 0.787971 10 29.4154 178.167 180 78.2299 -9.99369 0.658658 1.76733
0.0002897 0.787971 10 29.4125 178.167 180 71.7465 -10.642 0.638023 1.76939
0.0002898 0.787971 10 29.4096 178.167 180 65.4758 -11.2691 0.616111 1.77158
0.0002899 0.787971 10 29.4066 178.167 180 59.4304 -11.8736 0.592969 1.7739
0.00029 0.787971 10 29.4037 178.167 180 53.6224 -12.4544 0.568641 1.77633
0.0002901 0.787971 10 29.4007 178.167 180 48.0633 -13.0104 0.543176 1.77888
0.0002902 0.787971 10 29.3978 178.167 180 42.7643 -13.5403 0.516625 1.78153
0.0002903 0.787971 10 29.3949 178.167 180 37.7359 -14.0431 0.489042 1.78429
0.0002904 0.787971 10 29.3919 178.167 180 32.9883 -14.5178 0.460481 1.78715
0.0002905 0.787971 10 29.389 178.167 180 28.5309 -14.9636 0.430999 1.79009
0.0002906 0.787971 10 29.386 178.167 180 24.3726 -15.3794 0.400656 1.79313
0.0002907 0.787971 10 29.3831 178.167 180 20.5218 -15.7645 0.369513 1.79624
0.0002908 0.787971 10 29.3802 178.167 180 16.9861 -16.1181 0.33763 1.79943
0.0002909 0.787971 10 29.3772 178.167 180 13.7726 -16.4394 0.305072 1.80269
0.000291 0.787971 10 29.3743 178.167 180 10.8877 -16.7279 0.271905 1.806
0.0002911 0.787971 10 29.3714 178.167 180 8.33719 -16.983 0.238194 1.80937
0.0002912 0.787971 10 29.3684 178.167 180 6.12618 -17.2041 0.204007 1.81279
0.0002913 0.787971 10 29.3655 178.167 180 4.25908 -17.3908 0.169412 1.81625
0.0002914 0.787971 10 29.3625 178.167 180 2.73963 -17.5427 0.134479 1.81975
0.0002915 0.787971 10 29.3596 178.167 180 1.57085 -17.6596 0.0992766 1.82327
0.0002916 0.787971 10 29.3567 178.167 180 0.755086 -17.7412 0.0638758 1.82681
0.0002917 0.787964 10 29.3537 178.167 180 0.319976 -17.7847 0.0232482 1.83036
0.0002918 0.78795 10 29.3508 178.168 180 0.292351 -17.7876 -0.0226167 1.83392
0.0002919 0.787971 10 29.3479 178.167 180 0.606318 -17.756 -0.0427661 1.83747
0.000292 0.787971 10 29.3449 178.167 180 0.996552 -17.717 -0.0782391 1.84102
0.0002921 0.787971 10 29.342 178.167 180 1.95563 -17.6211 -0.113577 1.84455
0.0002922 0.787971 10 29.3391 178.167 180 3.26696 -17.49 -0.148688 1.84806
0.0002923 0.787971 10 29.3361 178.167 180 4.92791 -17.3239 -0.183502 1.85154
0.0002924 0.787971 10 29.3332 178.167 180 6.93517 -17.1232 -0.217949 1.85499
0.0002925 0.787971 10 29.3303 178.167 180 9.28472 -16.8882 -0.251961 1.85839
0.0002926 0.787971 10 29.3273 178.167 180 11.9719 -16.6195 -0.285468 1.86174
0.0002927 0.787971 10 29.3244 178.167 180 14.9912 -16.3176 -0.318405 1.86503
0.0002928 0.787971 10 29.3215 178.167 180 18.3368 -15.983 -0.350706 1.86826
0.0002929 0.787971 10 29.3185 178.167 180 22.0018 -15.6165 -0.382305 1.87142
0.000293 0.787971 10 29.3156 178.167 180 25.9791 -15.2188 -0.413141 1.87451
0.0002931 0.787971 10 29.3127 178.167 180 30.2605 -14.7906 -0.44315 1.87751
0.0002932 0.787971 10 29.3097 178.167 180 34.8377 -14.3329 -0.472274 1.88042
0.0002933 0.787971 10 29.3068 178.167 180 39.7013 -13.8466 -0.500453 1.88324
0.0002934 0.787971 10 29.3039 178.167 180 44.8417 -13.3325 -0.527632 1.88596
0.0002935 0.787971 10 29.3009 178.167 180 50.2487 -12.7918 -0.553757 1.88857
0.0002936 0.787971 10 29.298 178.167 180 55.9113 -12.2256 -0.578774 1.89107
0.0002937 0.787971 10 29.2951 178.167 180 61.8183 -11.6348 -0.602634 1.89346
0.0002938 0.787971 10 29.2922 178.167 180 67.958 -11.0209 -0.62529 1.89572
0.0002939 0.787971 10 29.2892 178.167 180 74.3179 -10.3849 -0.646696 1.89786
0.000294 0.787971 10 29.2863 178.167 180 80.8854 -9.72814 -0.666809 1.89987
0.0002941 0.787971 10 29.2834 178.167 180 87.6474 -9.05194 -0.685589 1.90175
0.0002942 0.787971 10 29.2804 178.167 180 94.5903 -8.35765 -0.702998 1.90349
0.0002943 0.787971 10 29.2775 178.167 180 101.7 -7.64665 -0.719003 1.90509
0.0002944 0.787971 10 29.2746 178.167 180 108.963 -6.92036 -0.73357 1.90655
0.0002945 0.787971 10 29.2717 178.167 180 116.364 -6.18024 -0.74667 1.90786
0.0002946 0.787971 10 29.2687 178.167 180 123.889 -5.42776 -0.758278 1.90902
0.0002947 0.787971 10 29.2658 178.167 180 131.522 -4.66444 -0.768371 1.91003
0.0002948 0.787971 10 29.2629 178.167 180 139.249 -3.89179 -0.776927 1.91089
0.0002949 0.787971 10 29.26 178.167 180 147.053 -3.11136 -0.78393 1.91159
0.000295 0.787971 10 29.257 178.167 180 154.92 -2.32472 -0.789366 1.91213
0.0002951 0.787971 10 29.2541 178.167 180 162.833 -1.53342 -0.793224 1.91252
0.0002952 0.787971 10 29.2512 178.167 180 170.776 -0.73906 -0.795497 1.91274
0.0002953 0.787971 10 29.2483 178.167 180 178.735 0.0567782 -0.796179 1.91281
0.0002954 0.787971 10 29.2453 178.167 180 186.692 0.852502 -0.79527 1.91272
0.0002955 0.787971 10 29.2424 178.167 180 194.632 1.64652 -0.792771 1.91247
0.0002956 0.787971 10 29.2395 178.167 180 202.539 2.43725 -0.788687 1.91206
0.0002957 0.787971 10 29.2366 178.167 180 210.398 3.22311 -0.783027 1.9115
0.0002958 0.787971 10 29.2336 178.167 180 218.192 4.00252 -0.775801 1.91077
0.0002959 0.787971 10 29.2307 178.167 180 225.906 4.77393 -0.767024 1.9099
0.000296 0.787971 10 29.2278 178.167 180 233.525 5.5358 -0.756715 1.90887
0.0002961 0.787971 10 29.2249 178.167 180 241.033 6.28661 -0.744892 1.90768
0.0002962 0.787971 10 29.2219 178.167 180 248.415 7.02484 -0.731581 1.90635
0.0002963 0.787971 10 29.219 178.167 180 255.657 7.74904 -0.716807 1.90487
0.0002964 0.787971 10 29.2161 178.167 180 262.744 8.45774 -0.7006 1.90325
0.0002965 0.787971 10 29.2132 178.167 180 269.662 9.14954 -0.682993 1.90149
0.0002966 0.787971 10 29.2103 178.167 180 276.397 9.82304 -0.66402 1.8996
0.0002967 0.787971 10 29.2073 178.167 180 282.936 10.4769 -0.64372 1.89757
0.0002968 0.787971 10 29.2044 178.167 180 289.265 11.1098 -0.622134 1.89541
0.0002969 0.787971 10 29.2015 178.167 180 295.372 11.7206 -0.599303 1.89312
0.000297 0.787971 10 29.1986 178.167 180 301.245 12.3078 -0.575275 1.89072
0.0002971 0.787971 10 29.1957 178.167 180 306.872 12.8705 -0.550096 1.8882
0.0002972 0.787971 10 29.1927 178.167 180 312.242 13.4075 -0.523818 1.88558
0.0002973 0.787971 10 29.1898 178.167 180 317.343 13.9176 -0.496493 1.88284
0.0002974 0.787971 10 29.1869 178.167 180 322.167 14.4 -0.468176 1.88001
0.0002975 0.787971 10 29.184 178.167 180 326.702 14.8535 -0.438922 1.87709
0.0002976 0.787971 10 29.1811 178.167 180 330.941 15.2774 -0.408791 1.87407
0.0002977 0.787971 10 29.1781 178.167 180 334.874 15.6707 -0.377843 1.87098
0.0002978 0.787971 10 29.1752 178.167 180 338.494 16.0327 -0.34614 1.86781
0.0002979 0.787971 10 29.1723 178.167 180 341.793 16.3626 -0.313744 1.86457
0.000298 0.787971 10 29.1694 178.167 180 344.766 16.6599 -0.280722 1.86127
0.0002981 0.787971 10 29.1665 178.167 180 347.405 16.9238 -0.247138 1.85791
0.0002982 0.787971 10 29.1636 178.167 180 349.706 17.1539 -0.21306 1.8545
0.0002983 0.787971 10 29.1606 178.167 180 351.664 17.3497 -0.178557 1.85105
0.0002984 0.787971 10 29.1577 178.167 180 353.275 17.5108 -0.143696 1.84756
0.0002985 0.787971 10 29.1548 178.167 180 354.536 17.637 -0.108549 1.84405
0.0002986 0.787971 10 29.1519 178.167 180 355.445 17.7278 -0.0731837 1.84051
0.0002987 0.787971 10 29.149 178.167 180 355.999 17.7833 -0.0376727 1.83696
0.0002988 0.787971 10 29.1461 178.167 180 356.198 17.8031 -0.00208627 1.8334
0.0002989 0.787971 10 29.1432 178.167 180 356.041 17.7874 0.0335043 1.82984
0.000299 0.787971 10 29.1402 178.167 180 355.528 17.7362 0.0690279 1.82629
0.0002991 0.787971 10 29.1373 178.167 180 354.661 17.6494 0.104413 1.82275
0.0002992 0.787971 10 29.1344 178.167 180 353.441 17.5274 0.13959 1.81923
0.0002993 0.787971 10 29.1315 178.167 180 351.871 17.3704 0.174488 1.81575
0.0002994 0.787971 10 29.1286 178.167 180 349.953 17.1786 0.209037 1.81229
0.0002995 0.787971 10 29.1257 178.167 180 347.692 16.9525 0.243168 1.80888
0.0002996 0.787971 10 29.1228 178.167 180 345.092 16.6925 0.276813 1.80551
0.0002997 0.787971 10 29.1198 178.167 180 342.159 16.3992 0.309905 1.8022
0.0002998 0.787971 10 29.1169 178.167 180 338.897 16.073 0.342377 1.79896
0.0002999 0.787971 10 29.114 178.167 180 335.314 15.7148 0.374165 1.79578
