t 1 2 3 4 jK0200 jL1 jL2
1.87299 18.3196 1.83196 0.853187 0.998028 0.22398 2.2398 0.108695
1.87897 17.9763 1.79763 1.20965 0.982292 0.23148 2.3148 0.583263
1.88495 17.3494 1.73494 1.55973 0.951064 0.235134 2.35134 1.04515
1.89094 16.4512 1.64512 1.8975 0.904838 0.234765 2.34765 1.48709
1.89692 15.298 1.5298 2.21702 0.844342 0.230266 2.30266 1.90221
1.90291 13.9102 1.39102 2.51247 0.770529 0.221608 2.21608 2.28411
1.90889 12.3121 1.23121 2.77826 0.684566 0.208833 2.08833 2.62696
1.91487 10.5308 1.05308 3.00911 0.587806 0.192063 1.92063 2.92563
1.92086 8.59648 0.859648 3.20018 0.481776 0.171495 1.71495 3.17572
1.92684 6.5415 0.65415 3.34714 0.368149 0.147399 1.47399 3.37365
1.93283 4.39987 0.439987 3.44632 0.248715 0.120115 1.20115 3.51671
1.93881 2.20676 0.220676 3.49471 0.125359 0.0900497 0.900497 3.60309
1.94479 -0.00214879 -0.000214879 3.49009 2.6e-05 0.0576675 0.576675 3.63192
1.95078 -2.19118 -0.219118 3.43107 -0.125307 0.0234847 0.234847 3.60324
1.95676 -4.32531 -0.432531 3.31715 -0.248665 -0.0119398 -0.119398 3.51804
1.96275 -6.37072 -0.637072 3.14872 -0.3681 -0.0480135 -0.480135 3.37819
1.96873 -8.29531 -0.829531 2.92711 -0.481731 -0.0841205 -0.841205 3.18643
1.97471 -10.0693 -1.00693 2.65457 -0.587764 -0.119633 -1.19633 2.94631
1.9807 -11.6654 -1.16654 2.33426 -0.684528 -0.15392 -1.5392 2.66213
1.98668 -13.0599 -1.30599 1.97022 -0.770496 -0.186363 -1.86363 2.33884
1.99267 -14.2322 -1.42322 1.5673 -0.844314 -0.216363 -2.16363 1.982
1.99865 -15.1657 -1.51657 1.13113 -0.904816 -0.243354 -2.43354 1.59762
2.00463 -15.8477 -1.58477 0.667991 -0.951048 -0.266813 -2.66813 1.19212
2.01062 -16.27 -1.627 0.184783 -0.982282 -0.286271 -2.86271 0.772183
2.0166 -16.4283 -1.64283 -0.311131 -0.998025 -0.301319 -3.01319 0.344652
2.02259 -16.323 -1.6323 -0.812022 -0.998028 -0.311621 -3.11621 -0.0835719
2.02857 -15.9587 -1.59587 -1.30992 -0.982292 -0.316917 -3.16917 -0.505656
2.03455 -15.344 -1.5344 -1.79675 -0.951065 -0.31703 -3.1703 -0.914938
2.04054 -14.4916 -1.44916 -2.26445 -0.904839 -0.311871 -3.11871 -1.30504
2.04652 -13.418 -1.3418 -2.70515 -0.844343 -0.301442 -3.01442 -1.66996
2.05251 -12.143 -1.2143 -3.11125 -0.770531 -0.285834 -2.85834 -2.00417
2.05849 -10.6895 -1.06895 -3.47561 -0.684567 -0.265232 -2.65232 -2.3027
2.06447 -9.08307 -0.908307 -3.79164 -0.587808 -0.239908 -2.39908 -2.56123
2.07046 -7.35146 -0.735146 -4.05345 -0.481778 -0.210219 -2.10219 -2.77611
2.07644 -5.52414 -0.552414 -4.25593 -0.36815 -0.176605 -1.76605 -2.94446
2.08243 -3.63176 -0.363176 -4.39488 -0.248717 -0.139575 -1.39575 -3.06417
2.08841 -1.7057 -0.17057 -4.46706 -0.125361 -0.099706 -0.99706 -3.13396
2.09439 0.222533 0.0222533 -4.4703 -2.8e-05 -0.0576313 -0.576313 -3.15335
2.10038 2.12176 0.212176 -4.40352 0.125305 -0.0140284 -0.140284 -3.1227
2.10636 3.96168 0.396168 -4.2668 0.248663 0.0303903 0.303903 -3.04316
2.11235 5.71335 0.571335 -4.06133 0.368098 0.0748901 0.748901 -2.91665
2.11833 7.34964 0.734964 -3.78947 0.481729 0.118727 1.18727 -2.74586
2.12431 8.84566 0.884566 -3.45472 0.587762 0.161159 1.61159 -2.5341
2.1303 10.1791 1.01791 -3.06163 0.684526 0.201462 2.01462 -2.28535
2.13628 11.3308 1.13308 -2.61577 0.770495 0.238938 2.38938 -2.00411
2.14227 12.2845 1.22845 -2.12366 0.844313 0.272931 2.72931 -1.69534
2.14825 13.0277 1.30277 -1.59265 0.904815 0.302839 3.02839 -1.36439
2.15423 13.5514 1.35514 -1.0308 0.951048 0.328122 3.28122 -1.01686
2.16022 13.8503 1.38503 -0.446791 0.982282 0.348313 3.48313 -0.658587
2.1662 13.9229 1.39229 0.150251 0.998025 0.363028 3.63028 -0.295453
2.17219 13.7714 1.37714 0.750888 0.998029 0.371972 3.71972 0.0666507
2.17817 13.4018 1.34018 1.34552 0.982293 0.374945 3.74945 0.421941
2.18415 12.8233 1.28233 1.92456 0.951066 0.371845 3.71845 0.764833
2.19014 12.0485 1.20485 2.47858 0.90484 0.362673 3.62673 1.09003
2.19612 11.0932 1.10932 2.99845 0.844344 0.347531 3.47531 1.39261
2.2021 9.97576 0.997576 3.47555 0.770532 0.326625 3.26625 1.66809
2.20809 8.71689 0.871689 3.90187 0.684569 0.300257 3.00257 1.91249
2.21407 7.33938 0.733938 4.27015 0.587809 0.268822 2.68822 2.12243
2.22006 5.86757 0.586757 4.57405 0.48178 0.232806 2.32806 2.29511
2.22604 4.32697 0.432697 4.8082 0.368152 0.192772 1.92772 2.4284
2.23202 2.74379 0.274379 4.96834 0.248719 0.149354 1.49354 2.52085
2.23801 1.14453 0.114453 5.05141 0.125363 0.103249 1.03249 2.57169
2.24399 -0.444517 -0.0444517 5.05556 3e-05 0.0552006 0.552006 2.58085
2.24998 -1.99764 -0.199764 4.98023 -0.125303 0.00598825 0.0598825 2.54891
2.25596 -3.49019 -0.349019 4.82615 -0.248661 -0.0435838 -0.435838 2.47716
2.26194 -4.89893 -0.489893 4.59534 -0.368096 -0.0927023 -0.927023 2.36747
2.26793 -6.2024 -0.62024 4.2911 -0.481727 -0.140558 -1.40558 2.22232
2.27391 -7.38128 -0.738128 3.91791 -0.587761 -0.186359 -1.86359 2.04472
2.2799 -8.41865 -0.841865 3.48144 -0.684525 -0.229344 -2.29344 1.83813
2.28588 -9.30022 -0.930022 2.98839 -0.770494 -0.268799 -2.68799 1.60646
2.29186 -10.0146 -1.00146 2.44644 -0.844312 -0.304063 -3.04063 1.35392
2.29785 -10.5532 -1.05532 1.86408 -0.904814 -0.334544 -3.34544 1.08499
2.30383 -10.9108 -1.09108 1.25049 -0.951047 -0.359729 -3.59729 0.804353
2.30982 -11.085 -1.1085 0.615421 -0.982281 -0.379192 -3.79192 0.516758
2.3158 -11.0766 -1.10766 -0.03102 -0.998025 -0.392599 -3.92599 0.226996
2.32178 -10.8894 -1.08894 -0.678495 -0.998029 -0.399717 -3.99717 -0.0602092
2.32777 -10.5302 -1.05302 -1.31662 -0.982293 -0.40042 -4.0042 -0.340271
2.33375 -10.0083 -1.00083 -1.93515 -0.951066 -0.394686 -3.94686 -0.608812
2.33974 -9.33579 -0.933579 -2.52411 -0.90484 -0.382599 -3.82599 -0.861736
2.34572 -8.52676 -0.852676 -3.07401 -0.844345 -0.364351 -3.64351 -1.09529
2.3517 -7.59745 -0.759745 -3.57598 -0.770533 -0.340235 -3.40235 -1.30611
2.35769 -6.56573 -0.656573 -4.0219 -0.68457 -0.310643 -3.10643 -1.4913
2.36367 -5.45079 -0.545079 -4.40459 -0.587811 -0.276056 -2.76056 -1.64841
2.36966 -4.27283 -0.427283 -4.71785 -0.481781 -0.23704 -2.3704 -1.77555
2.37564 -3.05265 -0.305265 -4.95666 -0.368154 -0.194233 -1.94233 -1.87133
2.38162 -1.81132 -0.181132 -5.11717 -0.248721 -0.148337 -1.48337 -1.93493
2.38761 -0.569819 -0.0569819 -5.19683 -0.125365 -0.100102 -1.00102 -1.96606
2.39359 0.651354 0.0651354 -5.19442 -3.2e-05 -0.0503176 -0.503176 -1.96499
2.39958 1.83248 0.183248 -5.11004 0.125301 0.000200777 0.00200777 -1.93252
2.40556 2.95496 0.295496 -4.94515 0.248659 0.0506287 0.506287 -1.86992
2.41154 4.00159 0.400159 -4.7025 0.368095 0.100144 1.00144 -1.77896
2.41753 4.95685 0.495685 -4.38614 0.481725 0.147942 1.47942 -1.66183
2.42351 5.80709 0.580709 -4.00129 0.587759 0.193247 1.93247 -1.52109
2.4295 6.54078 0.654078 -3.5543 0.684523 0.235328 2.35328 -1.35965
2.43548 7.14859 0.714859 -3.05252 0.770492 0.273509 2.73509 -1.18066
2.44146 7.62356 0.762356 -2.50416 0.84431 0.307182 3.07182 -0.987512
2.44745 7.96114 0.796114 -1.91821 0.904813 0.335813 3.35813 -0.783742
2.45343 8.15919 0.815919 -1.30422 0.951046 0.358957 3.58957 -0.572969
2.45942 8.21801 0.821801 -0.672181 0.982281 0.376258 3.76258 -0.358837
2.4654 8.14024 0.814024 -0.0323355 0.998025 0.387462 3.87462 -0.144953
2.47138 7.93077 0.793077 0.604973 0.998029 0.392414 3.92414 0.0651757
2.47737 7.59661 0.759661 1.22949 0.982293 0.391065 3.91065 0.268196
2.48335 7.1467 0.71467 1.8312 0.951067 0.383471 3.83471 0.460965
2.48934 6.59174 0.659174 2.40053 0.904841 0.36979 3.6979 0.640595
2.49532 5.94393 0.594393 2.92847 0.844346 0.35028 3.5028 0.804499
2.5013 5.21673 0.521673 3.40673 0.770535 0.325295 3.25295 0.950425
2.50729 4.4246 0.44246 3.82789 0.684572 0.295277 2.95277 1.07648
2.51327 3.58275 0.358275 4.18551 0.587812 0.260749 2.60749 1.18118
2.51926 2.7068 0.27068 4.47422 0.481783 0.222304 2.22304 1.26342
2.52524 1.81254 0.181254 4.68984 0.368156 0.180597 1.80597 1.32251
2.53122 0.91566 0.091566 4.8294 0.248723 0.136333 1.36333 1.35818
2.53721 0.0314293 0.00314293 4.89121 0.125367 0.0902521 0.902521 1.37056
2.54319 -0.82551 -0.082551 4.87486 3.4e-05 0.04312 0.4312 1.36018
2.54918 -1.64141 -0.164141 4.78126 -0.125299 -0.00428667 -0.0428667 1.32792
2.55516 -2.40361 -0.240361 4.61257 -0.248657 -0.0511931 -0.511931 1.27504
2.56114 -3.10076 -0.310076 4.37216 -0.368093 -0.0968397 -0.968397 1.20307
2.56713 -3.72297 -0.372297 4.06459 -0.481724 -0.140495 -1.40495 1.11385
2.57311 -4.26193 -0.426193 3.69545 -0.587757 -0.181466 -1.81466 1.00944
2.5791 -4.71102 -0.471102 3.27134 -0.684522 -0.219113 -2.19113 0.892121
2.58508 -5.06541 -0.506541 2.79968 -0.770491 -0.252856 -2.52856 0.764295
2.59106 -5.32204 -0.532204 2.28863 -0.844309 -0.282187 -2.82187 0.628479
2.59705 -5.47967 -0.547967 1.74692 -0.904812 -0.306677 -3.06677 0.487246
2.60303 -5.53885 -0.553885 1.18368 -0.951046 -0.325981 -3.25981 0.343179
2.60902 -5.5018 -0.55018 0.608343 -0.982281 -0.339845 -3.39845 0.198823
2.615 -5.3724 -0.53724 0.0304112 -0.998025 -0.348109 -3.48109 0.0566428
2.62098 -5.15602 -0.515602 -0.540656 -0.998029 -0.350706 -3.50706 -0.0810163
2.62697 -4.85941 -0.485941 -1.09562 -0.982294 -0.347668 -3.47668 -0.211968
2.63295 -4.4905 -0.44905 -1.62563 -0.951067 -0.339117 -3.39117 -0.334218
2.63894 -4.05828 -0.405828 -2.12233 -0.904842 -0.325267 -3.25267 -0.445993
2.64492 -3.57255 -0.357255 -2.57804 -0.844347 -0.306418 -3.06418 -0.545767
2.6509 -3.04374 -0.304374 -2.98585 -0.770536 -0.28295 -2.8295 -0.632275
2.65689 -2.48272 -0.248272 -3.33975 -0.684573 -0.255314 -2.55314 -0.704533
2.66287 -1.90057 -0.190057 -3.6347 -0.587814 -0.224025 -2.24025 -0.761844
2.66886 -1.30835 -0.130835 -3.86673 -0.481785 -0.18965 -1.8965 -0.803801
2.67484 -0.716977 -0.0716977 -4.03295 -0.368158 -0.152802 -1.52802 -0.830282
2.68082 -0.136933 -0.0136933 -4.13164 -0.248725 -0.114126 -1.14126 -0.841447
2.68681 0.421845 0.0421845 -4.16225 -0.125369 -0.0742849 -0.742849 -0.837722
2.69279 0.950154 0.0950154 -4.12537 -3.6e-05 -0.0339537 -0.339537 -0.819783
2.69878 1.43967 0.143967 -4.02272 0.125297 0.00619675 0.0619675 -0.788536
2.70476 1.88306 0.188306 -3.85711 0.248655 0.0455096 0.455096 -0.745092
2.71074 2.2741 0.22741 -3.63237 0.368091 0.0833532 0.833532 -0.690737
2.71673 2.60775 0.260775 -3.35327 0.481722 0.119132 1.19132 -0.626907
2.72271 2.88021 0.288021 -3.02543 0.587756 0.152295 1.52295 -0.555151
2.7287 3.08894 0.308894 -2.6552 0.68452 0.182347 1.82347 -0.477105
2.73468 3.23266 0.323266 -2.24955 0.77049 0.208853 2.08853 -0.39445
2.74066 3.31136 0.331136 -1.81592 0.844308 0.231448 2.31448 -0.308887
2.74665 3.32623 0.332623 -1.36212 0.904811 0.249839 2.49839 -0.2221
2.75263 3.27961 0.327961 -0.896132 0.951045 0.263812 2.63812 -0.135729
2.75862 3.1749 0.31749 -0.426031 0.98228 0.273232 2.73232 -0.0513363
2.7646 3.01645 0.301645 0.040207 0.998024 0.278042 2.78042 0.0296156
2.77058 2.80949 0.280949 0.494823 0.998029 0.27827 2.7827 0.10579
2.77657 2.55994 0.255994 0.930411 0.982294 0.274018 2.74018 0.175995
2.78255 2.2743 0.22743 1.34004 0.951068 0.265463 2.65463 0.239203
2.78854 1.95952 0.195952 1.71738 0.904843 0.252853 2.52853 0.29456
2.79452 1.62283 0.162283 2.05678 0.844348 0.236501 2.36501 0.341399
2.8005 1.27159 0.127159 2.35338 0.770537 0.216774 2.16774 0.379244
2.80649 0.913175 0.0913175 2.60317 0.684574 0.194092 1.94092 0.407809
2.81247 0.554789 0.0554789 2.80305 0.587816 0.168914 1.68914 0.427003
2.81846 0.20336 0.020336 2.95088 0.481787 0.141732 1.41732 0.436916
2.82444 -0.134592 -0.0134592 3.04547 0.36816 0.113059 1.13059 0.437815
2.83042 -0.453068 -0.0453068 3.0866 0.248727 0.0834226 0.834226 0.430131
2.83641 -0.746687 -0.0746687 3.07501 0.125371 0.0533515 0.533515 0.414445
2.84239 -1.01077 -0.101077 3.01237 3.8e-05 0.0233688 0.233688 0.391466
2.84837 -1.2414 -0.12414 2.90122 -0.125295 -0.0060188 -0.060188 0.362019
2.85436 -1.43549 -0.143549 2.74489 -0.248653 -0.0343292 -0.343292 0.327018
2.86034 -1.59078 -0.159078 2.54746 -0.368089 -0.0611134 -0.611134 0.28745
2.86633 -1.70589 -0.170589 2.31364 -0.48172 -0.0859625 -0.859625 0.244346
2.87231 -1.78028 -0.178028 2.04868 -0.587754 -0.108515 -1.08515 0.198764
2.87829 -1.81426 -0.181426 1.75826 -0.684519 -0.12846 -1.2846 0.151766
2.88428 -1.80892 -0.180892 1.44838 -0.770489 -0.145545 -1.45545 0.104393
2.89026 -1.76611 -0.176611 1.12522 -0.844307 -0.159577 -1.59577 0.0576493
2.89625 -1.68835 -0.168835 0.795043 -0.904811 -0.170423 -1.70423 0.0124823
2.90223 -1.57879 -0.157879 0.464069 -0.951044 -0.178015 -1.78015 -0.0302356
2.90821 -1.44106 -0.144106 0.138353 -0.98228 -0.182344 -1.82344 -0.0697202
2.9142 -1.27925 -0.127925 -0.176326 -0.998024 -0.183465 -1.83465 -0.105288
2.92018 -1.09776 -0.109776 -0.474565 -0.998029 -0.181487 -1.81487 -0.136368
2.92617 -0.901201 -0.0901201 -0.751434 -0.982295 -0.176575 -1.76575 -0.162504
2.93215 -0.694339 -0.0694339 -1.00256 -0.951069 -0.168942 -1.68942 -0.183366
2.93813 -0.481938 -0.0481938 -1.2242 -0.904844 -0.158845 -1.58845 -0.198746
2.94412 -0.26869 -0.026869 -1.41329 -0.844349 -0.146578 -1.46578 -0.20856
2.9501 -0.0591165 -0.00591165 -1.56751 -0.770538 -0.132466 -1.32466 -0.212846
2.95609 0.14252 0.014252 -1.68529 -0.684576 -0.116854 -1.16854 -0.211756
2.96207 0.332291 0.0332291 -1.76583 -0.587817 -0.100105 -1.00105 -0.205547
2.96805 0.50667 0.050667 -1.8091 -0.481788 -0.0825899 -0.825899 -0.194578
2.97404 0.662593 0.0662593 -1.81581 -0.368162 -0.0646771 -0.646771 -0.17929
2.98002 0.797501 0.0797501 -1.78742 -0.248728 -0.0467288 -0.467288 -0.160199
2.98601 0.909372 0.0909372 -1.72602 -0.125373 -0.0290921 -0.290921 -0.137882
2.99199 0.996746 0.0996746 -1.63435 -4e-05 -0.0120929 -0.120929 -0.112959
2.99797 1.05873 0.105873 -1.51565 0.125293 0.00397069 0.0397069 -0.086084
3.00396 1.09499 0.109499 -1.37366 0.248651 0.0188334 0.188334 -0.0579241
3.00994 1.10576 0.110576 -1.21246 0.368087 0.0322672 0.322672 -0.0291493
3.01593 1.09176 0.109176 -1.03644 0.481718 0.0440851 0.440851 -0.000416798
3.02191 1.05422 0.105422 -0.850133 0.587753 0.0541437 0.541437 0.0276419
3.02789 0.994812 0.0994812 -0.658174 0.684518 0.0623452 0.623452 0.054433
3.03388 0.915576 0.0915576 -0.465167 0.770487 0.0686374 0.686374 0.0794114
3.03986 0.81889 0.081889 -0.275593 0.844306 0.0730139 0.730139 0.102089
3.04585 0.70739 0.070739 -0.0937156 0.90481 0.0755125 0.755125 0.122046
3.05183 0.58391 0.058391 0.0765067 0.951044 0.076213 0.76213 0.138929
3.05781 0.451412 0.0451412 0.231503 0.98228 0.0752341 0.752341 0.152466
3.0638 0.312916 0.0312916 0.368162 0.998024 0.0727293 0.727293 0.16246
3.06978 0.171435 0.0171435 0.48389 0.998029 0.0688823 0.688823 0.168793
3.07577 0.0299138 0.00299138 0.576665 0.982295 0.0639016 0.639016 0.171425
3.08175 -0.108835 -0.0108835 0.645068 0.951069 0.0580152 0.580152 0.170393
3.08773 -0.242181 -0.0242181 0.688308 0.904845 0.051464 0.51464 0.165804
3.09372 -0.367723 -0.0367723 0.706231 0.84435 0.0444961 0.444961 0.157829
3.0997 -0.48333 -0.048333 0.699313 0.77054 0.0373601 0.373601 0.146702
3.10569 -0.587172 -0.0587172 0.668641 0.684577 0.030299 0.30299 0.132705
3.11167 -0.677744 -0.0677744 0.615882 0.587819 0.0235442 0.235442 0.116166
3.11765 -0.75388 -0.075388 0.543239 0.48179 0.0173099 0.173099 0.0974478
3.12364 -0.814762 -0.0814762 0.45339 0.368163 0.0117879 0.117879 0.0769378
3.12962 -0.859915 -0.0859915 0.349428 0.24873 0.007143 0.07143 0.0550414
3.13561 -0.889196 -0.0889196 0.234777 0.125375 0.00350897 0.0350897 0.0321718
3.14159 -0.902782 -0.0902782 0.113117 4.2e-05 0.000985693 0.00985693 0.00874166
3.14757 -0.901142 -0.0901142 -0.0117081 -0.125291 -0.000363341 -0.00363341 -0.0148446
3.15356 -0.885009 -0.0885009 -0.135781 -0.248649 -0.000512345 -0.00512345 -0.0381986
3.15954 -0.855347 -0.0855347 -0.255206 -0.368085 0.000526243 0.00526243 -0.0609537
3.16553 -0.813311 -0.0813311 -0.366199 -0.481717 0.00270221 0.0270221 -0.0827714
3.17151 -0.760207 -0.0760207 -0.46518 -0.587751 0.0059289 0.059289 -0.103345
3.17749 -0.697455 -0.0697455 -0.548859 -0.684516 0.0100855 0.100855 -0.122404
3.18348 -0.62654 -0.062654 -0.614313 -0.770486 0.01502 0.1502 -0.139715
3.18946 -0.54898 -0.054898 -0.659062 -0.844305 0.0205531 0.205531 -0.155085
3.19545 -0.466279 -0.0466279 -0.681129 -0.904809 0.0264828 0.264828 -0.16836
3.20143 -0.379896 -0.0379896 -0.67909 -0.951043 0.0325894 0.325894 -0.179424
3.20741 -0.291216 -0.0291216 -0.652117 -0.982279 0.0386408 0.386408 -0.188198
3.2134 -0.201517 -0.0201517 -0.600003 -0.998024 0.0443991 0.443991 -0.194641
3.21938 -0.11195 -0.011195 -0.523172 -0.998029 0.0496259 0.496259 -0.198739
3.22537 -0.0235261 -0.00235261 -0.422684 -0.982295 0.054089 0.54089 -0.200511
3.23135 0.0628973 0.00628973 -0.300213 -0.95107 0.0575685 0.575685 -0.199996
3.23733 0.14662 0.014662 -0.158026 -0.904845 0.0598625 0.598625 -0.197257
3.24332 0.227096 0.0227096 0.0010665 -0.844351 0.0607928 0.607928 -0.19237
3.2493 0.303928 0.0303928 0.173759 -0.770541 0.0602101 0.602101 -0.185427
3.25529 0.376856 0.0376856 0.356319 -0.684579 0.0579984 0.579984 -0.176526
3.26127 0.445738 0.0445738 0.544666 -0.587821 0.054079 0.54079 -0.16577
3.26725 0.510528 0.0510528 0.73445 -0.481792 0.0484134 0.484134 -0.153267
3.27324 0.571256 0.0571256 0.921149 -0.368165 0.0410056 0.410056 -0.139123
3.27922 0.628001 0.0628001 1.10016 -0.248732 0.0319033 0.319033 -0.123443
3.28521 0.680861 0.0680861 1.26691 -0.125377 0.0211983 0.211983 -0.106329
3.29119 0.729926 0.0729926 1.41694 -4.4e-05 0.00902557 0.0902557 -0.0878832
3.29717 0.775254 0.0775254 1.54603 0.125289 -0.00443815 -0.0443815 -0.0682029
3.30316 0.816844 0.0816844 1.65025 0.248647 -0.0189771 -0.189771 -0.0473862
3.30914 0.854614 0.0854614 1.72611 0.368083 -0.0343402 -0.343402 -0.0255319
3.31513 0.888382 0.0888382 1.77062 0.481715 -0.0502454 -0.502454 -0.00274226
3.32111 0.917852 0.0917852 1.78135 0.587749 -0.0663846 -0.663846 0.0208742
3.32709 0.942608 0.0942608 1.7565 0.684515 -0.0824304 -0.824304 0.0451998
3.33308 0.962106 0.0962106 1.695 0.770485 -0.0980415 -0.980415 0.0701039
3.33906 0.97568 0.097568 1.59646 0.844304 -0.112871 -1.12871 0.0954405
3.34505 0.982549 0.0982549 1.4613 0.904808 -0.126571 -1.26571 0.121044
3.35103 0.981832 0.0981832 1.29067 0.951043 -0.138805 -1.38805 0.146729
3.35701 0.97257 0.097257 1.08651 0.982279 -0.149249 -1.49249 0.172282
3.363 0.953751 0.0953751 0.851497 0.998024 -0.157605 -1.57605 0.197469
3.36898 0.924344 0.0924344 0.589017 0.99803 -0.163602 -1.63602 0.222025
3.37497 0.88333 0.088333 0.303113 0.982296 -0.167007 -1.67007 0.24566
3.38095 0.829749 0.0829749 -0.00157369 0.95107 -0.167631 -1.67631 0.268059
3.38693 0.762735 0.0762735 -0.319889 0.904846 -0.165329 -1.65329 0.288881
3.39292 0.681561 0.0681561 -0.646248 0.844352 -0.160013 -1.60013 0.307765
3.3989 0.585686 0.0585686 -0.974742 0.770542 -0.151646 -1.51646 0.324334
3.40489 0.474792 0.0474792 -1.29924 0.68458 -0.140253 -1.40253 0.3382
3.41087 0.348829 0.0348829 -1.61351 0.587822 -0.125914 -1.25914 0.348969
3.41685 0.208047 0.0208047 -1.91132 0.481794 -0.108774 -1.08774 0.35625
3.42284 0.0530293 0.00530293 -2.18659 0.368167 -0.0890314 -0.890314 0.359663
3.42882 -0.115281 -0.0115281 -2.43348 0.248734 -0.0669441 -0.669441 0.358849
3.43481 -0.295567 -0.0295567 -2.64654 0.125379 -0.0428218 -0.428218 0.353478
3.44079 -0.486124 -0.0486124 -2.82078 4.6e-05 -0.0170229 -0.170229 0.343257
3.44677 -0.684861 -0.0684861 -2.95181 -0.125288 0.0100509 0.100509 0.327946
3.45276 -0.889311 -0.0889311 -3.03593 -0.248645 0.0379617 0.379617 0.307364
3.45874 -1.09665 -0.109665 -3.07021 -0.368082 0.0662422 0.662422 0.281398
3.46472 -1.30371 -0.130371 -3.05257 -0.481713 0.094404 0.94404 0.250013
3.47071 -1.50705 -0.150705 -2.9818 -0.587748 0.121946 1.21946 0.213262
3.47669 -1.70299 -0.170299 -2.85767 -0.684513 0.148364 1.48364 0.171291
3.48268 -1.88764 -0.188764 -2.6809 -0.770484 0.173159 1.73159 0.124344
3.48866 -2.05702 -0.205702 -2.45317 -0.844303 0.195849 1.95849 0.0727673
3.49464 -2.2071 -0.22071 -2.17714 -0.904807 0.215973 2.15973 0.0170139
3.50063 -2.33388 -0.233388 -1.85639 -0.951042 0.233109 2.33109 -0.0423595
3.50661 -2.43349 -0.243349 -1.49539 -0.982278 0.246872 2.46872 -0.104693
3.5126 -2.50228 -0.250228 -1.09943 -0.998024 0.256931 2.56931 -0.169228
3.51858 -2.53686 -0.253686 -0.674549 -0.99803 0.263011 2.63011 -0.235115
3.52456 -2.53428 -0.253428 -0.227412 -0.982296 0.264901 2.64901 -0.30142
3.53055 -2.49204 -0.249204 0.234766 -0.951071 0.26246 2.6246 -0.367139
3.53653 -2.40818 -0.240818 0.704358 -0.904847 0.255618 2.55618 -0.431209
3.54252 -2.2814 -0.22814 1.17345 -0.844353 0.244384 2.44384 -0.492526
3.5485 -2.11108 -0.211108 1.63397 -0.770543 0.228842 2.28842 -0.549957
3.55448 -1.89735 -0.189735 2.07786 -0.684582 0.209154 2.09154 -0.602368
3.56047 -1.64115 -0.164115 2.49717 -0.587824 0.185558 1.85558 -0.648633
3.56645 -1.34423 -0.134423 2.88425 -0.481795 0.158367 1.58367 -0.687667
3.57244 -1.0092 -0.10092 3.23186 -0.368169 0.127962 1.27962 -0.718438
3.57842 -0.639481 -0.0639481 3.53332 -0.248736 0.0947862 0.947862 -0.739995
3.5844 -0.239346 -0.0239346 3.78263 -0.125381 0.0593427 0.593427 -0.751486
3.59039 0.186157 0.0186157 3.97458 -4.8e-05 0.022182 0.22182 -0.752181
3.59637 0.631245 0.0631245 4.10488 0.125286 -0.0161045 -0.161045 -0.741493
3.60236 1.08946 0.108946 4.17022 0.248643 -0.0548952 -0.548952 -0.718995
3.60834 1.55378 0.155378 4.16835 0.36808 -0.0935481 -0.935481 -0.684435
3.61432 2.01669 0.201669 4.09815 0.481711 -0.131412 -1.31412 -0.637751
3.62031 2.4703 0.24703 3.95964 0.587746 -0.167838 -1.67838 -0.579083
3.62629 2.9065 0.29065 3.75402 0.684512 -0.202191 -2.02191 -0.508782
3.63228 3.31707 0.331707 3.48365 0.770482 -0.23386 -2.3386 -0.427409
3.63826 3.69385 0.369385 3.15204 0.844302 -0.26227 -2.6227 -0.335741
3.64424 4.02885 0.402885 2.76378 0.904806 -0.286893 -2.86893 -0.234767
3.65023 4.31447 0.431447 2.32448 0.951041 -0.307257 -3.07257 -0.125678
3.65621 4.54358 0.454358 1.84072 0.982278 -0.322956 -3.22956 -0.0098588
3.6622 4.70974 0.470974 1.31989 0.998024 -0.333657 -3.33657 0.111128
3.66818 4.8073 0.48073 0.770119 0.99803 -0.339106 -3.39106 0.235563
3.67416 4.83156 0.483156 0.200134 0.982296 -0.339137 -3.39137 0.361591
3.68015 4.77889 0.477889 -0.3809 0.951072 -0.333671 -3.33671 0.487248
3.68613 4.64684 0.464684 -0.96352 0.904848 -0.322722 -3.22722 0.610489
3.69212 4.43423 0.443423 -1.53812 0.844354 -0.306399 -3.06399 0.729224
3.6981 4.14123 0.414123 -2.09514 0.770545 -0.284901 -2.84901 0.841348
3.70408 3.76942 0.376942 -2.62517 0.684583 -0.258517 -2.58517 0.94478
3.71007 3.32177 0.332177 -3.1192 0.587825 -0.227623 -2.27623 1.0375
3.71605 2.80273 0.280273 -3.56869 0.481797 -0.192675 -1.92675 1.11758
3.72204 2.21812 0.221812 -3.96578 0.368171 -0.154202 -1.54202 1.18322
3.72802 1.57513 0.157513 -4.3034 0.248738 -0.1128 -1.128 1.23282
3.734 0.882227 0.0882227 -4.57542 0.125383 -0.0691195 -0.691195 1.26495
3.73999 0.149067 0.0149067 -4.77673 5e-05 -0.0238553 -0.238553 1.27843
3.74597 -0.613651 -0.0613651 -4.90337 -0.125284 0.0222627 0.222627 1.27236
3.75196 -1.39432 -0.139432 -4.95257 -0.248641 0.0684836 0.684836 1.2461
3.75794 -2.18062 -0.218062 -4.92284 -0.368078 0.114048 1.14048 1.19936
